context,dialogue_id,model,reference,response,annotations.appropriateness,am_scores,fm_scores,am_fm_scores
"i can study french while you work on the roof . just stop yelling .
roof is way to high for me . nice that you study french .
are you afraid of heights ? i study many languages . spanish and french currently .
yes am afraid of heights and great to hear you love languages
you should get to trabajo on tackling your fear of heights .",persona-zhao_00032,GPT2_small top_temp1.0_k0_p0.5,['you feel that would help me ?'],that sounds like a plan . i am going to grill some hamburgers and listen to the french music,0.6888758469538636,0.8114972,0.5662544824514285,0.6888758469538636
"i can study french while you work on the roof . just stop yelling .
roof is way to high for me . nice that you study french .
are you afraid of heights ? i study many languages . spanish and french currently .
yes am afraid of heights and great to hear you love languages
you should get to trabajo on tackling your fear of heights .",persona-zhao_00033,HRED_attn top_temp1.0_k0_p0.5,['you feel that would help me ?'],i know what you mean . i do not know what i can do with my math .,0.7392598284050407,0.9305052,0.5480144406884077,0.7392598284050407
"i can study french while you work on the roof . just stop yelling .
roof is way to high for me . nice that you study french .
are you afraid of heights ? i study many languages . spanish and french currently .
yes am afraid of heights and great to hear you love languages
you should get to trabajo on tackling your fear of heights .",persona-zhao_00034,S2S_attn greedy_temp1.0_k0_p0.0,['you feel that would help me ?'],i think so . i am a <unk> .,0.9271420708141538,0.93464184,0.9196423035545771,0.9271420708141538
"i can study french while you work on the roof . just stop yelling .
roof is way to high for me . nice that you study french .
are you afraid of heights ? i study many languages . spanish and french currently .
yes am afraid of heights and great to hear you love languages
you should get to trabajo on tackling your fear of heights .",persona-zhao_00035,negative-sample,['you feel that would help me ?'],thank you that made my day what is your dream career,0.9311122314683173,0.923204,0.9390204581720779,0.9311122314683173
"i do not have any pets , but i may be interested in one
what is your favorite sport to watch ?
i don't have any special interest in sports , do you have any favorite sports ?
i like to watch hockey .
i see , do you live in united states or canada ? i heard hockey is very popular there .",persona-zhao_00036,ground-truth,['i live in the united states . what about you ?'],i live in the united states . what about you ?,1.0000001192092896,1.0000002,1.0,1.0000001192092896
"i do not have any pets , but i may be interested in one
what is your favorite sport to watch ?
i don't have any special interest in sports , do you have any favorite sports ?
i like to watch hockey .
i see , do you live in united states or canada ? i heard hockey is very popular there .",persona-zhao_00037,GPT2_medium sample_temp1.0_k0_p0.0,['i live in the united states . what about you ?'],i live in canada . it is beautiful here .,0.8900548526043712,0.92889,0.8512197153558371,0.8900548526043712
"i do not have any pets , but i may be interested in one
what is your favorite sport to watch ?
i don't have any special interest in sports , do you have any favorite sports ?
i like to watch hockey .
i see , do you live in united states or canada ? i heard hockey is very popular there .",persona-zhao_00038,GPT2_small greedy_temp1.0_k0_p0.0,['i live in the united states . what about you ?'],i live in canada . i love the snow .,0.842353122401235,0.9231666,0.7615396717548323,0.842353122401235
"i do not have any pets , but i may be interested in one
what is your favorite sport to watch ?
i don't have any special interest in sports , do you have any favorite sports ?
i like to watch hockey .
i see , do you live in united states or canada ? i heard hockey is very popular there .",persona-zhao_00039,HRED_attn greedy_temp1.0_k0_p0.0,['i live in the united states . what about you ?'],i am from canada . i love the cold .,0.8009591591876584,0.90572065,0.6961976672255669,0.8009591591876584
"i do not have any pets , but i may be interested in one
what is your favorite sport to watch ?
i don't have any special interest in sports , do you have any favorite sports ?
i like to watch hockey .
i see , do you live in united states or canada ? i heard hockey is very popular there .",persona-zhao_00040,S2S_attn top_temp1.0_k0_p0.5,['i live in the united states . what about you ?'],i do not . i am in canada .,0.8270896255869491,0.92997134,0.7242079138554779,0.8270896255869491
"i do not have any pets , but i may be interested in one
what is your favorite sport to watch ?
i don't have any special interest in sports , do you have any favorite sports ?
i like to watch hockey .
i see , do you live in united states or canada ? i heard hockey is very popular there .",persona-zhao_00041,negative-sample,['i live in the united states . what about you ?'],"wow , that's amazing . what are you doing tonight ?",0.8348529902753739,0.9622961,0.7074098522777374,0.8348529902753739
"we grow corn and soybeans at my parents farm . what dog do you have ?
he is a black lab named is trooper , he is a great hiking buddy !
cute ! where do you hike ? my pet won't travel . she is a cow
i hike in the mountains here in colorado near pueblo . are there mountains near you ?
no i live in the middle of no where . miles of country .",persona-zhao_00042,ground-truth,['where is the middle of no where ? i live near denver for work .'],where is the middle of no where ? i live near denver for work .,1.0,1.0,1.0,1.0
"we grow corn and soybeans at my parents farm . what dog do you have ?
he is a black lab named is trooper , he is a great hiking buddy !
cute ! where do you hike ? my pet won't travel . she is a cow
i hike in the mountains here in colorado near pueblo . are there mountains near you ?
no i live in the middle of no where . miles of country .",persona-zhao_00043,GPT2_medium greedy_temp1.0_k0_p0.0,['where is the middle of no where ? i live near denver for work .'],that's great . do you like to hike in the sun like i do in colorado ?,0.8901814261911059,0.87817454,0.9021883090014744,0.8901814261911059
"we grow corn and soybeans at my parents farm . what dog do you have ?
he is a black lab named is trooper , he is a great hiking buddy !
cute ! where do you hike ? my pet won't travel . she is a cow
i hike in the mountains here in colorado near pueblo . are there mountains near you ?
no i live in the middle of no where . miles of country .",persona-zhao_00044,GPT2_small top_temp1.0_k0_p0.5,['where is the middle of no where ? i live near denver for work .'],oh okay . i am a bit of a truck person so i've to get somewhere .,0.9130113409229652,0.9491859,0.8768367740052015,0.9130113409229652
"we grow corn and soybeans at my parents farm . what dog do you have ?
he is a black lab named is trooper , he is a great hiking buddy !
cute ! where do you hike ? my pet won't travel . she is a cow
i hike in the mountains here in colorado near pueblo . are there mountains near you ?
no i live in the middle of no where . miles of country .",persona-zhao_00045,HRED_attn greedy_temp1.0_k0_p0.0,['where is the middle of no where ? i live near denver for work .'],i bet . i love the mountains .,0.869172189122395,0.9264518,0.8118925759910669,0.869172189122395
"we grow corn and soybeans at my parents farm . what dog do you have ?
he is a black lab named is trooper , he is a great hiking buddy !
cute ! where do you hike ? my pet won't travel . she is a cow
i hike in the mountains here in colorado near pueblo . are there mountains near you ?
no i live in the middle of no where . miles of country .",persona-zhao_00046,S2S_attn sample_temp1.0_k0_p0.0,['where is the middle of no where ? i live near denver for work .'],"new orleans , my favorite is country as well . are you in any state ?",0.9020686979964229,0.89142585,0.9127115479856436,0.9020686979964229
"we grow corn and soybeans at my parents farm . what dog do you have ?
he is a black lab named is trooper , he is a great hiking buddy !
cute ! where do you hike ? my pet won't travel . she is a cow
i hike in the mountains here in colorado near pueblo . are there mountains near you ?
no i live in the middle of no where . miles of country .",persona-zhao_00047,negative-sample,['where is the middle of no where ? i live near denver for work .'],how many kids do you have ?,0.8548572275074069,0.87400854,0.8357059186760076,0.8548572275074069
"good evening , how are you ?",persona-zhao_00048,ground-truth,['one time i had my lighter set too high and my mustache caught on fire'],one time i had my lighter set too high and my mustache caught on fire,0.9999999403953552,0.9999999,1.0,0.9999999403953552
"good evening , how are you ?",persona-zhao_00049,GPT2_medium greedy_temp1.0_k0_p0.0,['one time i had my lighter set too high and my mustache caught on fire'],"i'm doing well , how about yourself ?",0.7829943875526162,0.80217123,0.7638175447890704,0.7829943875526162
"good evening , how are you ?",persona-zhao_00050,GPT2_medium top_temp1.0_k0_p0.5,['one time i had my lighter set too high and my mustache caught on fire'],"i'm doing well , how about yourself ?",0.7829943875526162,0.80217123,0.7638175447890704,0.7829943875526162
"good evening , how are you ?",persona-zhao_00051,HRED_attn greedy_temp1.0_k0_p0.0,['one time i had my lighter set too high and my mustache caught on fire'],i am good . how are you ?,0.7337491135905085,0.78336954,0.6841286860128043,0.7337491135905085
"good evening , how are you ?",persona-zhao_00052,S2S_attn sample_temp1.0_k0_p0.0,['one time i had my lighter set too high and my mustache caught on fire'],i'm doing fine how are you ?,0.8588942278754221,0.7925854,0.9252030828260397,0.8588942278754221
"good evening , how are you ?",persona-zhao_00053,negative-sample,['one time i had my lighter set too high and my mustache caught on fire'],"that is not ok , my older brother used to do that",0.8105510141693288,0.8082309,0.8128711514160502,0.8105510141693288
"cool ! my hair is sweaty . i just got back from the gym .
ugh . when mine gets sweaty , the curls poof out .
my husband loves it when my hair poofs out .
i've to use three products to straighten mine .
that is crazy ! i hope there aren't any animal products in there .",persona-zhao_00054,ground-truth,['nope . my moms friend uses all vegan products .'],nope . my moms friend uses all vegan products .,1.0000001192092896,1.0000002,1.0,1.0000001192092896
"cool ! my hair is sweaty . i just got back from the gym .
ugh . when mine gets sweaty , the curls poof out .
my husband loves it when my hair poofs out .
i've to use three products to straighten mine .
that is crazy ! i hope there aren't any animal products in there .",persona-zhao_00055,GPT2_medium greedy_temp1.0_k0_p0.0,['nope . my moms friend uses all vegan products .'],i hate any kind of hair .,0.9543674163865628,0.9275706,0.9811642513369684,0.9543674163865628
"cool ! my hair is sweaty . i just got back from the gym .
ugh . when mine gets sweaty , the curls poof out .
my husband loves it when my hair poofs out .
i've to use three products to straighten mine .
that is crazy ! i hope there aren't any animal products in there .",persona-zhao_00056,GPT2_medium sample_temp1.0_k0_p0.0,['nope . my moms friend uses all vegan products .'],i hate any kind of hair .,0.9543674163865628,0.9275706,0.9811642513369684,0.9543674163865628
"cool ! my hair is sweaty . i just got back from the gym .
ugh . when mine gets sweaty , the curls poof out .
my husband loves it when my hair poofs out .
i've to use three products to straighten mine .
that is crazy ! i hope there aren't any animal products in there .",persona-zhao_00057,HRED_attn sample_temp1.0_k0_p0.0,['nope . my moms friend uses all vegan products .'],<unk> people are in mine .,0.8476506863594868,0.8920435,0.803257901382609,0.8476506863594868
"cool ! my hair is sweaty . i just got back from the gym .
ugh . when mine gets sweaty , the curls poof out .
my husband loves it when my hair poofs out .
i've to use three products to straighten mine .
that is crazy ! i hope there aren't any animal products in there .",persona-zhao_00058,S2S_attn sample_temp1.0_k0_p0.0,['nope . my moms friend uses all vegan products .'],"<unk> here . i cannot just have a dog , one of my four cats owners",0.9021154465100518,0.91808116,0.8861497286600573,0.9021154465100518
"cool ! my hair is sweaty . i just got back from the gym .
ugh . when mine gets sweaty , the curls poof out .
my husband loves it when my hair poofs out .
i've to use three products to straighten mine .
that is crazy ! i hope there aren't any animal products in there .",persona-zhao_00059,negative-sample,['nope . my moms friend uses all vegan products .'],"no , but my dad keeps setting me up on blind dates .",0.811516051522494,0.9328117,0.6902204255890859,0.811516051522494
"what do you do for a living
i'm a electrician , but i take care of my parents farm also .
oh well that's cool ! i'm not a farmer but i love gardening
i do it to see moo , my pet cow . what kind of music do you like ?
i love country music . i do work at a gas station as well",persona-zhao_00060,ground-truth,['i love country too ! i only listen to it !'],i love country too ! i only listen to it !,1.0000000596046448,1.0000001,1.0,1.0000000596046448
"what do you do for a living
i'm a electrician , but i take care of my parents farm also .
oh well that's cool ! i'm not a farmer but i love gardening
i do it to see moo , my pet cow . what kind of music do you like ?
i love country music . i do work at a gas station as well",persona-zhao_00061,GPT2_medium sample_temp1.0_k0_p0.0,['i love country too ! i only listen to it !'],do you make that money on that ? ca not imagine working there .,0.9359493029660084,0.8847954,0.987103178609629,0.9359493029660084
"what do you do for a living
i'm a electrician , but i take care of my parents farm also .
oh well that's cool ! i'm not a farmer but i love gardening
i do it to see moo , my pet cow . what kind of music do you like ?
i love country music . i do work at a gas station as well",persona-zhao_00062,GPT2_small top_temp1.0_k0_p0.5,['i love country too ! i only listen to it !'],"i like rock , country is the best .",0.9147404453948864,0.913778,0.9157028837592858,0.9147404453948864
"what do you do for a living
i'm a electrician , but i take care of my parents farm also .
oh well that's cool ! i'm not a farmer but i love gardening
i do it to see moo , my pet cow . what kind of music do you like ?
i love country music . i do work at a gas station as well",persona-zhao_00063,HRED_attn greedy_temp1.0_k0_p0.0,['i love country too ! i only listen to it !'],i love to travel . i am a drummer in a band .,0.790562687818156,0.9107573,0.6703680723983968,0.790562687818156
"what do you do for a living
i'm a electrician , but i take care of my parents farm also .
oh well that's cool ! i'm not a farmer but i love gardening
i do it to see moo , my pet cow . what kind of music do you like ?
i love country music . i do work at a gas station as well",persona-zhao_00064,S2S_attn top_temp1.0_k0_p0.5,['i love country too ! i only listen to it !'],i love driving my ford truck,0.9199762627704982,0.8842054,0.9557471245972403,0.9199762627704982
"what do you do for a living
i'm a electrician , but i take care of my parents farm also .
oh well that's cool ! i'm not a farmer but i love gardening
i do it to see moo , my pet cow . what kind of music do you like ?
i love country music . i do work at a gas station as well",persona-zhao_00065,negative-sample,['i love country too ! i only listen to it !'],"those are great hobbies , where are you from ?",0.7997645377137046,0.924175,0.6753540513948163,0.7997645377137046
"hello , tell me something about yourself !
i am 56 years old and i am a housekeeper
do you have any hobbies or interests ?",persona-zhao_00066,ground-truth,"['yes , i love painting , i used to be a painter , but i went to housekeeping']","yes , i love painting , i used to be a painter , but i went to housekeeping",0.9999999701976776,0.99999994,1.0,0.9999999701976776
"hello , tell me something about yourself !
i am 56 years old and i am a housekeeper
do you have any hobbies or interests ?",persona-zhao_00067,GPT2_medium greedy_temp1.0_k0_p0.0,"['yes , i love painting , i used to be a painter , but i went to housekeeping']",i love dogs and dogs love me,0.7840100078589067,0.88999534,0.6780246791852206,0.7840100078589067
"hello , tell me something about yourself !
i am 56 years old and i am a housekeeper
do you have any hobbies or interests ?",persona-zhao_00068,GPT2_medium sample_temp1.0_k0_p0.0,"['yes , i love painting , i used to be a painter , but i went to housekeeping']",well i would say my live action role playing would be lol,0.8228561782812921,0.8976172,0.7480951356839831,0.8228561782812921
"hello , tell me something about yourself !
i am 56 years old and i am a housekeeper
do you have any hobbies or interests ?",persona-zhao_00069,HRED_attn sample_temp1.0_k0_p0.0,"['yes , i love painting , i used to be a painter , but i went to housekeeping']",music hobby and things in the way i travel a lot,0.7251288527937079,0.8194058,0.6308519114437389,0.7251288527937079
"hello , tell me something about yourself !
i am 56 years old and i am a housekeeper
do you have any hobbies or interests ?",persona-zhao_00070,S2S_attn greedy_temp1.0_k0_p0.0,"['yes , i love painting , i used to be a painter , but i went to housekeeping']",i like to read and write poetry .,0.894082252738618,0.90246737,0.8856971354439718,0.894082252738618
"hello , tell me something about yourself !
i am 56 years old and i am a housekeeper
do you have any hobbies or interests ?",persona-zhao_00071,negative-sample,"['yes , i love painting , i used to be a painter , but i went to housekeeping']",hello miss ! i m ben and i m grounded for not picking up my toys,0.7368798666786838,0.8507128,0.6230469571732856,0.7368798666786838
"i get to go home in 30 days though so i'm happy
glad to hear that . life is like living in a cloud
yeah so where do u live
i am from chicago . but i do not like it much
oh i hear there's great pizza in chicago",persona-zhao_00072,ground-truth,"[""like you'dn't believe . best pizza i've ever had is here .""]",like you'dn't believe . best pizza i've ever had is here .,1.0,1.0,1.0,1.0
"i get to go home in 30 days though so i'm happy
glad to hear that . life is like living in a cloud
yeah so where do u live
i am from chicago . but i do not like it much
oh i hear there's great pizza in chicago",persona-zhao_00073,GPT2_medium top_temp1.0_k0_p0.5,"[""like you'dn't believe . best pizza i've ever had is here .""]",i do not like it much either . live near a river or near,0.8494972456892709,0.8735391,0.8254554012219866,0.8494972456892709
"i get to go home in 30 days though so i'm happy
glad to hear that . life is like living in a cloud
yeah so where do u live
i am from chicago . but i do not like it much
oh i hear there's great pizza in chicago",persona-zhao_00074,GPT2_small sample_temp1.0_k0_p0.0,"[""like you'dn't believe . best pizza i've ever had is here .""]",yes there's great pizza here !,0.9392710514205653,0.93280697,0.9457351341521659,0.9392710514205653
"i get to go home in 30 days though so i'm happy
glad to hear that . life is like living in a cloud
yeah so where do u live
i am from chicago . but i do not like it much
oh i hear there's great pizza in chicago",persona-zhao_00075,HRED_attn sample_temp1.0_k0_p0.0,"[""like you'dn't believe . best pizza i've ever had is here .""]",true . i'm available we can talk to that,0.8699501858419779,0.87404466,0.8658557149304158,0.8699501858419779
