dialogue_id,model,context,response,reference,annotations.content,annotations.grammar,annotations.relevance,annotations.appropriateness,am_scores,fm_scores,am_fm_scores
dailydialog-zhao_00012,GPT2_small sample_temp1.0_k0_p0.0,"can i help you , sir ?
hello , may i make an appointment for sometime early this afternoon ?
i 'm sorry . all the appointments are filled .",but could you make it clear that i 'm in the airport for lunch ?,"[""oh , what a pity . i 'd like to see the doctor as soon as possible . i have a sharp pain in my chest .""]",0.8247864731831724,0.8247864731831724,0.8247864731831724,0.8247864731831724,0.8902936,0.7592793481912962,0.8247864731831724
dailydialog-zhao_00013,HRED_attn greedy_temp1.0_k0_p0.0,"can i help you , sir ?
hello , may i make an appointment for sometime early this afternoon ?
i 'm sorry . all the appointments are filled .",i 'm afraid i ca n't . i 'm afraid i ca n't .,"[""oh , what a pity . i 'd like to see the doctor as soon as possible . i have a sharp pain in my chest .""]",0.7816011322472534,0.7816011322472534,0.7816011322472534,0.7816011322472534,0.88787067,0.6753315951295775,0.7816011322472534
dailydialog-zhao_00014,S2S_attn greedy_temp1.0_k0_p0.0,"can i help you , sir ?
hello , may i make an appointment for sometime early this afternoon ?
i 'm sorry . all the appointments are filled .","i 'm sorry , but i 'm not sure .","[""oh , what a pity . i 'd like to see the doctor as soon as possible . i have a sharp pain in my chest .""]",0.8026466268987138,0.8026466268987138,0.8026466268987138,0.8026466268987138,0.9157872,0.689506033796207,0.8026466268987138
dailydialog-zhao_00015,S2S_attn sample_temp1.0_k0_p0.0,"can i help you , sir ?
hello , may i make an appointment for sometime early this afternoon ?
i 'm sorry . all the appointments are filled .",make some <unk> refills . please bring the seat in front of me . a little later to be as soon as flight is at the gate .,"[""oh , what a pity . i 'd like to see the doctor as soon as possible . i have a sharp pain in my chest .""]",0.7435846824190336,0.7435846824190336,0.7435846824190336,0.7435846824190336,0.8712486,0.6159207619709408,0.7435846824190336
dailydialog-zhao_00016,VHRED_attn greedy_temp1.0_k0_p0.0,"can i help you , sir ?
hello , may i make an appointment for sometime early this afternoon ?
i 'm sorry . all the appointments are filled .",i 'm afraid i ca n't . i 'm afraid i ca n't .,"[""oh , what a pity . i 'd like to see the doctor as soon as possible . i have a sharp pain in my chest .""]",0.7816011322472534,0.7816011322472534,0.7816011322472534,0.7816011322472534,0.88787067,0.6753315951295775,0.7816011322472534
dailydialog-zhao_00017,negative-sample,"can i help you , sir ?
hello , may i make an appointment for sometime early this afternoon ?
i 'm sorry . all the appointments are filled .",are you sensitive to other things ?,"[""oh , what a pity . i 'd like to see the doctor as soon as possible . i have a sharp pain in my chest .""]",0.759239758140881,0.759239758140881,0.759239758140881,0.759239758140881,0.8867824,0.6316971085211418,0.759239758140881
dailydialog-zhao_00018,ground-truth,"i have a problem with my cable .
what about it ?
my cable has been out for the past week or so .
the cable is down right now . i am very sorry .
when will it be working again ?",it should be back on in the next couple of days .,['it should be back on in the next couple of days .'],1.0000000596046448,1.0000000596046448,1.0000000596046448,1.0000000596046448,1.0000001,1.0,1.0000000596046448
dailydialog-zhao_00019,GPT2_medium greedy_temp1.0_k0_p0.0,"i have a problem with my cable .
what about it ?
my cable has been out for the past week or so .
the cable is down right now . i am very sorry .
when will it be working again ?",i am not sure .,['it should be back on in the next couple of days .'],0.813242486540876,0.813242486540876,0.813242486540876,0.813242486540876,0.9239423,0.7025426455823623,0.813242486540876
dailydialog-zhao_00020,GPT2_medium top_temp1.0_k0_p0.5,"i have a problem with my cable .
what about it ?
my cable has been out for the past week or so .
the cable is down right now . i am very sorry .
when will it be working again ?",i am not sure .,['it should be back on in the next couple of days .'],0.813242486540876,0.813242486540876,0.813242486540876,0.813242486540876,0.9239423,0.7025426455823623,0.813242486540876
dailydialog-zhao_00021,GPT2_small sample_temp1.0_k0_p0.0,"i have a problem with my cable .
what about it ?
my cable has been out for the past week or so .
the cable is down right now . i am very sorry .
when will it be working again ?",for sure this weekend .,['it should be back on in the next couple of days .'],0.7461673614978652,0.7461673614978652,0.7461673614978652,0.7461673614978652,0.91638637,0.5759483571052275,0.7461673614978652
dailydialog-zhao_00022,HRED_attn sample_temp1.0_k0_p0.0,"i have a problem with my cable .
what about it ?
my cable has been out for the past week or so .
the cable is down right now . i am very sorry .
when will it be working again ?",this last .,['it should be back on in the next couple of days .'],0.6513189880381393,0.6513189880381393,0.6513189880381393,0.6513189880381393,0.8442567,0.45838127699104286,0.6513189880381393
dailydialog-zhao_00023,S2S top_temp1.0_k0_p0.5,"i have a problem with my cable .
what about it ?
my cable has been out for the past week or so .
the cable is down right now . i am very sorry .
when will it be working again ?",in about an hour .,['it should be back on in the next couple of days .'],0.790551790195618,0.790551790195618,0.790551790195618,0.790551790195618,0.9040272,0.6770763568042001,0.790551790195618
dailydialog-zhao_00024,S2S_attn top_temp1.0_k0_p0.5,"i have a problem with my cable .
what about it ?
my cable has been out for the past week or so .
the cable is down right now . i am very sorry .
when will it be working again ?",it will be at 5 00 p . m .,['it should be back on in the next couple of days .'],0.7865951371630365,0.7865951371630365,0.7865951371630365,0.7865951371630365,0.80861366,0.7645766163747181,0.7865951371630365
dailydialog-zhao_00025,VHRED_attn sample_temp1.0_k0_p0.0,"i have a problem with my cable .
what about it ?
my cable has been out for the past week or so .
the cable is down right now . i am very sorry .
when will it be working again ?",can i have a meeting with us tomorrow then ?,['it should be back on in the next couple of days .'],0.86011412721878,0.86011412721878,0.86011412721878,0.86011412721878,0.9304551,0.7897731658221424,0.86011412721878
dailydialog-zhao_00026,negative-sample,"i have a problem with my cable .
what about it ?
my cable has been out for the past week or so .
the cable is down right now . i am very sorry .
when will it be working again ?",i had no idea that i ran it .,['it should be back on in the next couple of days .'],0.8799445918228777,0.8799445918228777,0.8799445918228777,0.8799445918228777,0.9174734,0.8424158078484835,0.8799445918228777
dailydialog-zhao_00027,ground-truth,"did you get your bus pass ?
i have n't gone to get it yet .
why have n't you got it ?
i do n't know where to go to get one .
i know where to get them from .",where do i get it ?,['where do i get it ?'],0.9999999701976776,0.9999999701976776,0.9999999701976776,0.9999999701976776,0.99999994,1.0,0.9999999701976776
dailydialog-zhao_00028,GPT2_medium sample_temp1.0_k0_p0.0,"did you get your bus pass ?
i have n't gone to get it yet .
why have n't you got it ?
i do n't know where to go to get one .
i know where to get them from .",what kind of buses are they on ?,['where do i get it ?'],0.8959762601643285,0.8959762601643285,0.8959762601643285,0.8959762601643285,0.9526317,0.8393208083688182,0.8959762601643285
dailydialog-zhao_00029,GPT2_medium top_temp1.0_k0_p0.5,"did you get your bus pass ?
i have n't gone to get it yet .
why have n't you got it ?
i do n't know where to go to get one .
i know where to get them from .",do you know where the bus stop is ?,['where do i get it ?'],0.8370604526874877,0.8370604526874877,0.8370604526874877,0.8370604526874877,0.9383023,0.7358186268562987,0.8370604526874877
dailydialog-zhao_00030,GPT2_small top_temp1.0_k0_p0.5,"did you get your bus pass ?
i have n't gone to get it yet .
why have n't you got it ?
i do n't know where to go to get one .
i know where to get them from .",do you know where to get them from ?,['where do i get it ?'],0.8299545927497791,0.8299545927497791,0.8299545927497791,0.8299545927497791,0.95223045,0.7076787320083474,0.8299545927497791
dailydialog-zhao_00031,HRED_attn greedy_temp1.0_k0_p0.0,"did you get your bus pass ?
i have n't gone to get it yet .
why have n't you got it ?
i do n't know where to go to get one .
i know where to get them from .",i do n't know .,['where do i get it ?'],0.8536705770066981,0.8536705770066981,0.8536705770066981,0.8536705770066981,0.9078495,0.7994916633708488,0.8536705770066981
dailydialog-zhao_00032,S2S greedy_temp1.0_k0_p0.0,"did you get your bus pass ?
i have n't gone to get it yet .
why have n't you got it ?
i do n't know where to go to get one .
i know where to get them from .",i think you should go to the bookstore .,['where do i get it ?'],0.8503450438045359,0.8503450438045359,0.8503450438045359,0.8503450438045359,0.91851413,0.782175955109377,0.8503450438045359
dailydialog-zhao_00033,S2S top_temp1.0_k0_p0.5,"did you get your bus pass ?
i have n't gone to get it yet .
why have n't you got it ?
i do n't know where to go to get one .
i know where to get them from .","let me see . oh , yes . there is one here .",['where do i get it ?'],0.8640867738283322,0.8640867738283322,0.8640867738283322,0.8640867738283322,0.93621653,0.791957014472613,0.8640867738283322
dailydialog-zhao_00034,VHRED_attn sample_temp1.0_k0_p0.0,"did you get your bus pass ?
i have n't gone to get it yet .
why have n't you got it ?
i do n't know where to go to get one .
i know where to get them from .",try my best to write in .,['where do i get it ?'],0.9480913348030977,0.9480913348030977,0.9480913348030977,0.9480913348030977,0.91093826,0.9852444066667424,0.9480913348030977
dailydialog-zhao_00035,negative-sample,"did you get your bus pass ?
i have n't gone to get it yet .
why have n't you got it ?
i do n't know where to go to get one .
i know where to get them from .",are dancing figures a part of any of the boxes ?,['where do i get it ?'],0.8945539505090652,0.8945539505090652,0.8945539505090652,0.8945539505090652,0.92520034,0.8639075578861114,0.8945539505090652
dailydialog-zhao_00036,ground-truth,"what 's for dinner tonight ?
what are you planning on cooking ?",i 'm not making anything .,"[""i 'm not making anything .""]",0.9999998807907104,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.99999976,1.0,0.9999998807907104
dailydialog-zhao_00037,GPT2_small greedy_temp1.0_k0_p0.0,"what 's for dinner tonight ?
what are you planning on cooking ?",i 'm not sure . i 'm not sure .,"[""i 'm not making anything .""]",0.8139639053463803,0.8139639053463803,0.8139639053463803,0.8139639053463803,0.9368607,0.6910671301126214,0.8139639053463803
dailydialog-zhao_00038,GPT2_small sample_temp1.0_k0_p0.0,"what 's for dinner tonight ?
what are you planning on cooking ?",what 's new with you ?,"[""i 'm not making anything .""]",0.7714880335074283,0.7714880335074283,0.7714880335074283,0.7714880335074283,0.91739273,0.6255833363019659,0.7714880335074283
dailydialog-zhao_00039,GPT2_small top_temp1.0_k0_p0.9,"what 's for dinner tonight ?
what are you planning on cooking ?","how about some fried chicken , fried tofu , and fried rice .","[""i 'm not making anything .""]",0.7220077096360846,0.7220077096360846,0.7220077096360846,0.7220077096360846,0.8434768,0.6005386469638196,0.7220077096360846
dailydialog-zhao_00040,HRED_attn greedy_temp1.0_k0_p0.0,"what 's for dinner tonight ?
what are you planning on cooking ?",i 'm going to have a dinner tonight .,"[""i 'm not making anything .""]",0.8119100585779533,0.8119100585779533,0.8119100585779533,0.8119100585779533,0.93821716,0.6856029540699692,0.8119100585779533
dailydialog-zhao_00041,S2S_attn greedy_temp1.0_k0_p0.0,"what 's for dinner tonight ?
what are you planning on cooking ?",i 'm going to the cinema .,"[""i 'm not making anything .""]",0.8655264850557605,0.8655264850557605,0.8655264850557605,0.8655264850557605,0.89820695,0.8328460208775121,0.8655264850557605
dailydialog-zhao_00042,S2S_attn top_temp1.0_k0_p0.5,"what 's for dinner tonight ?
what are you planning on cooking ?",i 'm going to work .,"[""i 'm not making anything .""]",0.8946156124211737,0.8946156124211737,0.8946156124211737,0.8946156124211737,0.93026626,0.8589649637415784,0.8946156124211737
dailydialog-zhao_00043,VHRED_attn sample_temp1.0_k0_p0.0,"what 's for dinner tonight ?
what are you planning on cooking ?",i 'd prefer to bring a tomato salad .,"[""i 'm not making anything .""]",0.8682961924098256,0.8682961924098256,0.8682961924098256,0.8682961924098256,0.89159024,0.8450021472021584,0.8682961924098256
dailydialog-zhao_00044,negative-sample,"what 's for dinner tonight ?
what are you planning on cooking ?",your monthly gross salary will increase by 500 .,"[""i 'm not making anything .""]",0.8141697688864423,0.8141697688864423,0.8141697688864423,0.8141697688864423,0.85562783,0.7727117029759791,0.8141697688864423
dailydialog-zhao_00045,ground-truth,"would you rather have her or your old boss back ?
she 's far better than my old boss . he did n't know how to express his opinion without putting at least one other person down .
how about your new co workers ?
they are all pretty easy going . it 's a very friendly place to work .
do you miss your old co workers ?",of course . i spent so much time at my old workplace that i got to know them all very well . they were like family to me .,['of course . i spent so much time at my old workplace that i got to know them all very well . they were like family to me .'],0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999999,1.0,0.9999999403953552
dailydialog-zhao_00046,GPT2_medium top_temp1.0_k0_p0.5,"would you rather have her or your old boss back ?
she 's far better than my old boss . he did n't know how to express his opinion without putting at least one other person down .
how about your new co workers ?
they are all pretty easy going . it 's a very friendly place to work .
do you miss your old co workers ?","yes , i miss them very much . i 'm very happy to work with them .",['of course . i spent so much time at my old workplace that i got to know them all very well . they were like family to me .'],0.9394378871036932,0.9394378871036932,0.9394378871036932,0.9394378871036932,0.9517382,0.9271375954773756,0.9394378871036932
dailydialog-zhao_00047,GPT2_small sample_temp1.0_k0_p0.0,"would you rather have her or your old boss back ?
she 's far better than my old boss . he did n't know how to express his opinion without putting at least one other person down .
how about your new co workers ?
they are all pretty easy going . it 's a very friendly place to work .
do you miss your old co workers ?","they have been around for years , but for years now i have enjoyed working with them .",['of course . i spent so much time at my old workplace that i got to know them all very well . they were like family to me .'],0.9547405035379222,0.9547405035379222,0.9547405035379222,0.9547405035379222,0.9359471,0.9735338868861776,0.9547405035379222
dailydialog-zhao_00048,GPT2_small top_temp1.0_k0_p0.9,"would you rather have her or your old boss back ?
she 's far better than my old boss . he did n't know how to express his opinion without putting at least one other person down .
how about your new co workers ?
they are all pretty easy going . it 's a very friendly place to work .
do you miss your old co workers ?","they are very patient and helpful . i was taught that everyone is entitled to their own opinion , that is , they are expected to do their best to improve the company 's image and to make new",['of course . i spent so much time at my old workplace that i got to know them all very well . they were like family to me .'],0.8759935131182596,0.8759935131182596,0.8759935131182596,0.8759935131182596,0.9204705,0.8315165500860064,0.8759935131182596
dailydialog-zhao_00049,HRED_attn top_temp1.0_k0_p0.5,"would you rather have her or your old boss back ?
she 's far better than my old boss . he did n't know how to express his opinion without putting at least one other person down .
how about your new co workers ?
they are all pretty easy going . it 's a very friendly place to work .
do you miss your old co workers ?","yes , i have . but i think he is very smart .",['of course . i spent so much time at my old workplace that i got to know them all very well . they were like family to me .'],0.897521887442051,0.897521887442051,0.897521887442051,0.897521887442051,0.91161776,0.8834260189942093,0.897521887442051
dailydialog-zhao_00050,S2S greedy_temp1.0_k0_p0.0,"would you rather have her or your old boss back ?
she 's far better than my old boss . he did n't know how to express his opinion without putting at least one other person down .
how about your new co workers ?
they are all pretty easy going . it 's a very friendly place to work .
do you miss your old co workers ?","yes , i have . i ' ve been working for a lot of time .",['of course . i spent so much time at my old workplace that i got to know them all very well . they were like family to me .'],0.9403845862720515,0.9403845862720515,0.9403845862720515,0.9403845862720515,0.93046796,0.950301209325414,0.9403845862720515
dailydialog-zhao_00051,S2S top_temp1.0_k0_p0.5,"would you rather have her or your old boss back ?
she 's far better than my old boss . he did n't know how to express his opinion without putting at least one other person down .
how about your new co workers ?
they are all pretty easy going . it 's a very friendly place to work .
do you miss your old co workers ?","yes , i do . i ' ve always been to the school for a long time .",['of course . i spent so much time at my old workplace that i got to know them all very well . they were like family to me .'],0.948388678527168,0.948388678527168,0.948388678527168,0.948388678527168,0.94033414,0.9564432157999109,0.948388678527168
dailydialog-zhao_00052,VHRED_attn greedy_temp1.0_k0_p0.0,"would you rather have her or your old boss back ?
she 's far better than my old boss . he did n't know how to express his opinion without putting at least one other person down .
how about your new co workers ?
they are all pretty easy going . it 's a very friendly place to work .
do you miss your old co workers ?","yes , i think so . i think i ' ve got a lot of work in the office .",['of course . i spent so much time at my old workplace that i got to know them all very well . they were like family to me .'],0.8969150392334522,0.8969150392334522,0.8969150392334522,0.8969150392334522,0.92812216,0.8657079156479958,0.8969150392334522
dailydialog-zhao_00053,negative-sample,"would you rather have her or your old boss back ?
she 's far better than my old boss . he did n't know how to express his opinion without putting at least one other person down .
how about your new co workers ?
they are all pretty easy going . it 's a very friendly place to work .
do you miss your old co workers ?",what exactly does that mean ?,['of course . i spent so much time at my old workplace that i got to know them all very well . they were like family to me .'],0.8396103701290059,0.8396103701290059,0.8396103701290059,0.8396103701290059,0.8694652,0.8097555679672098,0.8396103701290059
dailydialog-zhao_00054,ground-truth,"hi linda , this is todd .
todd , good to hear from you !",i just wanted to tell you what a great time i had with you at the movies last week .,['i just wanted to tell you what a great time i had with you at the movies last week .'],1.0,1.0,1.0,1.0,1.0,1.0,1.0
dailydialog-zhao_00055,GPT2_medium sample_temp1.0_k0_p0.0,"hi linda , this is todd .
todd , good to hear from you !","actually , we ' re meeting next month . i ' m going to girls ' s college and you ' ll follow me .",['i just wanted to tell you what a great time i had with you at the movies last week .'],0.9221507635776309,0.9221507635776309,0.9221507635776309,0.9221507635776309,0.9257898,0.918511753691059,0.9221507635776309
dailydialog-zhao_00056,GPT2_medium top_temp1.0_k0_p0.5,"hi linda , this is todd .
todd , good to hear from you !","good to hear from you too , too .",['i just wanted to tell you what a great time i had with you at the movies last week .'],0.8951332301897914,0.8951332301897914,0.8951332301897914,0.8951332301897914,0.93093276,0.8593337001409355,0.8951332301897914
dailydialog-zhao_00057,GPT2_small top_temp1.0_k0_p0.5,"hi linda , this is todd .
todd , good to hear from you !",how are you ?,['i just wanted to tell you what a great time i had with you at the movies last week .'],0.8219480182868131,0.8219480182868131,0.8219480182868131,0.8219480182868131,0.8985032,0.7453928522550838,0.8219480182868131
dailydialog-zhao_00058,HRED_attn greedy_temp1.0_k0_p0.0,"hi linda , this is todd .
todd , good to hear from you !","hi , todd . i 'm going to talk about australia .",['i just wanted to tell you what a great time i had with you at the movies last week .'],0.8585697183984113,0.8585697183984113,0.8585697183984113,0.8585697183984113,0.9276608,0.7894786139284754,0.8585697183984113
dailydialog-zhao_00059,HRED_attn sample_temp1.0_k0_p0.0,"hi linda , this is todd .
todd , good to hear from you !","hey ! wow , hi to linda , bye .",['i just wanted to tell you what a great time i had with you at the movies last week .'],0.7243410867529478,0.7243410867529478,0.7243410867529478,0.7243410867529478,0.90665525,0.5420269215260679,0.7243410867529478
dailydialog-zhao_00060,S2S top_temp1.0_k0_p0.5,"hi linda , this is todd .
todd , good to hear from you !","yes , you are welcome .",['i just wanted to tell you what a great time i had with you at the movies last week .'],0.8821604317751757,0.8821604317751757,0.8821604317751757,0.8821604317751757,0.93421185,0.8301090133840306,0.8821604317751757
dailydialog-zhao_00061,S2S_attn top_temp1.0_k0_p0.5,"hi linda , this is todd .
todd , good to hear from you !",why ?,['i just wanted to tell you what a great time i had with you at the movies last week .'],0.6294651012093244,0.6294651012093244,0.6294651012093244,0.6294651012093244,0.87541306,0.3835171422303554,0.6294651012093244
dailydialog-zhao_00062,negative-sample,"hi linda , this is todd .
todd , good to hear from you !",yes . her parents were raising money to have her treated in the united states .,['i just wanted to tell you what a great time i had with you at the movies last week .'],0.7802283753221404,0.7802283753221404,0.7802283753221404,0.7802283753221404,0.8470943,0.7133624532352232,0.7802283753221404
dailydialog-zhao_00063,ground-truth,"where are you going to get it from ?
i have n't the slightest idea .
i usually get my chinese food from panda express .
you like panda express ?
the food there is actually pretty good .",maybe i 'll go there then .,"[""maybe i 'll go there then .""]",1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000002,1.0,1.0000001192092896
dailydialog-zhao_00064,GPT2_medium top_temp1.0_k0_p0.5,"where are you going to get it from ?
i have n't the slightest idea .
i usually get my chinese food from panda express .
you like panda express ?
the food there is actually pretty good .",do you have any other suggestions ?,"[""maybe i 'll go there then .""]",0.8103968287290485,0.8103968287290485,0.8103968287290485,0.8103968287290485,0.9011694,0.7196242381694617,0.8103968287290485
dailydialog-zhao_00065,GPT2_small sample_temp1.0_k0_p0.0,"where are you going to get it from ?
i have n't the slightest idea .
i usually get my chinese food from panda express .
you like panda express ?
the food there is actually pretty good .",i love that place . it certainly is a culinary hotspot .,"[""maybe i 'll go there then .""]",0.8415942350883063,0.8415942350883063,0.8415942350883063,0.8415942350883063,0.9067466,0.7764418442763441,0.8415942350883063
dailydialog-zhao_00066,GPT2_small top_temp1.0_k0_p0.9,"where are you going to get it from ?
i have n't the slightest idea .
i usually get my chinese food from panda express .
you like panda express ?
the food there is actually pretty good .",i must go to go to eat at a zoo next time .,"[""maybe i 'll go there then .""]",0.8443017806839772,0.8443017806839772,0.8443017806839772,0.8443017806839772,0.93891305,0.7496905140542642,0.8443017806839772
dailydialog-zhao_00067,HRED_attn sample_temp1.0_k0_p0.0,"where are you going to get it from ?
i have n't the slightest idea .
i usually get my chinese food from panda express .
you like panda express ?
the food there is actually pretty good .",sounds childish .,"[""maybe i 'll go there then .""]",0.7523810458504643,0.7523810458504643,0.7523810458504643,0.7523810458504643,0.9192171,0.5855449820207529,0.7523810458504643
dailydialog-zhao_00068,S2S_attn greedy_temp1.0_k0_p0.0,"where are you going to get it from ?
i have n't the slightest idea .
i usually get my chinese food from panda express .
you like panda express ?
the food there is actually pretty good .","yes , i know .","[""maybe i 'll go there then .""]",0.9310596153664118,0.9310596153664118,0.9310596153664118,0.9310596153664118,0.92141396,0.9407052726601612,0.9310596153664118
dailydialog-zhao_00069,S2S_attn top_temp1.0_k0_p0.5,"where are you going to get it from ?
i have n't the slightest idea .
i usually get my chinese food from panda express .
you like panda express ?
the food there is actually pretty good .","yeah , i think so .","[""maybe i 'll go there then .""]",0.8488788144584214,0.8488788144584214,0.8488788144584214,0.8488788144584214,0.9437702,0.7539874587050509,0.8488788144584214
dailydialog-zhao_00070,VHRED_attn top_temp1.0_k0_p0.5,"where are you going to get it from ?
i have n't the slightest idea .
i usually get my chinese food from panda express .
you like panda express ?
the food there is actually pretty good .",it 's so lucky .,"[""maybe i 'll go there then .""]",0.8640012158829657,0.8640012158829657,0.8640012158829657,0.8640012158829657,0.91945535,0.8085470823205885,0.8640012158829657
dailydialog-zhao_00071,negative-sample,"where are you going to get it from ?
i have n't the slightest idea .
i usually get my chinese food from panda express .
you like panda express ?
the food there is actually pretty good .",where are you going to get your chinese food from ?,"[""maybe i 'll go there then .""]",0.7688005754728656,0.7688005754728656,0.7688005754728656,0.7688005754728656,0.9118619,0.6257392544308387,0.7688005754728656
dailydialog-zhao_00072,ground-truth,"can i take your drink order ?
where is your wine list ?
the wine choices are posted on the little menu in the middle of the table .
do you have any mixed drinks available here ?",we can make a number of mixed drinks at our bar .,['we can make a number of mixed drinks at our bar .'],1.0000000596046448,1.0000000596046448,1.0000000596046448,1.0000000596046448,1.0000001,1.0,1.0000000596046448
dailydialog-zhao_00073,GPT2_medium sample_temp1.0_k0_p0.0,"can i take your drink order ?
where is your wine list ?
the wine choices are posted on the little menu in the middle of the table .
do you have any mixed drinks available here ?","drink of course , please .",['we can make a number of mixed drinks at our bar .'],0.8558186691993557,0.8558186691993557,0.8558186691993557,0.8558186691993557,0.91207874,0.799558600186126,0.8558186691993557
dailydialog-zhao_00074,GPT2_small sample_temp1.0_k0_p0.0,"can i take your drink order ?
where is your wine list ?
the wine choices are posted on the little menu in the middle of the table .
do you have any mixed drinks available here ?","yes.no sugar , please .",['we can make a number of mixed drinks at our bar .'],0.7504885771685037,0.7504885771685037,0.7504885771685037,0.7504885771685037,0.86604774,0.6349294143544024,0.7504885771685037
dailydialog-zhao_00075,GPT2_small top_temp1.0_k0_p0.5,"can i take your drink order ?
where is your wine list ?
the wine choices are posted on the little menu in the middle of the table .
do you have any mixed drinks available here ?","yes , we have a variety of mixed drinks .",['we can make a number of mixed drinks at our bar .'],0.9425892253907704,0.9425892253907704,0.9425892253907704,0.9425892253907704,0.9376471,0.9475313465182351,0.9425892253907704
dailydialog-zhao_00076,HRED_attn sample_temp1.0_k0_p0.0,"can i take your drink order ?
where is your wine list ?
the wine choices are posted on the little menu in the middle of the table .
do you have any mixed drinks available here ?",yes . we can have back with us today .,['we can make a number of mixed drinks at our bar .'],0.8432434451838344,0.8432434451838344,0.8432434451838344,0.8432434451838344,0.90614164,0.7803452516118705,0.8432434451838344
