dialogue_id,context,response,reference,annotations.relevance,annotations.language_usage,am_scores,fm_scores,am_fm_scores
humod_00021,"Did you change your hair?
No.",Tell me the first thing that comes to your mind.,"['Well, it looks really nice.', 'Does he think I need to change my hair?', 'Sorry, something looks different about you.']",0.845906193610831,0.845906193610831,0.8891802,0.8026322038110175,0.845906193610831
humod_00022,"Where did he go?  He was just here.
Who?",Joey.,"['The man, he was just here a second ago!', 'Who do you think? Joey!', 'joey?']",0.9346067091780704,0.9346067091780704,0.913879,0.9553344410574043,0.9346067091780704
humod_00023,"Where did he go?  He was just here.
Who?","We both talked to her, Michael. And your dad.","[""You know who I'm talking about."", 'That guy.', 'The lady we just spoke with.']",0.8722429911756654,0.8722429911756654,0.9021281,0.8423578819561282,0.8722429911756654
humod_00024,Great,"Would you mind getting me a drink, Cameron?","[""Let's have a drink."", 'i am happy', 'Hell yeah, brother!']",0.8427725090627614,0.8427725090627614,0.92122257,0.7643224505672342,0.8427725090627614
humod_00025,Great,I'm no spy -- where do I fit in?,"['Thanks!', 'This is anything but great.', 'what great']",0.8469032624967214,0.8469032624967214,0.9274733,0.7663332183375592,0.8469032624967214
humod_00026,It's more,Expensive?,"['Dangerous.', 'What is it?', 'What is more ?? please explain']",0.9576216287975758,0.9576216287975758,0.94905907,0.966184188438505,0.9576216287975758
humod_00027,It's more,"Swear to God.  Only good advice he ever gave me.  Now, go back to sleep.","['What is more?', 'What is more?', ""Which means you're better informed than you were before.""]",0.9012669738258287,0.9012669738258287,0.9054514,0.897082530682358,0.9012669738258287
humod_00028,Where've you been?,"Nowhere... Hi, Daddy.","[""Just out, what's happening?"", ""Hi, Daddy. I've been here."", 'Here all the time.']",0.9444831468148871,0.9444831468148871,0.9529945,0.9359717681971874,0.9444831468148871
humod_00029,Where've you been?,"See you, Bob.","['Bye, Bob.', ""I've been home."", ""I've been run off my feet with work.""]",0.9140616415805587,0.9140616415805587,0.92147166,0.9066516277923125,0.9140616415805587
humod_00030,"You looked beautiful last night, you know.",So did you,"['Thank-you.', 'Oh, thank you so much.', 'You also did.']",0.9069523174086083,0.9069523174086083,0.8856923,0.9282123364048936,0.9069523174086083
humod_00031,"You looked beautiful last night, you know.",Thank you.  Benjamin --,"['you also looked great Benjamin,thanks anyway', 'WELCOME', ""You're just saying that.""]",0.7717560612373577,0.7717560612373577,0.8932879,0.6502242253647302,0.7717560612373577
humod_00032,"Let go!
You set me up.
I just wanted --
What? To completely damage me?  To send me to therapy forever? What?",No! I just wanted,"['I didnt mean for it to be like this', 'No, you know that was never my intention.', 'I just wanted to teach you a lesson.']",0.8630523595170199,0.8630523595170199,0.89927846,0.8268262571009036,0.8630523595170199
humod_00033,"Let go!
You set me up.
I just wanted --
What? To completely damage me?  To send me to therapy forever? What?","I love you, too.","[""No, you don't understand!"", 'I wanted to help you.', 'None of those. I just wanted to see you happy for once.']",0.876547096062436,0.876547096062436,0.90779054,0.8453036504760073,0.876547096062436
humod_00034,But she doesn't want to date.,Exactly my point,"['i know', ""Well, then she's never going to get married."", ""She'll change her mind.""]",0.8908921054500782,0.8908921054500782,0.97733784,0.8044463736809181,0.8908921054500782
humod_00035,But she doesn't want to date.,Perhaps.,"['How do you know, did you ask her?', 'may be', 'Just make her do it.']",0.8939282637874046,0.8939282637874046,0.9284457,0.8594108307440598,0.8939282637874046
humod_00036,"Oh, God.  It's starting.",It's just a party. Daddy.,"['relax, its gonna be okey', ""Just stay calm.  I'll be here with you the whole time."", 'It,s just a date daddy.']",0.9151408039211484,0.9151408039211484,0.8992961,0.9309855029343072,0.9151408039211484
humod_00037,"Oh, God.  It's starting.","You're a real case, you know that, Jack?","['Get ready.', 'The hurricane?', 'Yes, I can see that, do you know any way to escape this?']",0.9428670606032366,0.9428670606032366,0.94800127,0.9377328556806551,0.9428670606032366
humod_00038,"Wear the belly before you go.
Daddy, no!",Just for a minute,"['Do what I said.', ""Okay, you don't have to if you don't want to."", 'Just a minute.  Let me change.']",0.9416653857965613,0.9416653857965613,0.9314382,0.9518925639667798,0.9416653857965613
humod_00039,"Wear the belly before you go.
Daddy, no!",Doc.,"['Come on, you know you want to!', ""You're the one who wanted to try out acting."", 'Yes I will']",0.8059102756265306,0.8059102756265306,0.7936719,0.8181486452586458,0.8059102756265306
humod_00040,"Promise me you won't talk to any boys unless your sister is present.
Why?",Because she'll scare them away.,"['Because I said so.', 'Because then all the boys will talk to her and get all the boys.', ""Because she is the smart one between us, she'll make the right choices.""]",0.9131926728391273,0.9131926728391273,0.8800975,0.9462878372477735,0.9131926728391273
humod_00041,"Promise me you won't talk to any boys unless your sister is present.
Why?",Thirty seconds.,"['Boys are bad news.', 'Because I said so.', 'Because boys can easily take advantage of a young girl like you, Constance knows what to do.']",0.8012368492152462,0.8012368492152462,0.8832226,0.7192511184744377,0.8012368492152462
humod_00042,"Daddy, I want to discuss the prom with you. It's tomorrow night --
The prom?  Kat has a date?
No, but
It's that hot rod Joey, right? That ' s who you want me to bend my rules for?
He's not a ""hot rod"".  Whatever that is.
You're not going unless your sister goes.  End of story.",Fine.  I see that I'm a prisoner in my own house.  I'm not a daughter. I'm a possession!,"['i am a prisoner of my own house', 'Why does she get to control my story?', ""I'm your daughter, why don't you trust me? I'll never get out of this house!""]",0.8514841677161413,0.8514841677161413,0.87843513,0.8245332005445873,0.8514841677161413
humod_00043,"Daddy, I want to discuss the prom with you. It's tomorrow night --
The prom?  Kat has a date?
No, but
It's that hot rod Joey, right? That ' s who you want me to bend my rules for?
He's not a ""hot rod"".  Whatever that is.
You're not going unless your sister goes.  End of story.",With pleasure. Won't you sit down?,"[""Fine, I'll tell her what you said."", 'My sister is too young for the prom, please Daddy!', 'Daddy! Please!']",0.9169669471268114,0.9169669471268114,0.8972102,0.9367237134941929,0.9169669471268114
humod_00044,"Daddy, I want to discuss the prom with you. It's tomorrow night --
The prom?  Kat has a date?
No, but
It's that hot rod Joey, right? That ' s who you want me to bend my rules for?","He's not a ""hot rod"".  Whatever that is.","['He\'s not a ""hot rod.""', ""Yes, it's him. He's a nice guy."", ""No ,it's another boy.""]",0.8960141077816027,0.8960141077816027,0.9173708,0.8746574193595922,0.8960141077816027
humod_00045,"Daddy, I want to discuss the prom with you. It's tomorrow night --
The prom?  Kat has a date?
No, but
It's that hot rod Joey, right? That ' s who you want me to bend my rules for?",Because we're going there.,"['Yes, what do you think?', ""Yes, that's him."", 'Please for just one night.']",0.8435378163284251,0.8435378163284251,0.8766055,0.8104701219451803,0.8435378163284251
humod_00046,"Daddy, I want to discuss the prom with you. It's tomorrow night --
The prom?  Kat has a date?
No, but
It's that hot rod Joey, right? That ' s who you want me to bend my rules for?
He's not a ""hot rod"".  Whatever that is.",You're not going unless your sister goes.  End of story.,"['Ok i go', 'no please see to it', ""You're staying home.""]",0.8935553876011741,0.8935553876011741,0.8702847,0.9168260986505296,0.8935553876011741
humod_00047,"Daddy, I want to discuss the prom with you. It's tomorrow night --
The prom?  Kat has a date?
No, but
It's that hot rod Joey, right? That ' s who you want me to bend my rules for?
He's not a ""hot rod"".  Whatever that is.",Apparently so.,"[""A hot rod is a car, a souped up car. But don't change the subject."", 'Well he sure acts like a hot rod.', 'Oh, yes he is!']",0.9348189587323994,0.9348189587323994,0.9343693,0.9352685918269815,0.9348189587323994
humod_00048,What about him?,You wanna go out with him?,"['I would be interested in him.', 'I think you like him', 'You are considering going out with him?']",0.9331088972823482,0.9331088972823482,0.92722553,0.9389922644171439,0.9331088972823482
humod_00049,What about him?,I got your card.,"['He can look out for himself!', ""He doesn't matter in this case."", ""I'll tell you all about it tonight, you and me at Taco Bell, 9pm. Be there.""]",0.9595311531849939,0.9595311531849939,0.9401636,0.9788986940042653,0.9595311531849939
humod_00050,He's pretty!,Okay!  I wasn't sure,"['Sounds like he would be perfect for the modeling job.', 'yes.i will agree', 'Yes he is!']",0.8547233047760913,0.8547233047760913,0.9266226,0.7828239803865331,0.8547233047760913
humod_00051,He's pretty!,Don't give me that police shit. You drop it.,"['What are you trying to say?', ""He's hideous."", 'You really think so?']",0.9453841992971677,0.9453841992971677,0.9135882,0.9771801727528132,0.9453841992971677
humod_00052,You told me that part already.,"Hell, I've just been going over the whole thing in my head and -","[""I'm still trying to understand it"", ""I'm telling you again to get it straight in my own head."", 'Well, its important. Just listen.']",0.8841228463912214,0.8841228463912214,0.89802444,0.8702212529707363,0.8841228463912214
humod_00053,You told me that part already.,Everything but the boring parts.,"['Well, what do you want to know then?', ""I just told you the best parts, but there's so much more!"", 'Yeah well I wanted to tell it again!']",0.9334253377277859,0.9334253377277859,0.8833958,0.9834548844018,0.9334253377277859
humod_00054,"Cameron -- do you like the girl?
Sure","Then, go get her","['You should let her know then...', 'You should ask her out', 'Go catch her tiger']",0.8798721236464893,0.8798721236464893,0.8782813,0.8814629519934485,0.8798721236464893
humod_00055,"Cameron -- do you like the girl?
Sure",I'm in charge. We go back!,"['sounds good', 'Then you should tell her.', 'You should talk to her.']",0.9577626970080428,0.9577626970080428,0.9172912,0.9982341700132477,0.9577626970080428
humod_00056,What's the worst?,You get the girl.,"['In the worst scenario you will end up with the girl.', 'I need a moment to figure it out. Let me picture it for you.', 'Eating hot dogs.']",0.9008407867578118,0.9008407867578118,0.89246327,0.9092183066661057,0.9008407867578118
humod_00057,What's the worst?,"Not likely, Reggie.  Maybe I just need some help.","['What do you mean?', 'I don’t want to know.', ""it's bad but not worse. Don't worry""]",0.9037970913717756,0.9037970913717756,0.92244303,0.8851511504788416,0.9037970913717756
humod_00058,Hey -- do you mind?,Not at all,"[""No.  I don't mind."", ""Well, I'd rather you not actually."", 'yes']",0.8756774996230752,0.8756774996230752,0.87447166,0.8768833348174395,0.8756774996230752
humod_00059,Hey -- do you mind?,Stand by. Bird Dog?,"['No, not at all', ""Yes, I do mind. You're annoying me a lot so please go now."", 'Oh, sorry fella.']",0.8675403620591627,0.8675403620591627,0.8989444,0.8361363462191556,0.8675403620591627
humod_00060,I can't take a girl like that out on twenty bucks.,"Fine, thirty.","['How much would you need?', 'Thirty should do.', 'Of course you can if you get creative.']",0.9410642336062864,0.9410642336062864,0.887318,0.9948104521140011,0.9410642336062864
humod_00061,I can't take a girl like that out on twenty bucks.,No.,"['You sure cannot!', 'Why not?', ""You're right.""]",0.9336152974163199,0.9336152974163199,0.87445736,0.9927732355186748,0.9336152974163199
humod_00062,"How'd you do it?
Do what?",Get her to act like a human,"['Get her to behave like a lady.', ""You know what the fuck I'm talking about"", 'Get her to listen to you.']",0.9218727068350849,0.9218727068350849,0.8940284,0.949716988453495,0.9218727068350849
humod_00063,"How'd you do it?
Do what?",Oh? Did they do that sort of thing way back in your day?,"['That awesome trick you did just now.', 'That thing.', 'Build that new section of fence so fast.']",0.9490501902672276,0.9490501902672276,0.90108186,0.997018520468995,0.9490501902672276
humod_00064,"Hey.
Are you lost?
Nope - just came by to chat
We don't chat.
Well, actually, I thought I'd run an idea by you.  You know, just to see if you're interested.",We're not.,"['I doubt it, but go ahead', 'Yup, go ahead...', 'Fine.  Go ahead.']",0.8099359943700042,0.8099359943700042,0.90504533,0.7148266582155639,0.8099359943700042
humod_00065,"Hey.
Are you lost?
Nope - just came by to chat
We don't chat.
Well, actually, I thought I'd run an idea by you.  You know, just to see if you're interested.","The bullet came out clean, but he lost a whole lot of blood. Praying wouldn't hurt.","['I have an idea for you to look at', 'Yes i am interested', ""Alright, what's your idea?""]",0.9133313063047341,0.9133313063047341,0.8845676,0.9420949942394122,0.9133313063047341
humod_00066,"Hey.
Are you lost?
Nope - just came by to chat
We don't chat.","Well, actually, I thought I'd run an idea by you.  You know, just to see if you're interested.","[""Well, I'd like that to change."", 'Well why not?', ""Maybe it's time we start doing it.""]",0.8728527016089043,0.8728527016089043,0.8665712,0.879134215244786,0.8728527016089043
humod_00067,"Hey.
Are you lost?
Nope - just came by to chat
We don't chat.",You seem...nervous.,"[""What do you mena we don't chat?"", ""Why don't we chat?"", 'Then, what do you do?']",0.9123859867814037,0.9123859867814037,0.906502,0.9182699651246969,0.9123859867814037
humod_00068,"Pick you up Friday, then","Oh, right.  Friday.","['Sounds good!', 'Friday works for me.', 'Yeah, Friday will be great!']",0.8430066345496194,0.8430066345496194,0.86419153,0.8218217369642292,0.8430066345496194
humod_00069,"Pick you up Friday, then",A small victory isn't that small when you've been use to losing.,"[""I'll see you on Friday then!"", 'Tea and biscuits ,my love.', 'Ok thanks mate.']",0.9332093315484811,0.9332093315484811,0.89333934,0.9730793271785356,0.9332093315484811
humod_00070,That's completely adorable!,It gets worse -- you still have your freshman yearbook?,"['I agree with you', 'I dont think it is', 'Yeah it is beautiful']",0.9335240933168565,0.9335240933168565,0.879392,0.9876561587787934,0.9335240933168565
humod_00071,That's completely adorable!,That's what I want to know.,"['it is fantastic.', ""It's the best!"", ""I'm positively impressed!""]",0.9461681542555431,0.9461681542555431,0.9217156,0.9706206913312155,0.9461681542555431
humod_00072,Okay?,I'm fine. I'm,"['Yes, okay.', ""You're what? WHAT?! Tell me!"", 'Okay.']",0.9428261638124361,0.9428261638124361,0.88861316,0.997039163199976,0.9428261638124361
humod_00073,Okay?,"I don't want to talk about it here, Brad.","['Fine, Carl.  Fine.', 'Sure, everything is fine.', 'No, not okay.']",0.9156882841627709,0.9156882841627709,0.9148754,0.916501180180095,0.9156882841627709
humod_00074,Kat! Wake up!,What?,"['Why?', ""It's too early, I don't want to wake up."", 'Why should i?']",0.943924829490888,0.943924829490888,0.92989993,0.9579497280277965,0.943924829490888
humod_00075,Kat! Wake up!,"I ain't goin' to jail, and I ain't doin' that probation thing again.","[""I'm napping!"", ""I ain't getting incarcerated or doin' that probation thing again."", ""I'm dead go away""]",0.840069636863226,0.840069636863226,0.80821705,0.8719222250814325,0.840069636863226
humod_00076,"I should do this.
Do what?",This.,"['Go back to school.', 'What I am doing.', 'buy this toy.']",0.9043347615003288,0.9043347615003288,0.8569378,0.9517316973208784,0.9043347615003288
humod_00077,"I should do this.
Do what?",You mean...?,"['What we have been discussing.', 'I should go back to college.', 'I should fill the form to request a new passport before booking my next trip.']",0.9323555400825067,0.9323555400825067,0.86984944,0.9948616367293444,0.9323555400825067
humod_00078,"Start a band?
My father wouldn't approve of that that",You don't strike me as the type that would ask permission.,"['Permission is for the cats', 'Do you always listen to your father?', ""Your father doesn't need to know.""]",0.8944565134812728,0.8944565134812728,0.903111,0.8858020459749967,0.8944565134812728
humod_00079,"Start a band?
My father wouldn't approve of that that",Do you want some help? I can call upstairs.,"['That’s why I want to do it.', 'You want me to talk to your father?', 'Who cares what your father says. This is what we love to do.']",0.9358233341200878,0.9358233341200878,0.90398663,0.9676600354162315,0.9358233341200878
humod_00080,"Oh, so now you think you know me?",I'm gettin' there,"[""Not as well as your Mother, but I'm learning."", ""There's a lot more to learn."", ""I'd like to think so.""]",0.9107795254979665,0.9107795254979665,0.8791026,0.9424564632960428,0.9107795254979665
humod_00081,"Oh, so now you think you know me?","Sure, right.","['Of course I know you. The question is, do you?', 'Yes.  I do.', 'I know you better than you know yourself.']",0.8710079989776107,0.8710079989776107,0.90954125,0.8324747486800138,0.8710079989776107
humod_00082,"Put your right foot there --
Forget it.  I'm stayin'.
You want me to climb up and show you how to get down?",Maybe.,"['You want me to put my foot up your ass?', ""I'm not moving!"", 'Yes please']",0.8106402156418024,0.8106402156418024,0.9218625,0.6994179482590078,0.8106402156418024
humod_00083,"Put your right foot there --
Forget it.  I'm stayin'.
You want me to climb up and show you how to get down?",Always keep 'em laughing.,"['No! I got this! Just...give me...a moment!', 'No, I can figure it out!', ""No, I can do it, but I'm not.""]",0.9447945212466026,0.9447945212466026,0.90677255,0.9828164885724593,0.9447945212466026
humod_00084,You up for it?,For. . . ?,"[""I'm up for it if you are."", 'Totally!', 'Wait, what are we doing again?']",0.8839881679906814,0.8839881679906814,0.8882699,0.879706434705728,0.8839881679906814
humod_00085,You up for it?,"We're not talking, you're talking, and doing too damn much of it, if you ask me.","[""Sure, let's do it."", 'OH YEAH, I BEEN WAITING ALL WEEK', 'Only if you are']",0.8666790730551142,0.8666790730551142,0.90551496,0.8278431905895985,0.8666790730551142
humod_00086,"Is that a request or a command?
You know what I mean
No.
No what?
No, I won't go with you
Why not?",Because I don't want to. It's a stupid tradition.,"[""Because it's illegal."", 'I have to go around the corner for a minute.', ""It's a stupid tradition and I refuse to waste any more of my life on it.""]",0.9139738893757765,0.9139738893757765,0.87081313,0.9571346474191557,0.9139738893757765
humod_00087,"Is that a request or a command?
You know what I mean
No.
No what?
No, I won't go with you
Why not?",Yes.,"['I am not safe when I am with you.', 'Yes, then, yes you will go with me.', ""I don't exist at your command.""]",0.949979262052538,0.949979262052538,0.91690314,0.9830553859443705,0.949979262052538
humod_00088,"Is that a request or a command?
You know what I mean
No.
No what?","No, I won't go with you","[""No, I don't know what you mean."", 'Well, it will be your loss', ""I'm not doing that.""]",0.9410958057544936,0.9410958057544936,0.88471353,0.9974780809685208,0.9410958057544936
humod_00089,"Is that a request or a command?
You know what I mean
No.
No what?",No.  You don't do anything.  I do it.,"[""I'll take care of it."", ""No, I don't know what you mean. Come closer and ask me again."", ""No, I'm not doing it.""]",0.9238652264217218,0.9238652264217218,0.89035934,0.9573711107452075,0.9238652264217218
humod_00090,"Is that a request or a command?
You know what I mean
No.
No what?
No, I won't go with you",Why not?,"['why not', 'Are you kidding me?', ""Why won't you come?""]",0.9454685007325756,0.9454685007325756,0.92943704,0.9614999601824973,0.9454685007325756
humod_00091,"Is that a request or a command?
You know what I mean
No.
No what?
No, I won't go with you",I'm afraid I've used up all my good deeds for the day.,"['that fine', 'Why will you not go with me?', ""Then it's a command.  Go with me.""]",0.9250297421384017,0.9250297421384017,0.92685735,0.9232021320200284,0.9250297421384017
humod_00092,"Wait I...
You were paid to take me out!  By -- the one person I truly hate.  I knew it was a set-up!
It wasn't like that.
Really?  What was it like?  A down payment now, then a bonus for sleeping with me?",I didn't care about the money.,"['It was just to motivate me.', 'I only want to be with you. The money does not matter.', 'no not at all just forget it']",0.8710921842618595,0.8710921842618595,0.8912587,0.8509256519404672,0.8710921842618595
humod_00093,"Wait I...
You were paid to take me out!  By -- the one person I truly hate.  I knew it was a set-up!
It wasn't like that.
Really?  What was it like?  A down payment now, then a bonus for sleeping with me?",Of course!,"['There is no bonus for sleeping with you, that was on my own.', 'No, I wanted to take you out anyway.', 'No I did that for free?']",0.9499160464962317,0.9499160464962317,0.97010773,0.9297243587891248,0.9499160464962317
humod_00094,"Besides, I had some extra cash. Some asshole paid me to take out a really great girl.
Is that right?","Yeah, but then I fucked up. I fell for her.","['But to my surprise, I found that I liked her.', 'Yeah, but then I actually fell for her', 'Yeah, but I had a good time so it was worth it.']",0.9226866724095404,0.9226866724095404,0.9128082,0.9325651649637341,0.9226866724095404
humod_00095,"Besides, I had some extra cash. Some asshole paid me to take out a really great girl.
Is that right?","I haven't even looked at it yet, it's still in the shopping bag.","[""I really don't think so, but lets see"", ""I couldn't think of a better way to spend the money."", ""Yes, I'm 2 times lucky, I got the money and the girl! Can you believe it?""]",0.8996632486222162,0.8996632486222162,0.881241,0.9180854737039357,0.8996632486222162
humod_00096,"Hey there.  Tired of breathing?
Hi.
Cool pictures.  You a fan?",Yeah.  I guess.,"['big fan. What about you?', 'Not really.', 'OH,I GUESS IT.']",0.7138514575595838,0.7138514575595838,0.9151426,0.5125603193511926,0.7138514575595838
humod_00097,"Hey there.  Tired of breathing?
Hi.
Cool pictures.  You a fan?","I don't know, but I think you're right. He's lying.","[""Yes, a huge fan. I've been following their work for a long time"", ""Oh, I'm a big fan.  I attended every concert."", 'I am a huge fan,have been for years.']",0.8113920894365897,0.8113920894365897,0.924929,0.6978551560841779,0.8113920894365897
humod_00098,You think?,Oh yeah.,"['I know.', 'Definitely, sounds legit to me', 'Not when you do that.']",0.7041640455288611,0.7041640455288611,0.8869431,0.5213849891747877,0.7041640455288611
humod_00099,You think?,Maybe you're afraid of what it says.,"[""Yes, I'm sure."", 'yes its a fact.', 'I believe so.']",0.9257072174701113,0.9257072174701113,0.90791494,0.9434994983977115,0.9257072174701113
humod_00100,What?!,Good enough.,"['This is how it works...', 'You heard me.', ""I'm not telling you again""]",0.8202230334245559,0.8202230334245559,0.912913,0.7275330424236054,0.8202230334245559
humod_00101,What?!,It looks like you bought it off one of the brothers.,"['it looks really good on you', 'You seem surprised', 'You heard what I said.']",0.9007147899026124,0.9007147899026124,0.92680395,0.8746256333101687,0.9007147899026124
humod_00102,"What do you wanna watch?  We've got crap, crap, crap or crap",Dr. Ruth?,"['.. or more crap.', 'Crap it is, then.', 'Okay, I pick crap.']",0.8685510511274184,0.8685510511274184,0.86911064,0.8679914583911589,0.8685510511274184
humod_00103,"What do you wanna watch?  We've got crap, crap, crap or crap","You heard me, Pick 'n' Save.","['let me find one.', ""I told your. Let's play a classic movie. Go for sure."", ""Then pick some crap. Let's watch it.""]",0.8892511114241864,0.8892511114241864,0.91804194,0.8604602783445887,0.8892511114241864
humod_00104,"What just happened?
Your daughters went to the prom.
Did I have anything to say about it?
Absolutely not.",That ' s what I thought,"[""That's what I wanted you to reply."", 'Well, they are grown.', ""That's what I thought.""]",0.9519068053899168,0.9519068053899168,0.97609335,0.9277202589388607,0.9519068053899168
humod_00105,"What just happened?
Your daughters went to the prom.
Did I have anything to say about it?
Absolutely not.",Where he always is.,"['How much did I drink?', 'Ok. Wake me in 8 hours.', ""As always, I'm the last to know.""]",0.8754553296119281,0.8754553296119281,0.8632772,0.8876334623397008,0.8754553296119281
humod_00106,"What are you listening to, chicken ass?
Ah, leave him alone.  He's doing no harm.",With a face like that?  I don't want you looking at me.  You hear?,"[""Well, I don't like him here."", ""I wasn't talking to you"", 'I know. I was just giving him a hard time.']",0.9521383486553199,0.9521383486553199,0.9445509,0.9597258254615798,0.9521383486553199
humod_00107,"What are you listening to, chicken ass?
Ah, leave him alone.  He's doing no harm.",Have you got transport?,"[""He's bothering me."", 'Just curious what he/she is listening to?', 'still weird music']",0.9301892830256319,0.9301892830256319,0.94178885,0.9185897138364505,0.9301892830256319
humod_00108,He's the devil's child...,We'll all go crazy...,"['How do you know?', ""I'll deal with him. He can't be that bad."", ""The devil isn't real.""]",0.8923579570925593,0.8923579570925593,0.8577752,0.9269407028508899,0.8923579570925593
humod_00109,He's the devil's child...,"It's his life insurance money, you know.","[""I know, he's out of control."", 'He is quite the bad little boy.', 'That is a scary thought.']",0.9278551677347955,0.9278551677347955,0.89319706,0.9625132758382432,0.9278551677347955
humod_00110,"I could be gone for years.
I know.
I haven't given you much of a life.
Well... that's true.  I have a child by a man who won't marry me!  Who's always leaving...
Are we going to argue?",I'd love to argue with you sometimes.  But you're never here!,"['There is no use of arguing. You will be gone soon. I will not spend last conversation on fighting with you.', 'We never argue, since you are never here!', ""I'd rater not.""]",0.9568879494515378,0.9568879494515378,0.93967843,0.9740974683458246,0.9568879494515378
humod_00111,"I could be gone for years.
I know.
I haven't given you much of a life.
Well... that's true.  I have a child by a man who won't marry me!  Who's always leaving...
Are we going to argue?",Jack ...,"[""No, I won't argue when I know you are leaving."", 'Yes, we are.', 'definitely']",0.9203515765586199,0.9203515765586199,0.85445577,0.9862473840551976,0.9203515765586199
