context,dialogue_id,model_name,response,annotations.relevance,am_scores,fm_scores,am_fm_scores
"no . all done with school . are you a student ?
yes , and i'm majoring in economics . what did you go for ?",convai2-grade_00083,bert_ranker,studied abroad . taken more classes in a wider variety of subjects .,0.1055641735665766,0.05101952791961471,0.1601088192135385,0.1055641735665766
"were you born in 1943 ?
not even close ! i am 100 baby ! hash tag forever young",convai2-grade_00084,bert_ranker,"wow ! mee , to . i am beaming ! i cud danse the hole nite long !",0.030619381051384172,0.061238762102768345,0.0,0.030619381051384172
"awesome . i just started a new job as a life coach
that is great ! i get straight as so maybe you could coach me in social skills .",convai2-grade_00085,bert_ranker,that could be great ! i love making new friends !,0.2695223703083346,0.11586441392379779,0.4231803266928714,0.2695223703083346
"yay ! i am a girl . will you go to disney world with me ?
no mickey mouse here he's a he ! besides , gotta pay for my solar panels .",convai2-grade_00086,bert_ranker,oh lord that would not be fun i worked red lobster in high school,0.059997580509783384,0.0238784160223742,0.09611674499719257,0.059997580509783384
"mine was accidental . we met at school .
that is nice . how long have you been together ?",convai2-grade_00087,bert_ranker,"two years , next tattoo i want a pair of brown eyes , like mine .",0.09642897375311868,0.008382171489578791,0.18447577601665857,0.09642897375311868
"i'm watching a movie on tv with my girlfriend .
she doesn't mind that you are chatting with me when you are with her ?",convai2-grade_00088,bert_ranker,unfortunately not but she loves me and i love her lol,0.1718401972209997,0.04799643952487732,0.29568395491712207,0.1718401972209997
"i like to take care of myself with expensive things
i'm an alcoholic , but i'm recovering",convai2-grade_00089,bert_ranker,well that's good for you . drinking isn't the healthiest thing in the world,0.23723944363542337,0.07591291094441743,0.3985659763264293,0.23723944363542337
"yes i know ! i love kayaking to get away from everything . you kayak ?
no i love to travel .",convai2-grade_00090,bert_ranker,"i love to travel but hate driving , traffic annoys me , especially in the city",0.2777628737837614,0.08798430886060217,0.46754143870692066,0.2777628737837614
"what are you doing for work ?
i play video games for money",convai2-grade_00091,bert_ranker,i have a factory job . what type of games do you like to play ?,0.3236616445639035,0.07027763797534216,0.5770456511524649,0.3236616445639035
"its good to relax ! i love walking and gardening
i love the color navy blue ! not so much gardening , ha !",convai2-grade_00092,bert_ranker,i only work part time so i've time for a garden but no space apartment life !,0.13942799605760997,0.11485551758243831,0.1640004745327816,0.13942799605760997
"awesome ! i am going to college to become a physical therapist .
same when i can get my parents of my back",convai2-grade_00093,bert_ranker,"well i hope after they fix my knee i can still play basketball , maybe in ireland .",0.1360345866184604,0.046936558272048706,0.22513261496487208,0.1360345866184604
"i take so many meds and they have side effects . no nickel from me !
if you visit me on the moon i can give you a birthday present",convai2-grade_00094,bert_ranker,oh really ? it is my birthday soon . thank you !,0.19465059135948315,0.08547135763090336,0.30382982508806294,0.19465059135948315
"ok that's cool and i like going to the gym most days .
i like to swim and walk on the beach .",convai2-grade_00095,bert_ranker,awesome . i love reading on the sand and enjoy the sun bath,0.143375257427755,0.13095854017178582,0.1557919746837242,0.143375257427755
"that is cool ! is it a competition where you win money ?
yes it is . more money for my chocolate bars i love so much .",convai2-grade_00096,bert_ranker,i'm a sucker for a good chocolate shake,0.19020687701144934,0.11145472316982578,0.2689590308530729,0.19020687701144934
"hi ! well , i usually like to take care of my looks hair , nail , tanning .
what do you do as a profession ?",convai2-grade_00097,bert_ranker,"i have male baldness type patterns going on , and i am a lady",0.1285144013267613,0.07504537531098719,0.18198342734253542,0.1285144013267613
"cool ! i dyed my hair like that when i played college football
no kidding ! when i was in college , helmets were still leather .",convai2-grade_00098,bert_ranker,that is all i wore in middle school as a tribute to kurt cobain,0.2574077525865039,0.036600879736005835,0.47821462543700194,0.2574077525865039
"that's great ! i spend all my time out of the kitchen on the water .
haha awesome . i use the internet a lot . especially twitter",convai2-grade_00099,bert_ranker,i post on facebook when i make a new dish,0.17277897299615233,0.09364111359313687,0.2519168323991678,0.17277897299615233
"i jeez maybe i should not be feeding my dogs tacos .
maybe your dogs don't like travis scott . lol",convai2-grade_00100,bert_ranker,he might be crunchy . i just listened to a song since i'd never heard of him .,0.1994596942184425,0.07175432808068959,0.3271650603561954,0.1994596942184425
"i want to feel young again out in the store where i ship
can i ride a horse in there ?",convai2-grade_00101,bert_ranker,"hi ! would love to ! but soon to have my 9 grandkid , and i take care of them",0.17678981634829677,0.06400483757514229,0.28957479512145123,0.17678981634829677
"funny how music sticks in your head depending on where you are .
yea like when i am teaching my 5th grade class and i just think about summer",convai2-grade_00102,bert_ranker,i am going to write my own comics and send them to publishers . love summer !,0.2060199903737126,0.04806391531872841,0.3639760654286968,0.2060199903737126
"no i don't watch , i listen to music and play video games
my favorite game is call of duty . what about you ?",convai2-grade_00103,bert_ranker,all my people are gamers so i hear a lot about them even though i do not play,0.21074386398332376,0.047592016837291674,0.3738957111293558,0.21074386398332376
"me too , how fun . do you exercise ?
every day i also power walk with my dog brownie",convai2-grade_00104,bert_ranker,wow smart dog . i take my dog hiking and we both like to ride my harley,0.14551409753526062,0.0923560489813196,0.1986721460892016,0.14551409753526062
"he's , we go hiking together a lot .
ever take him out for treats after ? my friend gets doggy ice cream for hers .",convai2-grade_00105,bert_ranker,he's and he's my mentor . no i do not like cheese on a low carb diet,0.09665040157556762,0.047031326836304885,0.14626947631483034,0.09665040157556762
"mani , pedi , tan and diet . keeps me looking young and at my best .
my electrician salary could not afford all that !",convai2-grade_00106,bert_ranker,i hear ya ! i talk to strangers in the internet to kill time ! p,0.17968867223408558,0.04146158532123653,0.3179157591469346,0.17968867223408558
"school systems are a failing institution anyways . at least your making a difference in the army !
kind of a family tradition the army thing",convai2-grade_00107,bert_ranker,very true . and serving our country is very noble .,0.14651769550877086,0.0,0.2930353910175417,0.14651769550877086
"i would dry that , do you want to play an video games ?
yes , lets play an unlimited amount of video games .",convai2-grade_00108,bert_ranker,"good idea , i am a police officer so i shy away from shooter games .",0.21838541275065843,0.04736913788108128,0.3894016876202356,0.21838541275065843
"nice , i am just enjoying some vanilla ice cream
i've to avoid it so i don t become fat",convai2-grade_00109,bert_ranker,"you don't want to get fat , either . i ride my bike every morning for twenty miles .",0.17827308542795828,0.07499827907920639,0.28154789177671014,0.17827308542795828
"how old are you ? i turned four on my birthday !
i am an old woman . i won a gold medal in 1992",convai2-grade_00110,bert_ranker,that's amazing ! what sport did you compete in ?,0.21381444899974306,0.06392303127651386,0.3637058667229722,0.21381444899974306
"over my skinny jeans i like to wear leggings . summer grilling is the best .
i also like mowing my lawn when the suns out",convai2-grade_00111,bert_ranker,i love having my grays dyed back blonde . i only grow herbs inside for cooking,0.07901598617578878,0.07959613872254115,0.07843583362903643,0.07901598617578878
"they're welcome at the bake sale , we have a dog treat table .
i love to build houses .",convai2-grade_00112,bert_ranker,how fancy ! i spend too much time working to cook much,0.18221060184014987,0.11291232993966571,0.251508873740634,0.18221060184014987
"no , it isn't . we have a great life .
i used to work in human services , i heard it all the time .",convai2-grade_00113,bert_ranker,its a fun job but i miss my 3 kids . what do you do ?,0.2618600789254248,0.009853028575393736,0.5138671292754559,0.2618600789254248
"i'm doing great ! what are you doing ?
i'm watching a nascar race and eating enchiladas . what about you ?",convai2-grade_00114,bert_ranker,"oh , that's my favorite show ! just getting in from work down at the lab",0.1368474353714696,0.11440450275117961,0.15929036799175955,0.1368474353714696
"no mine are pretty cool good thing too because i love to party
oh my adoptive parents keep trying to set me up with guys",convai2-grade_00115,bert_ranker,that is good for them . i stand for gay rights,0.22202509677439422,0.05908925839875413,0.3849609351500343,0.22202509677439422
"what did you do back then
i cannot remember . i try hard to remember but nothing comes up .",convai2-grade_00116,bert_ranker,that's sad . why can you not remember ?,0.23981996967787858,0.08943132978017944,0.39020860957557774,0.23981996967787858
"no , but would love to . i volunteer at a local bunny rescue .
cool , anything else interesting about you ?",convai2-grade_00117,bert_ranker,"well i've one sister , a golden retriever and i play soccer . you ?",0.19779035791287347,0.09425818944960436,0.3013225263761426,0.19779035791287347
"spend cash , go shopping , drink smoothies
ha , wow , sounds pretty irresponsible .",convai2-grade_00118,bert_ranker,well i guess as a grad student i'm a bit pretentious . but i'm nice,0.15219944280740128,0.07307323860831264,0.23132564700648992,0.15219944280740128
"i am doing well , thanks .
my favorites are music and i love playing video games and you .",convai2-grade_00119,bert_ranker,i too like videogames . i love rock and roll so i go to lots of concerts .,0.2695269739912916,0.11454175874166006,0.42451218924092315,0.2695269739912916
"i'm great , do you use fresh garden veggies , i love fresh veggies
i love fresh veggies ! although , i'm a sucker for a good fish and chips !",convai2-grade_00120,bert_ranker,"me either , i do not like fish , the taste makes me nauseous !",0.3206379959179337,0.11841286735879926,0.5228631244770681,0.3206379959179337
"baby . . . . . . . she took my babies too ! ! what do you do ?
i sell jewelry . what do you do ?",convai2-grade_00121,bert_ranker,i own a bakery . . . we specialize in weddings and bridal sweeties,0.23246160536242966,0.08119877884223817,0.3837244318826212,0.23246160536242966
"yes ! its part of my cancer treatment . i started a new job . you ?
i've heard that cutting meat out of your diet helps with cancer",convai2-grade_00122,bert_ranker,i don't see how a veterinarian could stop a semi truck . . . .,0.05975563681778577,0.0,0.11951127363557154,0.05975563681778577
"you are going to be a dog ? ! how ? ? people call me a party animal but . . .
not sure how , but i do know i love looking at blocks and singing the alphabet",convai2-grade_00123,bert_ranker,"ll well that's interesting . you like dogs ? pugs are so loyal , i have one name biscuit",0.10107076700544004,0.06600750761462888,0.13613402639625122,0.10107076700544004
