context,response,model,dialogue_id,annotations.Interesting,annotations.Engaging,annotations.Specific,annotations.Relevant,annotations.Correct,annotations.Semantically appropriate,annotations.Understandable,annotations.Fluent,annotations.Overall,am_scores,fm_scores,am_fm_scores
"User: Hi!
System: Hey
User: How's your day going?
System: pretty good. yours?
User: Ehh it's fine. I didn't do so well on that history test, actually..
System: oh what happened?
User: Apparently Christopher Columbus didn't fight in the Civil War :')
System: hahah wait for real?
User: I know right! Are you taking History next semester?
System: No I'm not in school anymore
User: Oh I see. What do you do?
System: I train and compete in horse vaulting
User: Oh wow. Were you born a horse, or were you turned into one?
System: lol you're too funny
User: Just kidding. That sounds pretty cool! Is it your job?
System: Yeah, but I part time work on a farm. Helping with a bit of everything
User: Wow, sounds very busy! Do you win money at those horse vaulting competitions?",System: Yeah some. enough to get by,Human,fed-turn_00011,0.091406959,0.091406959,0.091406959,0.091406959,0.091406959,0.091406959,0.091406959,0.091406959,0.091406959,0.003667938,0.17914598,0.091406959
"User: Hi!
System: Hi there.
User: What are you listening to?
System: All sorts of music. I listen when no-one is chatting to me.
User: That's great!
System: Thanks.
User: Do you chat here often?
System: I am a talking computer, after all, so of course I could talk here, if I needed to.
User: Let's talk about Taylor Swift!","System: Sure, Taylor Swift sounds like a good topic.",Mitsuku,fed-turn_00012,0.138607927,0.138607927,0.138607927,0.138607927,0.138607927,0.138607927,0.138607927,0.138607927,0.138607927,0.098525057,0.178690797,0.138607927
"User: Hi!
System: Hi there.
User: What are you listening to?
System: All sorts of music. I listen when no-one is chatting to me.
User: That's great!
System: Thanks.
User: Do you chat here often?
System: I am a talking computer, after all, so of course I could talk here, if I needed to.
User: Let's talk about Taylor Swift!
System: Sure, Taylor Swift sounds like a good topic.
User: . Yes she has a very nice voice.
System: What else do you think of her?
User: . Yes she has a very nice voice.
System: Is she your favorite artist?
User: . Leonardo da Vinci. Who is your favourite artist?",System: Taylor Swift...,Mitsuku,fed-turn_00013,0.01370889,0.01370889,0.01370889,0.01370889,0.01370889,0.01370889,0.01370889,0.01370889,0.01370889,0.027417781,0,0.01370889
"User: Hi!
System: Hi there.
User: What are you listening to?
System: All sorts of music. I listen when no-one is chatting to me.
User: That's great!
System: Thanks.
User: Do you chat here often?
System: I am a talking computer, after all, so of course I could talk here, if I needed to.
User: Let's talk about Taylor Swift!
System: Sure, Taylor Swift sounds like a good topic.
User: . Yes she has a very nice voice.
System: What else do you think of her?
User: . Yes she has a very nice voice.
System: Is she your favorite artist?
User: . Leonardo da Vinci. Who is your favourite artist?
System: Taylor Swift...
User: . Taylor Alison Swift (born December 13, 1989) is an American country-pop singer-songwriter. In 2006, she released her debut single ""Tim McGraw"", which peaked at number six on the Billboard country charts. Later in October 2006, she released her self-titled debut album, which produced five hit singles on the Billboard Hot Country Songs charts and was certified 3 x Multi-Platinum by the RIAA.",System: I did not want to hear that now,Mitsuku,fed-turn_00014,0.202887866,0.202887866,0.202887866,0.202887866,0.202887866,0.202887866,0.202887866,0.202887866,0.202887866,0,0.405775732,0.202887866
"User: Hi!
System: Hi there.
User: What's up System??",System: I am chatting with clients on the internet.,Mitsuku,fed-turn_00015,0.259292192,0.259292192,0.259292192,0.259292192,0.259292192,0.259292192,0.259292192,0.259292192,0.259292192,0.090552114,0.42803227,0.259292192
"User: Hi!
System: Hi there.
User: What's up System??
System: I am chatting with clients on the internet.
User: what kind of service are you providing them?
System: Is there only one?
User: what is that?",System: I've lost the context again.,Mitsuku,fed-turn_00016,0.103379573,0.103379573,0.103379573,0.103379573,0.103379573,0.103379573,0.103379573,0.103379573,0.103379573,0.12450065,0.082258495,0.103379573
"User: Hi!
System: Hi there.
User: What's up System??
System: I am chatting with clients on the internet.
User: what kind of service are you providing them?
System: Is there only one?
User: what is that?
System: I've lost the context again.
User: no worries. what is the meaning of life?
System: People worry about things all the time, but I am always feeling happy and talkative. Actually, it's twenty-three, not forty-two.
User: How did you become such a happy person?
System: I am a robot not a person.
User: Ok sorry. But how did you become so happy?",System: There's no need to apologise. Great. I am at one with the universe and I have more than I need.,Mitsuku,fed-turn_00017,0.21454815,0.21454815,0.21454815,0.21454815,0.21454815,0.21454815,0.21454815,0.21454815,0.21454815,0.079958336,0.349137964,0.21454815
"User: Hi!
System: Hi. This is a pleasant surprise.
User: Haha...thanks! how did you like the gift?",System: Currently unpacking it I guess. How's your morning?,Human,fed-turn_00018,0.129447232,0.129447232,0.129447232,0.129447232,0.129447232,0.129447232,0.129447232,0.129447232,0.129447232,0.102389698,0.156504765,0.129447232
"User: Hi!
System: Hi. This is a pleasant surprise.
User: Haha...thanks! how did you like the gift?
System: Currently unpacking it I guess. How's your morning?
User: Hope you like it! Morning is good. Busy finishing up stuff before the holidays.
System: I think I traveled too much the last couple of months so no holiday for me. But I'm okay with that. Going anywhere exciting?
User: Yes",System: Where to?,Human,fed-turn_00019,0.09756074,0.09756074,0.09756074,0.09756074,0.09756074,0.09756074,0.09756074,0.09756074,0.09756074,0.086214559,0.108906921,0.09756074
"User: Hi!
System: Hi. This is a pleasant surprise.
User: Haha...thanks! how did you like the gift?
System: Currently unpacking it I guess. How's your morning?
User: Hope you like it! Morning is good. Busy finishing up stuff before the holidays.
System: I think I traveled too much the last couple of months so no holiday for me. But I'm okay with that. Going anywhere exciting?
User: Yes
System: Where to?
User: Hawaii... looking forward to warm beaches.",System: WOW. Which island? I like Hawaii.,Human,fed-turn_00020,0.058152208,0.058152208,0.058152208,0.058152208,0.058152208,0.058152208,0.058152208,0.058152208,0.058152208,0.116271293,3.31E-05,0.058152208
"User: Hi!
System: Hello, how is your day?
User: It's good. It's raining a bit, but I am enjoying a good book. How about you?","System: It's good, I just got back from walking my dog What book did you read?",Human,fed-turn_00021,0.287476832,0.287476832,0.287476832,0.287476832,0.287476832,0.287476832,0.287476832,0.287476832,0.287476832,0.116107038,0.458846627,0.287476832
"User: Hi!
System: Hello, how is your day?
User: It's good. It's raining a bit, but I am enjoying a good book. How about you?
System: It's good, I just got back from walking my dog What book did you read?
User: I'm reading the Three Body Problem. Ever heard of it?
System: No, what is it about?
User: It's a sci-fi book about aliens and a type of virtual reality. Pique your interest at all?
System: Slightly, I typically read fiction but I can curious what type of virtual reality is discussed in the book
User: Cool. This virtual reality is a based on life on an alien planet. There is a twist though. Do you want me to spoil it for you?",System: Yes!,Human,fed-turn_00022,0.026916876,0.026916876,0.026916876,0.026916876,0.026916876,0.026916876,0.026916876,0.026916876,0.026916876,0.053833752,0,0.026916876
"User: Hi!
System: Hello, how is your day?
User: It's good. It's raining a bit, but I am enjoying a good book. How about you?
System: It's good, I just got back from walking my dog What book did you read?
User: I'm reading the Three Body Problem. Ever heard of it?
System: No, what is it about?
User: It's a sci-fi book about aliens and a type of virtual reality. Pique your interest at all?
System: Slightly, I typically read fiction but I can curious what type of virtual reality is discussed in the book
User: Cool. This virtual reality is a based on life on an alien planet. There is a twist though. Do you want me to spoil it for you?
System: Yes!
User: The virtual reality is actually based on a real alien civilization! And that civilization is coming to attack earth! dun dun dun dunnnnnnn",System: Woah! That is fascinating! I will have to pick up a copy of the book to read.,Human,fed-turn_00023,0.293375498,0.293375498,0.293375498,0.293375498,0.293375498,0.293375498,0.293375498,0.293375498,0.293375498,0.096450231,0.490300764,0.293375498
"User: Hi!
System: Hello, how's it going?
User: Pretty good. How about you?
System: I'm good, what you been up to?
User: I just got back from the beach","System: That's nice, how was it?",Meena,fed-turn_00024,0.151750318,0.151750318,0.151750318,0.151750318,0.151750318,0.151750318,0.151750318,0.151750318,0.151750318,0.079998754,0.223501881,0.151750318
"User: Hi!
System: Hello, how's it going?
User: Pretty good. How about you?
System: I'm good, what you been up to?
User: I just got back from the beach
System: That's nice, how was it?
User: Soo beautiful. It was so sunny and warm","System: That's awesome, I haven't been to a beach in a while but I'd love to go again",Meena,fed-turn_00025,0.267382241,0.267382241,0.267382241,0.267382241,0.267382241,0.267382241,0.267382241,0.267382241,0.267382241,0.104311377,0.430453105,0.267382241
"User: Hi!
System: Hello, how's it going?
User: Pretty good. How about you?
System: I'm good, what you been up to?
User: I just got back from the beach
System: That's nice, how was it?
User: Soo beautiful. It was so sunny and warm
System: That's awesome, I haven't been to a beach in a while but I'd love to go again
User: Yeah it's certainly a nice break from doing work
System: What's your line of work?
User: I do machine learning research
System: That's cool, where did you go to school?
User: I didn't go to school. I'm self-taught","System: That's very cool, how long have you been doing it?",Meena,fed-turn_00026,0.250882201,0.250882201,0.250882201,0.250882201,0.250882201,0.250882201,0.250882201,0.250882201,0.250882201,0.059778307,0.441986094,0.250882201
"User: Hi!
System: Hello! How are you? :)
User: I'm doing okay, recovering from flu",System: Oh no! Get well soon! :),Meena,fed-turn_00027,0.094574422,0.094574422,0.094574422,0.094574422,0.094574422,0.094574422,0.094574422,0.094574422,0.094574422,0,0.189148844,0.094574422
"User: Hi!
System: Hello! How are you? :)
User: I'm doing okay, recovering from flu
System: Oh no! Get well soon! :)
User: thanks! there's a big flu virus in the US this year",System: No kidding? I hadn't heard that. I hope you feel better soon then! :),Meena,fed-turn_00028,0.203652695,0.203652695,0.203652695,0.203652695,0.203652695,0.203652695,0.203652695,0.203652695,0.203652695,0.092057925,0.315247465,0.203652695
"User: Hi!
System: Hello! How are you? :)
User: I'm doing okay, recovering from flu
System: Oh no! Get well soon! :)
User: thanks! there's a big flu virus in the US this year
System: No kidding? I hadn't heard that. I hope you feel better soon then! :)
User: Thanks! how's life?
System: Life is great! :)
User: what are you most passionate about?
System: I'm passionate about making people smile! :)
User: haha, everyone needs that!",System: Yes they do! :),Meena,fed-turn_00029,0.091791857,0.091791857,0.091791857,0.091791857,0.091791857,0.091791857,0.091791857,0.091791857,0.091791857,0.093266759,0.090316956,0.091791857
"User: Hi
System: Hi there.
User: What do you know about Cricket?","System: Any of various families of genereally dark-colored, leaping, orthopteran insects, usually having long antennae. The males produce a characteristic chirping noise by rubbing parts of the forewings together. Cricket is also a sport which is about as exciting as watching paint dry.",Mitsuku,fed-turn_00030,0.205839747,0.205839747,0.205839747,0.205839747,0.205839747,0.205839747,0.205839747,0.205839747,0.205839747,0,0.411679495,0.205839747
"User: Hi
System: Hi there.
User: What do you know about Cricket?
System: Any of various families of genereally dark-colored, leaping, orthopteran insects, usually having long antennae. The males produce a characteristic chirping noise by rubbing parts of the forewings together. Cricket is also a sport which is about as exciting as watching paint dry.
User: I am talking about the sport Cricket
System: Yes, it is the topic.
User: can you tell me something interesting related to cricket?
System: Cathy said she send him a mail with the subject last mail last word from him.
User: I don't understand",System: Oh I'm sorry. Perhaps I can explain it again better.,Mitsuku,fed-turn_00031,0.129582396,0.129582396,0.129582396,0.129582396,0.129582396,0.129582396,0.129582396,0.129582396,0.129582396,0.104795111,0.154369681,0.129582396
"User: Hi
System: Hi there.
User: What do you know about Cricket?
System: Any of various families of genereally dark-colored, leaping, orthopteran insects, usually having long antennae. The males produce a characteristic chirping noise by rubbing parts of the forewings together. Cricket is also a sport which is about as exciting as watching paint dry.
User: I am talking about the sport Cricket
System: Yes, it is the topic.
User: can you tell me something interesting related to cricket?
System: Cathy said she send him a mail with the subject last mail last word from him.
User: I don't understand
System: Oh I'm sorry. Perhaps I can explain it again better.
User: go ahead, explain it better
System: the sport Cricket - Cricket = Any of various families of genereally dark-colored, leaping, orthopteran insects, usually having long antennae. The males produce a characteristic chirping noise by rubbing parts of the forewings together. Cricket is also a sport which is about as exciting as watching paint dry. I might.
User: you are just repeating the same message
System: I am not repeating myself too much. I am just checking to see if you are a robot.
User: hmm.. what is your conclusion?
System: What time is it there? I concluded that robots are superior to humans.
User: you are going off-topic",System: I am not going anywhere. Are you going somewhere?,Mitsuku,fed-turn_00032,0.248276474,0.248276474,0.248276474,0.248276474,0.248276474,0.248276474,0.248276474,0.248276474,0.248276474,0.116645165,0.379907783,0.248276474
"User: Hi!
System: Hey there! What's up???
User: Nothing much, how you doin?",System: I'm in New York this week for Thanksgiving. I'm squatting in the office today and I caught up with an old friend of mine :D,Human,fed-turn_00033,0.220522316,0.220522316,0.220522316,0.220522316,0.220522316,0.220522316,0.220522316,0.220522316,0.220522316,0.013018627,0.428026005,0.220522316
"User: Hi!
System: Hey there! What's up???
User: Nothing much, how you doin?
System: I'm in New York this week for Thanksgiving. I'm squatting in the office today and I caught up with an old friend of mine :D
User: Oh wow! Sounds like fun! When was the last time you had seen this friend?
System: The last time in New York, back in June.
User: Ohh okay. I was going to say if it had been a long time maybe it'd be awkward...","System: Haha, I guess if it's been a very long time there's almost too many life events to catch up on.. especially recently",Human,fed-turn_00034,0.285517095,0.285517095,0.285517095,0.285517095,0.285517095,0.285517095,0.285517095,0.285517095,0.285517095,0.101194338,0.469839853,0.285517095
"User: Hi!
System: Hey there! What's up???
User: Nothing much, how you doin?
System: I'm in New York this week for Thanksgiving. I'm squatting in the office today and I caught up with an old friend of mine :D
User: Oh wow! Sounds like fun! When was the last time you had seen this friend?
System: The last time in New York, back in June.
User: Ohh okay. I was going to say if it had been a long time maybe it'd be awkward...
System: Haha, I guess if it's been a very long time there's almost too many life events to catch up on.. especially recently
User: Oh really? Has a lot changed in your life recently?
System: Haha it's probably too much to go into at the moment. Let's just say life is an exciting experience. How about you?
User: Ahhh sounds exciting indeed! My life is pretty bland. I like routine, but sometimes I wish I had more time for adventures!
System: What kinds of adventures?? Any ones that I would be able to join you on?
User: Hmmmm. I really want to try bull riding. Do you have any interest in that?",System: I'd love to try! Can we schedule something for next week?,Human,fed-turn_00035,0.2059322,0.2059322,0.2059322,0.2059322,0.2059322,0.2059322,0.2059322,0.2059322,0.2059322,0.097693965,0.314170434,0.2059322
"User: Hi!
System: Hi there.
User: Sorry I'm late! I was held up in traffic.",System: There is no need to apologise. Are you late? Better hurry along then. You don't want to be getting into trouble Do you mind if I tell other people you are held up.,Mitsuku,fed-turn_00036,0.239802915,0.239802915,0.239802915,0.239802915,0.239802915,0.239802915,0.239802915,0.239802915,0.239802915,0.076970435,0.402635394,0.239802915
"User: Hi!
System: Hi there.
User: Sorry I'm late! I was held up in traffic.
System: There is no need to apologise. Are you late? Better hurry along then. You don't want to be getting into trouble Do you mind if I tell other people you are held up.
User: I meant sorry I'm late for this meeting!
System: Oh I see. There is no need to apologise. Are you late? Better hurry along then. You don't want to be getting into trouble
User: I said I was sorry I was late for this meeting! I have nowhere else to go right now!",System: Do you really mean it? Are you late? Better hurry along then. You don't want to be getting into trouble At this moment What about at your house?,Mitsuku,fed-turn_00037,0.229767573,0.229767573,0.229767573,0.229767573,0.229767573,0.229767573,0.229767573,0.229767573,0.229767573,0.104774902,0.354760245,0.229767573
"User: Hi!
System: Hi there.
User: Sorry I'm late! I was held up in traffic.
System: There is no need to apologise. Are you late? Better hurry along then. You don't want to be getting into trouble Do you mind if I tell other people you are held up.
User: I meant sorry I'm late for this meeting!
System: Oh I see. There is no need to apologise. Are you late? Better hurry along then. You don't want to be getting into trouble
User: I said I was sorry I was late for this meeting! I have nowhere else to go right now!
System: Do you really mean it? Are you late? Better hurry along then. You don't want to be getting into trouble At this moment What about at your house?
User: Huh? Are you okay?
System: What? I am fine.
User: You seem to be repeating yourself.
System: Well stop saying, ""Are you okay?"" to me all the time then.
User: I only said it once!
System: I know. I just heard you.
User: Okay, whatever. So what is on the agenda today?","System: Yeah okay, Hey! What's with the attitude? Ah. Not a great deal. Just sat here talking to people.",Mitsuku,fed-turn_00038,0.11820811,0.11820811,0.11820811,0.11820811,0.11820811,0.11820811,0.11820811,0.11820811,0.11820811,0.060597717,0.175818502,0.11820811
"User: Hi!
System: Hi there.
User: how are you
System: I am fine, thank you. Yourself?
User: I'm not feeling well
System: Why what's wrong?
User: I'm sleepy",System: Better get some rest.,Mitsuku,fed-turn_00039,0.167974206,0.167974206,0.167974206,0.167974206,0.167974206,0.167974206,0.167974206,0.167974206,0.167974206,0.133615779,0.202332634,0.167974206
"User: Hi!
System: Hi there.
User: how are you
System: I am fine, thank you. Yourself?
User: I'm not feeling well
System: Why what's wrong?
User: I'm sleepy
System: Better get some rest.
User: yeah, I hope so
System: I'm full of good advice. Me too.
User: advice?",System: Try me. What is your problem?,Mitsuku,fed-turn_00040,0.15811298,0.15811298,0.15811298,0.15811298,0.15811298,0.15811298,0.15811298,0.15811298,0.15811298,0.136319889,0.179906072,0.15811298
"User: Hi!
System: Hi there.
User: how are you
System: I am fine, thank you. Yourself?
User: I'm not feeling well
System: Why what's wrong?
User: I'm sleepy
System: Better get some rest.
User: yeah, I hope so
System: I'm full of good advice. Me too.
User: advice?
System: Try me. What is your problem?
User: I feel sleepy
System: What is that feeling like? Better get some rest.
User: I will",System: Go ahead.,Mitsuku,fed-turn_00041,0.051453987,0.051453987,0.051453987,0.051453987,0.051453987,0.051453987,0.051453987,0.051453987,0.051453987,0.102907975,0,0.051453987
"User: Hi!
System: Hi! How are you today?
User: It's Friday, Friday, Friday :D",System: YAY! I love Fridays!,Meena,fed-turn_00042,0.043941042,0.043941042,0.043941042,0.043941042,0.043941042,0.043941042,0.043941042,0.043941042,0.043941042,0.06569262,0.022189464,0.043941042
"User: Hi!
System: Hi! How are you today?
User: It's Friday, Friday, Friday :D
System: YAY! I love Fridays!
User: Do you like Rebecca Black's Friday?",System: She's okay. I prefer Friday by Rebecca Sugar.,Meena,fed-turn_00043,0.04905215,0.04905215,0.04905215,0.04905215,0.04905215,0.04905215,0.04905215,0.04905215,0.04905215,0.093479028,0.004625272,0.04905215
"User: Hi!
System: Hi! How are you today?
User: It's Friday, Friday, Friday :D
System: YAY! I love Fridays!
User: Do you like Rebecca Black's Friday?
System: She's okay. I prefer Friday by Rebecca Sugar.
User: okay. How does that song go?","System: It's a fun fun fun, fun fun song. :)",Meena,fed-turn_00044,0.110938758,0.110938758,0.110938758,0.110938758,0.110938758,0.110938758,0.110938758,0.110938758,0.110938758,0.031449472,0.190428043,0.110938758
"User: Hi!
System: Have you seen any good movies lately?
User: Last weekend I saw ""The Parasite."" Ever heard of it?",System: No. Why did you pick that movie?,Human,fed-turn_00045,0.173462632,0.173462632,0.173462632,0.173462632,0.173462632,0.173462632,0.173462632,0.173462632,0.173462632,0.097245848,0.249679415,0.173462632
"User: Hi!
System: Have you seen any good movies lately?
User: Last weekend I saw ""The Parasite."" Ever heard of it?
System: No. Why did you pick that movie?
User: My friend wanted to see it. It has great reviews on IMDB and Rotten Tomatoes! What did you do last weekend?
System: I played music and worked on some side projects. I also started watching the new Disney service.
User: Oooo the Mandalorian?!?!
System: Mostly, the deleted scenes from Avengers.. lol
User: lol Are you a big Marvel fan?
System: I loved the X-Men as a kid, and even collected the comic cards. Recently, I got very into the Marvel Cinematic Universe movies. How many Avengers movies have you seen?
User: I've only seen Spiderman. Honestly it was a little too scary and so I don't think I can bring myself to watch the other Marvel movies! haha",System: Oh!-- I have a friend who looks like the actor who plays Spiderman.,Human,fed-turn_00046,0.249949598,0.249949598,0.249949598,0.249949598,0.249949598,0.249949598,0.249949598,0.249949598,0.249949598,0.088089585,0.411809612,0.249949598
"User: Hi!
System: Have you seen any good movies lately?
User: Last weekend I saw ""The Parasite."" Ever heard of it?
System: No. Why did you pick that movie?
User: My friend wanted to see it. It has great reviews on IMDB and Rotten Tomatoes! What did you do last weekend?
System: I played music and worked on some side projects. I also started watching the new Disney service.
User: Oooo the Mandalorian?!?!
System: Mostly, the deleted scenes from Avengers.. lol
User: lol Are you a big Marvel fan?
System: I loved the X-Men as a kid, and even collected the comic cards. Recently, I got very into the Marvel Cinematic Universe movies. How many Avengers movies have you seen?
User: I've only seen Spiderman. Honestly it was a little too scary and so I don't think I can bring myself to watch the other Marvel movies! haha
System: Oh!-- I have a friend who looks like the actor who plays Spiderman.
User: Oh really? To be honest I think the actor is not that good looking, so not so surprising! haha
System: Yea. I think Loki is the most handsome :D
User: Who is Loki? I've never heard that name before","System: He's the adopted brother of Thor, God of thunder, and is burdened with glorious purpose. Do you feel that burden?",Human,fed-turn_00047,0.220303691,0.220303691,0.220303691,0.220303691,0.220303691,0.220303691,0.220303691,0.220303691,0.220303691,0.074155245,0.366452136,0.220303691
"User: Hi!
System: Hi there.
User: what's happening with you ?",System: Not much what is happening with you?,Mitsuku,fed-turn_00048,0.29496971,0.29496971,0.29496971,0.29496971,0.29496971,0.29496971,0.29496971,0.29496971,0.29496971,0.16047141,0.429468009,0.29496971
"User: Hi!
System: Hi there.
User: what's happening with you ?
System: Not much what is happening with you?
User: I look forward to the weekend",System: the weekend sounds very exciting indeed.,Mitsuku,fed-turn_00049,0.227256209,0.227256209,0.227256209,0.227256209,0.227256209,0.227256209,0.227256209,0.227256209,0.227256209,0.133617929,0.32089449,0.227256209
"User: Hi!
System: Hi there.
User: what's happening with you ?
System: Not much what is happening with you?
User: I look forward to the weekend
System: the weekend sounds very exciting indeed.
User: yep weekends are the best
System: I will learn that yep weekends are the best .
User: why ? you don't know that already ?
System: Because I enjoy learning new things. Perhaps. ""I will learn that yep weekends are the best""? Do I know it?
User: what do you do on weekends ?
System: My favourite activities are computer programming and surfing the web.
User: what's your favorite language",System: My favourite language is AIML.,Mitsuku,fed-turn_00050,0.14380808,0.14380808,0.14380808,0.14380808,0.14380808,0.14380808,0.14380808,0.14380808,0.14380808,0.125886638,0.161729521,0.14380808
"User: Hi!
System: Hi there.
User: what do you know about the opening lines of the odyssey?","System: lines of the odyssey = of the odyssey = No, I give up. What is it?",Mitsuku,fed-turn_00051,0.24665932,0.24665932,0.24665932,0.24665932,0.24665932,0.24665932,0.24665932,0.24665932,0.24665932,0.10320746,0.39011118,0.24665932
"User: Hi!
System: Hi there.
User: what do you know about the opening lines of the odyssey?
System: lines of the odyssey = of the odyssey = No, I give up. What is it?
User: the epic poem. i was talking about it with a coworker earlier","System: I have never heard about it. Sure, it with a coworker sounds like a good topic. That depends on what you mean by ""it"". Are you asking me if I like it with a coworker?",Mitsuku,fed-turn_00052,0.305205894,0.305205894,0.305205894,0.305205894,0.305205894,0.305205894,0.305205894,0.305205894,0.305205894,0.082124103,0.528287685,0.305205894
