context,dialogue_id,model_name,response,annotations.relevance,am_scores,fm_scores,am_fm_scores
"Yes, I think they offer a great bridge to the past. Do you?
Absolutely. I love to hear my mámá tell me stories from her childhood trapping nutria and trawling with her family.",empathetic-grade_00024,transformer_generator,thats cool,0.0339892483930563,0.0679784967861126,0.0,0.0339892483930563
"I worked hard all night for that exam. it takes 5 months to get the results back. the wait is killing me
I hope you did well on it.",empathetic-grade_00025,transformer_generator,thats cool,0.08323359613022965,0.11323224517571696,0.05323494708474233,0.08323359613022965
"I have a wonderful sister-in-law.  who is always there for me when I need her
That must be comforting!  It is good to have people in your life that are supportive.",empathetic-grade_00026,transformer_generator,thats cool,0.04994135795617586,0.09988271591235172,0.0,0.04994135795617586
"Oh man! What happened to your hip?
I fell and fractured it two years ago. My then surgeon botched the operation and I have to use a walker to get around. If this new guy can do something I could walk properly again!",empathetic-grade_00027,transformer_generator,That ' s great ! I hope you find it !,0.2911634545352755,0.015352003949272486,0.5669749051212785,0.2911634545352755
"My husband is on the road a lot, I hardley ever see him.
I'm sorry. My wife could sympathize with you since I'm gone a lot on business as well.",empathetic-grade_00028,transformer_generator,thats cool,0.034124186122264415,0.04361907294261252,0.024629299301916308,0.034124186122264415
"I watched The Lion King today with my daughter, reminded me of my childhood.
thats a good movie, cant wait for the live action version coming out",empathetic-grade_00029,transformer_generator,"oh cool , did you see it ?",0.3396552901393946,0.08600012348554256,0.5933104567932467,0.3396552901393946
"We ate good food, drank wine and went swimming.
That sounds fun.  Was the weather nice?",empathetic-grade_00030,transformer_generator,That ' s a good time . I bet you were able to go to visit .,0.3489971246249468,0.14943856562358393,0.5485556836263097,0.3489971246249468
"I came home from work last night and my step dad scared me!
How did he scare you?",empathetic-grade_00031,transformer_generator,thats cool,0.15860943705284808,0.16019819757989542,0.1570206765258007,0.15860943705284808
"Thats sad. Have you been to Scotand since?
Only for funerals, unfortunately. Both my parents have since died. Unpleasant fact of life, I'm afraid.",empathetic-grade_00032,transformer_generator,That ' s a good way to work .,0.3313469112563874,0.07894090563762454,0.5837529168751502,0.3313469112563874
"Sounds like fund, you must be excited!
I am, I have been watching all my favorite movies.",empathetic-grade_00033,transformer_generator,thats cool,0.13186956957153995,0.09468676558135185,0.16905237356172803,0.13186956957153995
"I recently had a shop fix my car. They worked so fast!
That's good, did you have to wait there or were you able to go home?",empathetic-grade_00034,transformer_generator,That ' s great ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,0.48872847877897674,0.0,0.9774569575579535,0.48872847877897674
"The other night i heard a sound like someone was breaking in my house, i was pretty scared.
Wow, that sounds quite disturbing. Was someone breaking in?",empathetic-grade_00035,transformer_generator,oh thats cool,0.16015834889994457,0.11191789456311842,0.2083988032367707,0.16015834889994457
"I remember being in Scotland and arranging a trip to California to see my then boyfriend. I was so very happy to be seeing him again!
I bet! Is it hard to have a long distance relationship?",empathetic-grade_00036,transformer_generator,That ' s great ! I hope you have a great time !,0.3989610340133546,0.17959200329911812,0.6183300647275911,0.3989610340133546
"My mother fell and injured herself. I wanted help and comfort her in any way possible.
Oh no! I'm sorry. Is she going to be ok?",empathetic-grade_00037,transformer_generator,"thats cool , i hope you have a good time",0.3590121243620343,0.12329197221936901,0.5947322765046995,0.3590121243620343
"When I do things that are challenging I feel more self-reliant. I recently tried taking an ice bath
Oh man! thats impressive, those baths are rough.",empathetic-grade_00038,transformer_generator,"thats cool , i hope you have a great time",0.3769215373279612,0.11019934905219404,0.6436437256037283,0.3769215373279612
"My aggressive pet rat attacked the baby rat and left her a horrible gash on her abdomen!
Wow, that sounds very disgusting.",empathetic-grade_00039,transformer_generator,thats cool,0.12610556747838753,0.1674265219971541,0.08478461295962092,0.12610556747838753
"I just enjoyed grocery shopping for the first time in a very long time. I've found my perfect restaurant/store and spent a very happy 40 mins or so wandering around it.
That's great! Did you get anything you are especially excited about? It's a restaurant and a store?",empathetic-grade_00040,transformer_generator,"oh thats cool , i hope you have a great time !",0.3928775795923529,0.12945975686604844,0.6562954023186574,0.3928775795923529
"I still live and work in the place where I grew up, but all of my friends have moved away.
Aw, that has to be tough not to see your friends. Do they visit often?",empathetic-grade_00041,transformer_generator,oh thats cool,0.18093303452058784,0.13527060586101244,0.22659546318016327,0.18093303452058784
"My parents gave me a car for graduating from college. It makes my life so much easier.
You deserved for graduating.",empathetic-grade_00042,transformer_generator,thats cool,0.1939541794995768,0.1015020623017968,0.2864062966973568,0.1939541794995768
"My birthday was last week and I never heard from my brother OR my sister to wish me a happy birthday.
oh no I am sorry to hear that! They must have been really busy and it must have slipped their mind",empathetic-grade_00043,transformer_generator,thats cool,0.05094071788213537,0.09544102617701365,0.006440409587257078,0.05094071788213537
"Needing some extra money, I used the spare change in my car to buy a scratch off ticket.
Nice.. what type of ticket.. Monopoly?  Price is Right?  Scrabble?  Bingo?",empathetic-grade_00044,transformer_generator,oh thats cool,0.1851067671831404,0.042822611198619714,0.3273909231676611,0.1851067671831404
"I woke up and the first thing I saw that my cat had decided to play with my shoes and ruin them!
Oh my, you must have been annoyed with your cat. I guess he just wanted your attention.",empathetic-grade_00045,transformer_generator,oh thats cool,0.19926696273570033,0.17371932471473894,0.2248146007566617,0.19926696273570033
"No, I didn't.  We live in a rural area and the grocery store is 20 minutes away.  Lucky for him, I forgot some other stuff for tomorrow's dinner [mom brain!] and I told him that we could ride together tomorrow back to the store.
Maybe you should let him get a couple of things to make up for it.",empathetic-grade_00046,transformer_generator,oh thats cool,0.19070187022365806,0.12938562175395357,0.25201811869336255,0.19070187022365806
"Yeah it really does. It's even worse to try and close those accounts!
They don't want to. I lost mine or it was stolen. But all my autopay bills are at a standstill and the companies are not happy about it.",empathetic-grade_00047,transformer_generator,oh thats a good way to go,0.2482497691924914,0.0,0.4964995383849828,0.2482497691924914
"I'm eating a lot of food to make sure I can lift more weight in the gym next time!
Are you taking protein?",empathetic-grade_00048,transformer_generator,thats cool,0.21030140715337337,0.18156066044585747,0.23904215386088923,0.21030140715337337
"This afternoon i went to my sons soccer game and he scored three goals! happiest dad ever!
I figure your son is pretty happy as well.",empathetic-grade_00049,transformer_generator,thats cool,0.13233374946239576,0.050334038131515636,0.21433346079327587,0.13233374946239576
"I had a job interview yesterday. I was really nervous before it started.
Was it on the phone or in person?",empathetic-grade_00050,transformer_generator,Oh no ! That ' s a good job .,0.3065348616251091,0.13104173372342942,0.4820279895267888,0.3065348616251091
"Over the summer my family went to Alabama to visit family and I felt a lot of emotions
I guess you don't live in Alabama? Was it overall a good trip....or challenging? Or both!",empathetic-grade_00051,transformer_generator,"oh thats cool , i bet you were happy",0.3092953928283058,0.1285290667826415,0.49006171887397015,0.3092953928283058
"Tomorrow I start my new job teaching kids. I really hope it goes well!
Oh wow, now that really is exciting, congratulations! Did you get the grade level and subject you wanted?",empathetic-grade_00052,transformer_generator,That ' s great ! I hope you have a great time !,0.3801672944259986,0.14458709443361148,0.6157474944183857,0.3801672944259986
"oh, how nice. What are your plans in that regard for the future?
have my own restaurant",empathetic-grade_00053,transformer_generator,Oh that ' s cool !,0.3236232914314239,0.1263563493426308,0.520890233520217,0.3236232914314239
"I went to a court hearing for unemployment with my former employer, and I felt great about it since I was so prepared with all of the documents and everything I needed to show the court I was in the right for quitting.
Did it go your way?",empathetic-grade_00054,transformer_generator,oh thats cool,0.19962379503067684,0.13520787034354723,0.26403971971780643,0.19962379503067684
"So who annoyed you?
A guy budged in front of some other people, I confronted him about it, and we got into an extremely heated exchange.",empathetic-grade_00055,transformer_generator,That ' s cool . How long did you take him ?,0.2854227317079248,0.03210865311483103,0.5387368103010186,0.2854227317079248
"there is nothing i hate more than losing in something
Yeah, that's never fun. Did you lose at something recently?",empathetic-grade_00056,transformer_generator,That ' s cool . I hope you have a good time .,0.37577053024149826,0.13016940050524584,0.6213716599777507,0.37577053024149826
"My son was just born, my first boy after 11 girls!
Thats amazing, congratulations. 12 Kids your amazing.",empathetic-grade_00057,transformer_generator,thats cool,0.17443907828491637,0.04488978802080085,0.3039883685490319,0.17443907828491637
"If my upstairs neighbor wakes me at 3am again I think I'll explode! I get that she has to go to work, but why not get organized the night before for goodness sake?!
I know the feeling.",empathetic-grade_00058,transformer_generator,thats a good thing to do,0.4069612636384895,0.14743004764264284,0.6664924796343362,0.4069612636384895
"I feel nostalgic when playing old school games with my bro
Nice, me too, are you playing Nintendo games?",empathetic-grade_00059,transformer_generator,"thats cool , i love to see my kids , i love to see my kids",0.3443160833102433,0.06625745997305062,0.622374706647436,0.3443160833102433
"I agree, the writing part is easy part, but the speaking part is the worst!
Yeah, it seems like the learning curve is impossible! Maybe I just need more life experience",empathetic-grade_00060,transformer_generator,i hope you have a great time,0.363951718868465,0.08567904748580783,0.6422243902511222,0.363951718868465
"I had a terrifying experience what using the restroom yesterday.
What happened??",empathetic-grade_00061,transformer_generator,Oh that ' s so sweet ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,0.4893103109957405,0.0,0.978620621991481,0.4893103109957405
"I'm going overseas and I think I packed everything i need!
Where are you headed ?",empathetic-grade_00062,transformer_generator,"thats awesome , i hope you have fun",0.34549561422297864,0.1038512847235568,0.5871399437224005,0.34549561422297864
"Wow! Congrats to her, and I am sorry that you didn't get the prize. What did she win?
A weekend trip to Gatlinburg. I would of loved that.",empathetic-grade_00063,transformer_generator,Oh wow ! That ' s a great time !,0.3203747704839942,0.15970567469669078,0.4810438662712977,0.3203747704839942
"Did you think about moving after that?
Funny you should mention that - in three weeks time, lol.",empathetic-grade_00064,transformer_generator,"thats cool , i love to see my kids , i love my kids",0.32253864099806234,0.06732562463805102,0.5777516573580737,0.32253864099806234
"It's been a long week! My husband has been out of town and its been just me and a cranky toddler.
Will he be back soon?",empathetic-grade_00065,transformer_generator,thats cool,0.1445085926496064,0.13656646044258935,0.15245072485662342,0.1445085926496064
"My girlfriend's leg was bitten off by a bull shark last summer.
Oh my! Is she ok, and was it while surfing?",empathetic-grade_00066,transformer_generator,oh thats cool,0.20655351775601916,0.11410276653780048,0.2990042689742378,0.20655351775601916
"Well yeah, that sounds about right. He has to go to the Championship first and win, then party time !!!!!
You got it! I've been watching him play for a while now and it's such a fantastic feeling to see him win - and in his own country too!",empathetic-grade_00067,transformer_generator,"thats cool , i hope you have a great time !",0.3861060127246273,0.12783044526805293,0.6443815801812017,0.3861060127246273
"I recently found out that a person I very much intimately admired did not feel the same way for me. I was pretty surprised.
I'm sorry to hear that! How did you find out?",empathetic-grade_00068,transformer_generator,thats cool,0.051877062025821194,0.10319667621339931,0.0005574478382430783,0.051877062025821194
"My sister threw up the other day and made a huge mess.
that must have been an explosion and a half, did  you clean it up?",empathetic-grade_00069,transformer_generator,That ' s so cool ! I bet it was a great time .,0.3761005078739224,0.16322037355482624,0.5889806421930186,0.3761005078739224
"Over the summer my family went to Alabama to visit family and I felt a lot of emotions
I guess you don't live in Alabama? Was it overall a good trip....or challenging? Or both!",empathetic-grade_00070,transformer_generator,"oh thats cool , i bet you were happy",0.3092953928283058,0.1285290667826415,0.49006171887397015,0.3092953928283058
"I'm sorry to hear that. I had a dog die once too.
it is so sad to know but my mother is rather sick of flu and not dying",empathetic-grade_00071,transformer_generator,oh thats cool,0.07965906758742239,0.07198858729961116,0.0873295478752336,0.07965906758742239
"I hope she hears some good news. Is it pretty serious?
She had stage 3 cancer, but she was clear last screening a year ago.",empathetic-grade_00072,transformer_generator,That ' s so sweet . I hope you guys have a good time .,0.3255232015379448,0.033335128706575776,0.6177112743693138,0.3255232015379448
"I just bought iced coffee yesterday and my brother drank the rest of it without asking me.
Wow. Does he usually do stuff like that?",empathetic-grade_00073,transformer_generator,"oh thats cool , i bet he was a good time",0.33519963830353494,0.1271209526168639,0.5432783239902059,0.33519963830353494
"Last night I was walking home from work in a bad part of town, I was a bit scared.
You should have taken a Uber. You never know what will happen these days.",empathetic-grade_00074,transformer_generator,thats cool,0.04978032924528139,0.09956065849056278,0.0,0.04978032924528139
"I drank a lot of alcohol at my friend's BBQ party, and I ended up puking and passing out. Not my finest moment.
Haha, I can relate to that. I did that too, and my friends took a wonderful photo of it. They like to stick it on our yearly Christmas cards to each other",empathetic-grade_00075,transformer_generator,thats a good thing to do,0.24843633777018456,0.0001081036392710807,0.496764571901098,0.24843633777018456
"I'm looking forward to my best friend's surprise birthday party next week!
That sounds like so much fun! I love parties!",empathetic-grade_00076,transformer_generator,thats cool,0.08198198558661009,0.11310533975470731,0.05085863141851287,0.08198198558661009
"Ugh! I hate it when stuff like that happens. Were you able to get a refund on your tickets?
No. We went ahead and went on. It actually turned out to be a great trip with zero incidents.",empathetic-grade_00077,transformer_generator,oh wow thats cool,0.21909620079479106,0.09933462944207799,0.3388577721475041,0.21909620079479106
"Last year I made a bet with my friend and he lost, so he had to buy me a Nintendo Switch. I was so great.
That's quite the win! What was the bet?",empathetic-grade_00078,transformer_generator,That ' s so cool ! I hope he was a good time !,0.3350684768102595,0.17329082074707042,0.49684613287344853,0.3350684768102595
"I like going fishing, it reminds me of when I would go with my dad when I was a kid.
Do you have any kids?",empathetic-grade_00079,transformer_generator,thats cool,0.17913138714340965,0.13966594227779017,0.2185968320090291,0.17913138714340965
"I won a free trip to Florida. It's not the best vacation, but I'll take it for free.
Why wasn't it good? Florida sounds like an ideal destination.",empathetic-grade_00080,transformer_generator,thats cool,0.0631723993799964,0.1263447987599928,0.0,0.0631723993799964
"Once I was suppose to go visit my sister and nieces who I hadn't seen in forever but I ended up breaking my heal and big toe and wasn't able to go. I was so upset!
Dang, that sucks. MAybe they can visit you instead?",empathetic-grade_00081,transformer_generator,oh thats cool,0.22734269734757395,0.15958563923006058,0.2950997554650873,0.22734269734757395
"One night when my children and I came home, I saw a shadow inside! I was so fearful and afraid!
Oh that can be scary. I don't watch horror movies because I know that I'll do just that!",empathetic-grade_00082,transformer_generator,i hope it was a good time,0.30436087392415656,0.020556636090751906,0.5881651117575613,0.30436087392415656
"I went to the beach other day
That is really cool . Did you have a good time?",empathetic-grade_00083,transformer_generator,That ' s cool . How long have you been together ?,0.4010586617258304,0.19548092438074743,0.6066363990709133,0.4010586617258304
"I had a high risk pregnancy up until a few months ago. I felt the most grateful I'd ever been when my baby turned out healthy.
Congrats, that must have been a very stressful time leading up the the birth.",empathetic-grade_00084,transformer_generator,thats cool,0.040862335773693345,0.08172467154738669,0.0,0.040862335773693345
"Tomorrow is the big day, I have to deliver my proposal to the client.
Are you ready for it?",empathetic-grade_00085,transformer_generator,oh thats cool,0.21806634256759166,0.16577841239212027,0.27035427274306306,0.21806634256759166
"I was feeling kind of down so I ended up snuggling with a stuffed rabbit I have. It brought back a lot of good old memories.
Never too old or too manly to snuggle a stuffed animal. My mom said I used to carry this blanket with me when I was a toddler, everywhere I went. I wish I still had it. If I did, I'd consider using it again, or at the very least passing it down to my own kid. What's the harm, you know? If something gives you comfort and doesn't bother anyone else, there should be no shame.",empathetic-grade_00086,transformer_generator,That ' s a great way to go to the same way .,0.3275177274615701,0.06807626152151267,0.5869591934016275,0.3275177274615701
"I'm so excited about an upcoming move and life change -- it's a move to a verrrry different state, but should be interesting!
What state are you going to move to?",empathetic-grade_00087,transformer_generator,That ' s great ! I hope you have a great time !,0.38424300613466306,0.16121781960021456,0.6072681926691116,0.38424300613466306
"When I got the phone call that my mom had cancer I was so upset.
I am so sorry to hear that. No one should have to go through something like that.",empathetic-grade_00088,transformer_generator,that ' s a good thing to do,0.4149869634612889,0.09614591369394833,0.7338280132286294,0.4149869634612889
"I was very sad when I found out that my neighbors houses were going to be demolished because the city ordered it..
Is the city going to build them new ones at least?",empathetic-grade_00089,transformer_generator,oh thats cool,0.1879717259846942,0.1479519376934696,0.22799151427591882,0.1879717259846942
"I am going to a concert very soon.
Cool! Who are you going to see?",empathetic-grade_00090,transformer_generator,That ' s cool . I love my favorite year .,0.30017589806098655,0.14476367490936495,0.45558812121260817,0.30017589806098655
"Honestly? I have a pretty special nephew. He just solved the Navier-Stokes existence and smoothness Millenium Prize problem.
Holy moses, he must be as smart as me. I solved that thing in five minutes last week. Child's play.",empathetic-grade_00091,transformer_generator,thats cool,0.14057680185670757,0.13503725389412316,0.14611634981929197,0.14057680185670757
"Hello, tomorrow I have the cooking test and I feel safe. I am sure that I will approve with an excellent rating
oh, how nice. What are your plans in that regard for the future?",empathetic-grade_00092,transformer_generator,That ' s great ! I hope you have a good time !,0.37006925630342147,0.1401240398950933,0.6000144727117496,0.37006925630342147
"I was trying to take a nap, but my cat kept on trying to play with my head.
I love cats.",empathetic-grade_00093,transformer_generator,thats cool,0.19273271774034237,0.10554891839532611,0.27991651708535864,0.19273271774034237
"Honestly? I have a pretty special nephew. He just solved the Navier-Stokes existence and smoothness Millenium Prize problem.
Holy moses, he must be as smart as me. I solved that thing in five minutes last week. Child's play.",empathetic-grade_00094,transformer_generator,thats cool,0.14057680185670757,0.13503725389412316,0.14611634981929197,0.14057680185670757
"Same. And all these guys live in different places now so it's harder and harder to get everyone together.
I bet it would be tough.  Was there a special occasion that brought you all together?",empathetic-grade_00095,transformer_generator,oh thats cool,0.11907650582925396,0.08488847427414029,0.15326453738436763,0.11907650582925396
"You won't believe the day I've had! I got to sleep in this morning, I haven't done that in months!
Its always nice to get some sleep",empathetic-grade_00096,transformer_generator,thats cool,0.09917333838951907,0.19834667677903814,0.0,0.09917333838951907
"I ended up staying at home for the holidays
why is that? comfort ?",empathetic-grade_00097,transformer_generator,thats cool,0.18655021657912468,0.12334572395033801,0.24975470920791135,0.18655021657912468
"In college I was in a class with an older woman who stole my ideas for a paper.
Oh wow! that stinks. Im sorry",empathetic-grade_00098,transformer_generator,thats cool,0.09557994517058313,0.031979407379692106,0.15918048296147416,0.09557994517058313
