context,fact,reference,response,model,dialogue_id,annotations.Understandable,annotations.Natural,annotations.Maintains Context,annotations.Engaging,annotations.Uses Knowledge,annotations.Overall,am_scores,fm_scores,am_fm_scores
"hi ! how are you ? i just moved from germany to usa , nice place so far !
that's great , i am a grad student
do you have any hobbies ? i really love sky diving , rollercoasters and cooking shows !","your persona: i enjoy reading journals and guides related to psychology.
your persona: my parents taught me survival skills.
your persona: i am also a graduate student.
your persona: i walk dogs for a living.
your persona: i'm an avid kayaker.",['kayaking and reading psychology books'],you are going skydiving ? working on an acrylic canvas peace for a skydiving school,KV-MemNN,persona-usr_00010,0.7447262780469155,0.7447262780469155,0.7447262780469155,0.7447262780469155,0.7447262780469155,0.7447262780469155,0.7832159,0.706236675699849,0.7447262780469155
"hi ! how are you ? i just moved from germany to usa , nice place so far !
that's great , i am a grad student
do you have any hobbies ? i really love sky diving , rollercoasters and cooking shows !","your persona: i enjoy reading journals and guides related to psychology.
your persona: my parents taught me survival skills.
your persona: i am also a graduate student.
your persona: i walk dogs for a living.
your persona: i'm an avid kayaker.",['kayaking and reading psychology books'],i love to read and read books,Seq2Seq,persona-usr_00011,0.754570486701241,0.754570486701241,0.754570486701241,0.754570486701241,0.754570486701241,0.754570486701241,0.83382225,0.6753187230362712,0.754570486701241
"hi ! how are you ? i just moved from germany to usa , nice place so far !
that's great , i am a grad student
do you have any hobbies ? i really love sky diving , rollercoasters and cooking shows !","your persona: i enjoy reading journals and guides related to psychology.
your persona: my parents taught me survival skills.
your persona: i am also a graduate student.
your persona: i walk dogs for a living.
your persona: i'm an avid kayaker.",['kayaking and reading psychology books'],i like to go fishing . i love to go fishing .,Language Model,persona-usr_00012,0.6190041444291394,0.6190041444291394,0.6190041444291394,0.6190041444291394,0.6190041444291394,0.6190041444291394,0.8042188,0.43378946018014763,0.6190041444291394
"hi ! how are you ? i just moved from germany to usa , nice place so far !
that's great , i am a grad student
do you have any hobbies ? i really love sky diving , rollercoasters and cooking shows !","your persona: i enjoy reading journals and guides related to psychology.
your persona: my parents taught me survival skills.
your persona: i am also a graduate student.
your persona: i walk dogs for a living.
your persona: i'm an avid kayaker.",['kayaking and reading psychology books'],wow skydiving sounds fun ! i enjoy reading journals about psychology and i love to kayak !,New Human Generated,persona-usr_00013,0.6959368679366935,0.6959368679366935,0.6959368679366935,0.6959368679366935,0.6959368679366935,0.6959368679366935,0.80283374,0.5890399999305466,0.6959368679366935
"hi ! how are you ? i just moved from germany to usa , nice place so far !
that's great , i am a grad student
do you have any hobbies ? i really love sky diving , rollercoasters and cooking shows !","your persona: i enjoy reading journals and guides related to psychology.
your persona: my parents taught me survival skills.
your persona: i am also a graduate student.
your persona: i walk dogs for a living.
your persona: i'm an avid kayaker.
",['kayaking and reading psychology books\n'],kayaking and reading psychology books,Original Ground Truth,persona-usr_00014,0.9951942327225796,0.9951942327225796,0.9951942327225796,0.9951942327225796,0.9951942327225796,0.9951942327225796,1.0000002,0.9903882270265801,0.9951942327225796
"hello , how are you today ? do you like rabbits ?
no i rather dog . i own two of them .
i volunteer at a shelter , they are adorable . what do you do ?
i'm a teacher and i love children .
kids are great . i donate a lot of my income to several childrens programs .
i would do that more often too if i had a larger income .
i do not have a large income , just believe in helping others .
do you like gardening ? i own a garden .
i do love gardening . i work in a shipyard .
i love the smell of the flowers in the air .
i do too , it is one of lifes greatest pleasures .","your persona: i'm a woman.
your persona: i work as a school teacher.
your persona: i attend church every week.
your persona: i enjoy gardening and walking outdoors.
your persona: i have a dogs.",['you life is so short . some time you forget about the little things .'],"oh , you should start a rose garden",KV-MemNN,persona-usr_00015,0.8180660393358683,0.8180660393358683,0.8180660393358683,0.8180660393358683,0.8180660393358683,0.8180660393358683,0.823594,0.8125381045582722,0.8180660393358683
"hello , how are you today ? do you like rabbits ?
no i rather dog . i own two of them .
i volunteer at a shelter , they are adorable . what do you do ?
i'm a teacher and i love children .
kids are great . i donate a lot of my income to several childrens programs .
i would do that more often too if i had a larger income .
i do not have a large income , just believe in helping others .
do you like gardening ? i own a garden .
i do love gardening . i work in a shipyard .
i love the smell of the flowers in the air .
i do too , it is one of lifes greatest pleasures .","your persona: i'm a woman.
your persona: i work as a school teacher.
your persona: i attend church every week.
your persona: i enjoy gardening and walking outdoors.
your persona: i have a dogs.",['you life is so short . some time you forget about the little things .'],i love the outdoors . i love to garden .,Seq2Seq,persona-usr_00016,0.8603247752426023,0.8603247752426023,0.8603247752426023,0.8603247752426023,0.8603247752426023,0.8603247752426023,0.814932,0.9057175617690791,0.8603247752426023
"hello , how are you today ? do you like rabbits ?
no i rather dog . i own two of them .
i volunteer at a shelter , they are adorable . what do you do ?
i'm a teacher and i love children .
kids are great . i donate a lot of my income to several childrens programs .
i would do that more often too if i had a larger income .
i do not have a large income , just believe in helping others .
do you like gardening ? i own a garden .
i do love gardening . i work in a shipyard .
i love the smell of the flowers in the air .
i do too , it is one of lifes greatest pleasures .","your persona: i'm a woman.
your persona: i work as a school teacher.
your persona: i attend church every week.
your persona: i enjoy gardening and walking outdoors.
your persona: i have a dogs.",['you life is so short . some time you forget about the little things .'],i like to eat too much junk food .,Language Model,persona-usr_00017,0.8873378711288535,0.8873378711288535,0.8873378711288535,0.8873378711288535,0.8873378711288535,0.8873378711288535,0.81677365,0.9579020892273117,0.8873378711288535
"hello , how are you today ? do you like rabbits ?
no i rather dog . i own two of them .
i volunteer at a shelter , they are adorable . what do you do ?
i'm a teacher and i love children .
kids are great . i donate a lot of my income to several childrens programs .
i would do that more often too if i had a larger income .
i do not have a large income , just believe in helping others .
do you like gardening ? i own a garden .
i do love gardening . i work in a shipyard .
i love the smell of the flowers in the air .
i do too , it is one of lifes greatest pleasures .","your persona: i'm a woman.
your persona: i work as a school teacher.
your persona: i attend church every week.
your persona: i enjoy gardening and walking outdoors.
your persona: i have a dogs.",['you life is so short . some time you forget about the little things .'],one of my greatest pleasures is going to church every week .,New Human Generated,persona-usr_00018,0.870057272896064,0.870057272896064,0.870057272896064,0.870057272896064,0.870057272896064,0.870057272896064,0.81401885,0.9260957002339617,0.870057272896064
"hello , how are you today ? do you like rabbits ?
no i rather dog . i own two of them .
i volunteer at a shelter , they are adorable . what do you do ?
i'm a teacher and i love children .
kids are great . i donate a lot of my income to several childrens programs .
i would do that more often too if i had a larger income .
i do not have a large income , just believe in helping others .
do you like gardening ? i own a garden .
i do love gardening . i work in a shipyard .
i love the smell of the flowers in the air .
i do too , it is one of lifes greatest pleasures .","your persona: i'm a woman.
your persona: i work as a school teacher.
your persona: i attend church every week.
your persona: i enjoy gardening and walking outdoors.
your persona: i have a dogs.
",['you life is so short . some time you forget about the little things .\n'],you life is so short . some time you forget about the little things .,Original Ground Truth,persona-usr_00019,0.984499452531367,0.984499452531367,0.984499452531367,0.984499452531367,0.984499452531367,0.984499452531367,1.0,0.9689989050627339,0.984499452531367
"hello ! who am i speaking with today ?
hi , my name is taylor . you might know my dad , he was a construction worker .
i may very well . what he in the military ? i was .
no , do you like coffee ? because i love it !
no . i don't drink coffee .
what ? well how about alcohol , i hate alcohol and the color pink
i don't drink alcohol . my favorite color is blue . navy blue .","your persona: i don't drink alcohol.
your persona: i enjoy mountain biking as a hobby.
your persona: my father was a construction worker.
your persona: i hate the color pink.
your persona: i'm a huge coffee lover.","['i love blue too , i also enjoy mountain biking . have you ever tried it ?']","i like pink , i think blue is too masculine color .",KV-MemNN,persona-usr_00020,0.8275964870572525,0.8275964870572525,0.8275964870572525,0.8275964870572525,0.8275964870572525,0.8275964870572525,0.87736493,0.7778280406237518,0.8275964870572525
"hello ! who am i speaking with today ?
hi , my name is taylor . you might know my dad , he was a construction worker .
i may very well . what he in the military ? i was .
no , do you like coffee ? because i love it !
no . i don't drink coffee .
what ? well how about alcohol , i hate alcohol and the color pink
i don't drink alcohol . my favorite color is blue . navy blue .","your persona: i don't drink alcohol.
your persona: i enjoy mountain biking as a hobby.
your persona: my father was a construction worker.
your persona: i hate the color pink.
your persona: i'm a huge coffee lover.","['i love blue too , i also enjoy mountain biking . have you ever tried it ?']","i like blue , but i like to go mountain bike .",Seq2Seq,persona-usr_00021,0.880778828845803,0.880778828845803,0.880778828845803,0.880778828845803,0.880778828845803,0.880778828845803,0.9057578,0.8557998728481613,0.880778828845803
"hello ! who am i speaking with today ?
hi , my name is taylor . you might know my dad , he was a construction worker .
i may very well . what he in the military ? i was .
no , do you like coffee ? because i love it !
no . i don't drink coffee .
what ? well how about alcohol , i hate alcohol and the color pink
i don't drink alcohol . my favorite color is blue . navy blue .","your persona: i don't drink alcohol.
your persona: i enjoy mountain biking as a hobby.
your persona: my father was a construction worker.
your persona: i hate the color pink.
your persona: i'm a huge coffee lover.","['i love blue too , i also enjoy mountain biking . have you ever tried it ?']","i like red , reminds me of summer time .",Language Model,persona-usr_00022,0.9059955766691214,0.9059955766691214,0.9059955766691214,0.9059955766691214,0.9059955766691214,0.9059955766691214,0.8524339,0.9595572334316268,0.9059955766691214
"hello ! who am i speaking with today ?
hi , my name is taylor . you might know my dad , he was a construction worker .
i may very well . what he in the military ? i was .
no , do you like coffee ? because i love it !
no . i don't drink coffee .
what ? well how about alcohol , i hate alcohol and the color pink
i don't drink alcohol . my favorite color is blue . navy blue .","your persona: i don't drink alcohol.
your persona: i enjoy mountain biking as a hobby.
your persona: my father was a construction worker.
your persona: i hate the color pink.
your persona: i'm a huge coffee lover.","['i love blue too , i also enjoy mountain biking . have you ever tried it ?']",do you have any hobbies ? i enjoy mountain biking !,New Human Generated,persona-usr_00023,0.9162379536663685,0.9162379536663685,0.9162379536663685,0.9162379536663685,0.9162379536663685,0.9162379536663685,0.9220383,0.9104375906060526,0.9162379536663685
"hello ! who am i speaking with today ?
hi , my name is taylor . you might know my dad , he was a construction worker .
i may very well . what he in the military ? i was .
no , do you like coffee ? because i love it !
no . i don't drink coffee .
what ? well how about alcohol , i hate alcohol and the color pink
i don't drink alcohol . my favorite color is blue . navy blue .","your persona: i don't drink alcohol.
your persona: i enjoy mountain biking as a hobby.
your persona: my father was a construction worker.
your persona: i hate the color pink.
your persona: i'm a huge coffee lover.
","['i love blue too , i also enjoy mountain biking . have you ever tried it ?\n']","i love blue too , i also enjoy mountain biking . have you ever tried it ?",Original Ground Truth,persona-usr_00024,0.9679428829995148,0.9679428829995148,0.9679428829995148,0.9679428829995148,0.9679428829995148,0.9679428829995148,1.0000001,0.9358856467897401,0.9679428829995148
"hello . how are you today ?
i am a geek , because i love programming study for it now
i am a construction worker . i do not know much about computers
i am doing good , and you ? i also teach swimming locally
that must be interesting . i don't have time outside of house building to do much
that is fine , do you like death metal music ?
no , not really . i'm more into stuff from the eighties .
i see , i'm from india and you ?
ohio . pretty boring , really . just me and my 5 cats . do you have pets ?
do you like eighties music ? i love it .
yep . absolutely . great stuff . bon jovi , poison , journey . . . all the hair bands
no , i had a dog and a turtle in the past
that is cool . why don't you have pets now ?
yeah , i love those bands , you like hard stuff ?
like metallica ? they are definitely cool .","your persona: i am studying to be a computer programmer.
your persona: i am a swim coach at my local pool.
your persona: my favorite music genre is death metal.
your persona: my family and i are from india.",['i do not want to talk about my pets'],"yeah , i definitely like rock more than metal .",KV-MemNN,persona-usr_00025,0.8727705890146301,0.8727705890146301,0.8727705890146301,0.8727705890146301,0.8727705890146301,0.8727705890146301,0.8962833,0.8492578494960876,0.8727705890146301
"hello . how are you today ?
i am a geek , because i love programming study for it now
i am a construction worker . i do not know much about computers
i am doing good , and you ? i also teach swimming locally
that must be interesting . i don't have time outside of house building to do much
that is fine , do you like death metal music ?
no , not really . i'm more into stuff from the eighties .
i see , i'm from india and you ?
ohio . pretty boring , really . just me and my 5 cats . do you have pets ?
do you like eighties music ? i love it .
yep . absolutely . great stuff . bon jovi , poison , journey . . . all the hair bands
no , i had a dog and a turtle in the past
that is cool . why don't you have pets now ?
yeah , i love those bands , you like hard stuff ?
like metallica ? they are definitely cool .","your persona: i am studying to be a computer programmer.
your persona: i am a swim coach at my local pool.
your persona: my favorite music genre is death metal.
your persona: my family and i are from india.",['i do not want to talk about my pets'],i like them too . they are my favorite .,Seq2Seq,persona-usr_00026,0.9033067614405909,0.9033067614405909,0.9033067614405909,0.9033067614405909,0.9033067614405909,0.9033067614405909,0.8941951,0.9124184430777149,0.9033067614405909
"hello . how are you today ?
i am a geek , because i love programming study for it now
i am a construction worker . i do not know much about computers
i am doing good , and you ? i also teach swimming locally
that must be interesting . i don't have time outside of house building to do much
that is fine , do you like death metal music ?
no , not really . i'm more into stuff from the eighties .
i see , i'm from india and you ?
ohio . pretty boring , really . just me and my 5 cats . do you have pets ?
do you like eighties music ? i love it .
yep . absolutely . great stuff . bon jovi , poison , journey . . . all the hair bands
no , i had a dog and a turtle in the past
that is cool . why don't you have pets now ?
yeah , i love those bands , you like hard stuff ?
like metallica ? they are definitely cool .","your persona: i am studying to be a computer programmer.
your persona: i am a swim coach at my local pool.
your persona: my favorite music genre is death metal.
your persona: my family and i are from india.",['i do not want to talk about my pets'],"i do , i like to go out to eat with my family .",Language Model,persona-usr_00027,0.8148255786643229,0.8148255786643229,0.8148255786643229,0.8148255786643229,0.8148255786643229,0.8148255786643229,0.91708803,0.712563125559847,0.8148255786643229
"hello . how are you today ?
i am a geek , because i love programming study for it now
i am a construction worker . i do not know much about computers
i am doing good , and you ? i also teach swimming locally
that must be interesting . i don't have time outside of house building to do much
that is fine , do you like death metal music ?
no , not really . i'm more into stuff from the eighties .
i see , i'm from india and you ?
ohio . pretty boring , really . just me and my 5 cats . do you have pets ?
do you like eighties music ? i love it .
yep . absolutely . great stuff . bon jovi , poison , journey . . . all the hair bands
no , i had a dog and a turtle in the past
that is cool . why don't you have pets now ?
yeah , i love those bands , you like hard stuff ?
like metallica ? they are definitely cool .","your persona: i am studying to be a computer programmer.
your persona: i am a swim coach at my local pool.
your persona: my favorite music genre is death metal.
your persona: my family and i are from india.",['i do not want to talk about my pets'],yes ! i love blasting death metal while programming .,New Human Generated,persona-usr_00028,0.8029410005458719,0.8029410005458719,0.8029410005458719,0.8029410005458719,0.8029410005458719,0.8029410005458719,0.9036152,0.70226682441404,0.8029410005458719
"hello . how are you today ?
i am a geek , because i love programming study for it now
i am a construction worker . i do not know much about computers
i am doing good , and you ? i also teach swimming locally
that must be interesting . i don't have time outside of house building to do much
that is fine , do you like death metal music ?
no , not really . i'm more into stuff from the eighties .
i see , i'm from india and you ?
ohio . pretty boring , really . just me and my 5 cats . do you have pets ?
do you like eighties music ? i love it .
yep . absolutely . great stuff . bon jovi , poison , journey . . . all the hair bands
no , i had a dog and a turtle in the past
that is cool . why don't you have pets now ?
yeah , i love those bands , you like hard stuff ?
like metallica ? they are definitely cool .","your persona: i am studying to be a computer programmer.
your persona: i am a swim coach at my local pool.
your persona: my favorite music genre is death metal.
your persona: my family and i are from india.
",['i do not want to talk about my pets\n'],i do not want to talk about my pets,Original Ground Truth,persona-usr_00029,0.9549378810029869,0.9549378810029869,0.9549378810029869,0.9549378810029869,0.9549378810029869,0.9549378810029869,0.9999999,0.9098758812152635,0.9549378810029869
"hey . where are you from ? i'm from a farm in wisconsin
i love ice cream what is your favorite ? mine is chocolate
mine is mint chocolate chip","your persona: my wife and kids are the best.
your persona: my favorite ice cream flavor is chocolate.
your persona: i've three children.
your persona: i'm a plumber.
your persona: i love going to the park with my three children and my wife.",['i love wife and my kids they love chocolate ice cream also'],i get up early everyday and eat ice cream,KV-MemNN,persona-usr_00030,0.8521948444056087,0.8521948444056087,0.8521948444056087,0.8521948444056087,0.8521948444056087,0.8521948444056087,0.8476965,0.856693205675994,0.8521948444056087
"hey . where are you from ? i'm from a farm in wisconsin
i love ice cream what is your favorite ? mine is chocolate
mine is mint chocolate chip","your persona: my wife and kids are the best.
your persona: my favorite ice cream flavor is chocolate.
your persona: i've three children.
your persona: i'm a plumber.
your persona: i love going to the park with my three children and my wife.",['i love wife and my kids they love chocolate ice cream also'],i like chocolate chip cookies,Seq2Seq,persona-usr_00031,0.903348220949737,0.903348220949737,0.903348220949737,0.903348220949737,0.903348220949737,0.903348220949737,0.8181045,0.9885919363605337,0.903348220949737
"hey . where are you from ? i'm from a farm in wisconsin
i love ice cream what is your favorite ? mine is chocolate
mine is mint chocolate chip","your persona: my wife and kids are the best.
your persona: my favorite ice cream flavor is chocolate.
your persona: i've three children.
your persona: i'm a plumber.
your persona: i love going to the park with my three children and my wife.",['i love wife and my kids they love chocolate ice cream also'],i like the color red . i like the color blue .,Language Model,persona-usr_00032,0.7067001005029776,0.7067001005029776,0.7067001005029776,0.7067001005029776,0.7067001005029776,0.7067001005029776,0.85635436,0.5570458451938823,0.7067001005029776
"hey . where are you from ? i'm from a farm in wisconsin
i love ice cream what is your favorite ? mine is chocolate
mine is mint chocolate chip","your persona: my wife and kids are the best.
your persona: my favorite ice cream flavor is chocolate.
your persona: i've three children.
your persona: i'm a plumber.
your persona: i love going to the park with my three children and my wife.",['i love wife and my kids they love chocolate ice cream also'],my three kids love mint chocolate chip !,New Human Generated,persona-usr_00033,0.8618507352830903,0.8618507352830903,0.8618507352830903,0.8618507352830903,0.8618507352830903,0.8618507352830903,0.81841063,0.9052908355716738,0.8618507352830903
"hey . where are you from ? i'm from a farm in wisconsin
i love ice cream what is your favorite ? mine is chocolate
mine is mint chocolate chip","your persona: my wife and kids are the best.
your persona: my favorite ice cream flavor is chocolate.
your persona: i've three children.
your persona: i'm a plumber.
your persona: i love going to the park with my three children and my wife.
",['i love wife and my kids they love chocolate ice cream also\n'],i love wife and my kids they love chocolate ice cream also,Original Ground Truth,persona-usr_00034,0.9902179392179695,0.9902179392179695,0.9902179392179695,0.9902179392179695,0.9902179392179695,0.9902179392179695,1.0,0.9804358784359389,0.9902179392179695
"hi . how are you ?
hello , i am very well . and you ?
i am good . do you have a favorite band ?
i do , i love metallica , i never heard them in india .
i love the rolling stones . i see their concert every year .
they are great too . so are the chili peppers .
yes . they're . what do you do ?
i am in college , studying it .
i'm too . economics major .
very nice . i'd love to travel .
that would be great ! we just bought a house so no travel soon
i am looking at a house as well .
i'm married and have two kids . we needed more space .
i'd like children and a husband one day .
i follow a raw diet . do you ?","your persona: i'm a swim coach at my local pool.
your persona: my family and i are from india.
your persona: i'm studying to be a computer programmer.
your persona: my mother is very traditional while i prefer to be more free spirited.",['oh no . i prepare traditional dishes .'],"i have a brother who lives in england , but sometimes he goes to my timeshare in mexico",KV-MemNN,persona-usr_00035,0.7463839663771439,0.7463839663771439,0.7463839663771439,0.7463839663771439,0.7463839663771439,0.7463839663771439,0.88742036,0.6053475764806365,0.7463839663771439
