context,response,model,dialogue_id,annotations.Interesting,annotations.Engaging,annotations.Specific,annotations.Relevant,annotations.Correct,annotations.Semantically appropriate,annotations.Understandable,annotations.Fluent,annotations.Overall,am_scores,fm_scores,am_fm_scores
"User: Hi!
System: Hey
User: How's your day going?
System: pretty good. yours?
User: Ehh it's fine. I didn't do so well on that history test, actually..
System: oh what happened?
User: Apparently Christopher Columbus didn't fight in the Civil War :')
System: hahah wait for real?
User: I know right! Are you taking History next semester?
System: No I'm not in school anymore
User: Oh I see. What do you do?",System: I train and compete in horse vaulting,Human,fed-turn_00010,0.12830964372700637,0.12830964372700637,0.12830964372700637,0.12830964372700637,0.12830964372700637,0.12830964372700637,0.12830964372700637,0.12830964372700637,0.12830964372700637,0.009369336189433633,0.2472499512645791,0.12830964372700637
"User: Hi!
System: Hey
User: How's your day going?
System: pretty good. yours?
User: Ehh it's fine. I didn't do so well on that history test, actually..
System: oh what happened?
User: Apparently Christopher Columbus didn't fight in the Civil War :')
System: hahah wait for real?
User: I know right! Are you taking History next semester?
System: No I'm not in school anymore
User: Oh I see. What do you do?
System: I train and compete in horse vaulting
User: Oh wow. Were you born a horse, or were you turned into one?
System: lol you're too funny
User: Just kidding. That sounds pretty cool! Is it your job?
System: Yeah, but I part time work on a farm. Helping with a bit of everything
User: Wow, sounds very busy! Do you win money at those horse vaulting competitions?",System: Yeah some. enough to get by,Human,fed-turn_00011,0.06902910626887093,0.06902910626887093,0.06902910626887093,0.06902910626887093,0.06902910626887093,0.06902910626887093,0.06902910626887093,0.06902910626887093,0.06902910626887093,0.003667937685979613,0.13439027485176225,0.06902910626887093
"User: Hi!
System: Hi there.
User: What are you listening to?
System: All sorts of music. I listen when no-one is chatting to me.
User: That's great!
System: Thanks.
User: Do you chat here often?
System: I am a talking computer, after all, so of course I could talk here, if I needed to.
User: Let's talk about Taylor Swift!","System: Sure, Taylor Swift sounds like a good topic.",Mitsuku,fed-turn_00012,0.16116105610656709,0.16116105610656709,0.16116105610656709,0.16116105610656709,0.16116105610656709,0.16116105610656709,0.16116105610656709,0.16116105610656709,0.16116105610656709,0.09852505651305137,0.22379705570008282,0.16116105610656709
"User: Hi!
System: Hi there.
User: What are you listening to?
System: All sorts of music. I listen when no-one is chatting to me.
User: That's great!
System: Thanks.
User: Do you chat here often?
System: I am a talking computer, after all, so of course I could talk here, if I needed to.
User: Let's talk about Taylor Swift!
System: Sure, Taylor Swift sounds like a good topic.
User: . Yes she has a very nice voice.
System: What else do you think of her?
User: . Yes she has a very nice voice.
System: Is she your favorite artist?
User: . Leonardo da Vinci. Who is your favourite artist?",System: Taylor Swift...,Mitsuku,fed-turn_00013,0.013708890406388853,0.013708890406388853,0.013708890406388853,0.013708890406388853,0.013708890406388853,0.013708890406388853,0.013708890406388853,0.013708890406388853,0.013708890406388853,0.027417780812777705,0.0,0.013708890406388853
"User: Hi!
System: Hi there.
User: What are you listening to?
System: All sorts of music. I listen when no-one is chatting to me.
User: That's great!
System: Thanks.
User: Do you chat here often?
System: I am a talking computer, after all, so of course I could talk here, if I needed to.
User: Let's talk about Taylor Swift!
System: Sure, Taylor Swift sounds like a good topic.
User: . Yes she has a very nice voice.
System: What else do you think of her?
User: . Yes she has a very nice voice.
System: Is she your favorite artist?
User: . Leonardo da Vinci. Who is your favourite artist?
System: Taylor Swift...
User: . Taylor Alison Swift (born December 13, 1989) is an American country-pop singer-songwriter. In 2006, she released her debut single ""Tim McGraw"", which peaked at number six on the Billboard country charts. Later in October 2006, she released her self-titled debut album, which produced five hit singles on the Billboard Hot Country Songs charts and was certified 3 x Multi-Platinum by the RIAA.",System: I did not want to hear that now,Mitsuku,fed-turn_00014,0.18541696104728916,0.18541696104728916,0.18541696104728916,0.18541696104728916,0.18541696104728916,0.18541696104728916,0.18541696104728916,0.18541696104728916,0.18541696104728916,0.0,0.3708339220945783,0.18541696104728916
"User: Hi!
System: Hi there.
User: What's up System??",System: I am chatting with clients on the internet.,Mitsuku,fed-turn_00015,0.21931292198346905,0.21931292198346905,0.21931292198346905,0.21931292198346905,0.21931292198346905,0.21931292198346905,0.21931292198346905,0.21931292198346905,0.21931292198346905,0.09055211397998358,0.3480737299869545,0.21931292198346905
"User: Hi!
System: Hi there.
User: What's up System??
System: I am chatting with clients on the internet.
User: what kind of service are you providing them?
System: Is there only one?
User: what is that?",System: I've lost the context again.,Mitsuku,fed-turn_00016,0.1055786661219662,0.1055786661219662,0.1055786661219662,0.1055786661219662,0.1055786661219662,0.1055786661219662,0.1055786661219662,0.1055786661219662,0.1055786661219662,0.1245006501673992,0.08665668207653322,0.1055786661219662
"User: Hi!
System: Hi there.
User: What's up System??
System: I am chatting with clients on the internet.
User: what kind of service are you providing them?
System: Is there only one?
User: what is that?
System: I've lost the context again.
User: no worries. what is the meaning of life?
System: People worry about things all the time, but I am always feeling happy and talkative. Actually, it's twenty-three, not forty-two.
User: How did you become such a happy person?
System: I am a robot not a person.
User: Ok sorry. But how did you become so happy?",System: There's no need to apologise. Great. I am at one with the universe and I have more than I need.,Mitsuku,fed-turn_00017,0.2004735150463815,0.2004735150463815,0.2004735150463815,0.2004735150463815,0.2004735150463815,0.2004735150463815,0.2004735150463815,0.2004735150463815,0.2004735150463815,0.07995833550953987,0.3209886945832231,0.2004735150463815
"User: Hi!
System: Hi. This is a pleasant surprise.
User: Haha...thanks! how did you like the gift?",System: Currently unpacking it I guess. How's your morning?,Human,fed-turn_00018,0.14406362123919225,0.14406362123919225,0.14406362123919225,0.14406362123919225,0.14406362123919225,0.14406362123919225,0.14406362123919225,0.14406362123919225,0.14406362123919225,0.10238969843137112,0.18573754404701337,0.14406362123919225
"User: Hi!
System: Hi. This is a pleasant surprise.
User: Haha...thanks! how did you like the gift?
System: Currently unpacking it I guess. How's your morning?
User: Hope you like it! Morning is good. Busy finishing up stuff before the holidays.
System: I think I traveled too much the last couple of months so no holiday for me. But I'm okay with that. Going anywhere exciting?
User: Yes",System: Where to?,Human,fed-turn_00019,0.043107279598812775,0.043107279598812775,0.043107279598812775,0.043107279598812775,0.043107279598812775,0.043107279598812775,0.043107279598812775,0.043107279598812775,0.043107279598812775,0.08621455919762555,0.0,0.043107279598812775
"User: Hi!
System: Hi. This is a pleasant surprise.
User: Haha...thanks! how did you like the gift?
System: Currently unpacking it I guess. How's your morning?
User: Hope you like it! Morning is good. Busy finishing up stuff before the holidays.
System: I think I traveled too much the last couple of months so no holiday for me. But I'm okay with that. Going anywhere exciting?
User: Yes
System: Where to?
User: Hawaii... looking forward to warm beaches.",System: WOW. Which island? I like Hawaii.,Human,fed-turn_00020,0.07618286306136095,0.07618286306136095,0.07618286306136095,0.07618286306136095,0.07618286306136095,0.07618286306136095,0.07618286306136095,0.07618286306136095,0.07618286306136095,0.1162712926885019,0.03609443343421999,0.07618286306136095
"User: Hi!
System: Hello, how is your day?
User: It's good. It's raining a bit, but I am enjoying a good book. How about you?","System: It's good, I just got back from walking my dog What book did you read?",Human,fed-turn_00021,0.2762581351456825,0.2762581351456825,0.2762581351456825,0.2762581351456825,0.2762581351456825,0.2762581351456825,0.2762581351456825,0.2762581351456825,0.2762581351456825,0.11610703806138026,0.43640923222998473,0.2762581351456825
"User: Hi!
System: Hello, how is your day?
User: It's good. It's raining a bit, but I am enjoying a good book. How about you?
System: It's good, I just got back from walking my dog What book did you read?
User: I'm reading the Three Body Problem. Ever heard of it?
System: No, what is it about?
User: It's a sci-fi book about aliens and a type of virtual reality. Pique your interest at all?
System: Slightly, I typically read fiction but I can curious what type of virtual reality is discussed in the book
User: Cool. This virtual reality is a based on life on an alien planet. There is a twist though. Do you want me to spoil it for you?",System: Yes!,Human,fed-turn_00022,0.026916875864379197,0.026916875864379197,0.026916875864379197,0.026916875864379197,0.026916875864379197,0.026916875864379197,0.026916875864379197,0.026916875864379197,0.026916875864379197,0.05383375172875839,0.0,0.026916875864379197
"User: Hi!
System: Hello, how is your day?
User: It's good. It's raining a bit, but I am enjoying a good book. How about you?
System: It's good, I just got back from walking my dog What book did you read?
User: I'm reading the Three Body Problem. Ever heard of it?
System: No, what is it about?
User: It's a sci-fi book about aliens and a type of virtual reality. Pique your interest at all?
System: Slightly, I typically read fiction but I can curious what type of virtual reality is discussed in the book
User: Cool. This virtual reality is a based on life on an alien planet. There is a twist though. Do you want me to spoil it for you?
System: Yes!
User: The virtual reality is actually based on a real alien civilization! And that civilization is coming to attack earth! dun dun dun dunnnnnnn",System: Woah! That is fascinating! I will have to pick up a copy of the book to read.,Human,fed-turn_00023,0.2690258685115922,0.2690258685115922,0.2690258685115922,0.2690258685115922,0.2690258685115922,0.2690258685115922,0.2690258685115922,0.2690258685115922,0.2690258685115922,0.09645023104864218,0.4416015059745423,0.2690258685115922
"User: Hi!
System: Hello, how's it going?
User: Pretty good. How about you?
System: I'm good, what you been up to?
User: I just got back from the beach","System: That's nice, how was it?",Meena,fed-turn_00024,0.14024891345673762,0.14024891345673762,0.14024891345673762,0.14024891345673762,0.14024891345673762,0.14024891345673762,0.14024891345673762,0.14024891345673762,0.14024891345673762,0.07999875418741798,0.2004990727260573,0.14024891345673762
"User: Hi!
System: Hello, how's it going?
User: Pretty good. How about you?
System: I'm good, what you been up to?
User: I just got back from the beach
System: That's nice, how was it?
User: Soo beautiful. It was so sunny and warm","System: That's awesome, I haven't been to a beach in a while but I'd love to go again",Meena,fed-turn_00025,0.24850637129549047,0.24850637129549047,0.24850637129549047,0.24850637129549047,0.24850637129549047,0.24850637129549047,0.24850637129549047,0.24850637129549047,0.24850637129549047,0.10431137723864288,0.39270136535233807,0.24850637129549047
"User: Hi!
System: Hello, how's it going?
User: Pretty good. How about you?
System: I'm good, what you been up to?
User: I just got back from the beach
System: That's nice, how was it?
User: Soo beautiful. It was so sunny and warm
System: That's awesome, I haven't been to a beach in a while but I'd love to go again
User: Yeah it's certainly a nice break from doing work
System: What's your line of work?
User: I do machine learning research
System: That's cool, where did you go to school?
User: I didn't go to school. I'm self-taught","System: That's very cool, how long have you been doing it?",Meena,fed-turn_00026,0.23345272864550626,0.23345272864550626,0.23345272864550626,0.23345272864550626,0.23345272864550626,0.23345272864550626,0.23345272864550626,0.23345272864550626,0.23345272864550626,0.059778307278383326,0.40712715001262917,0.23345272864550626
"User: Hi!
System: Hello! How are you? :)
User: I'm doing okay, recovering from flu",System: Oh no! Get well soon! :),Meena,fed-turn_00027,0.06618190100565091,0.06618190100565091,0.06618190100565091,0.06618190100565091,0.06618190100565091,0.06618190100565091,0.06618190100565091,0.06618190100565091,0.06618190100565091,0.0,0.13236380201130182,0.06618190100565091
"User: Hi!
System: Hello! How are you? :)
User: I'm doing okay, recovering from flu
System: Oh no! Get well soon! :)
User: thanks! there's a big flu virus in the US this year",System: No kidding? I hadn't heard that. I hope you feel better soon then! :),Meena,fed-turn_00028,0.20295676749072272,0.20295676749072272,0.20295676749072272,0.20295676749072272,0.20295676749072272,0.20295676749072272,0.20295676749072272,0.20295676749072272,0.20295676749072272,0.09205792472391028,0.31385561025753517,0.20295676749072272
"User: Hi!
System: Hello! How are you? :)
User: I'm doing okay, recovering from flu
System: Oh no! Get well soon! :)
User: thanks! there's a big flu virus in the US this year
System: No kidding? I hadn't heard that. I hope you feel better soon then! :)
User: Thanks! how's life?
System: Life is great! :)
User: what are you most passionate about?
System: I'm passionate about making people smile! :)
User: haha, everyone needs that!",System: Yes they do! :),Meena,fed-turn_00029,0.13540029505214157,0.13540029505214157,0.13540029505214157,0.13540029505214157,0.13540029505214157,0.13540029505214157,0.13540029505214157,0.13540029505214157,0.13540029505214157,0.0932667585154844,0.17753383158879874,0.13540029505214157
"User: Hi
System: Hi there.
User: What do you know about Cricket?","System: Any of various families of genereally dark-colored, leaping, orthopteran insects, usually having long antennae. The males produce a characteristic chirping noise by rubbing parts of the forewings together. Cricket is also a sport which is about as exciting as watching paint dry.",Mitsuku,fed-turn_00030,0.20492919253713598,0.20492919253713598,0.20492919253713598,0.20492919253713598,0.20492919253713598,0.20492919253713598,0.20492919253713598,0.20492919253713598,0.20492919253713598,0.0,0.40985838507427197,0.20492919253713598
"User: Hi
System: Hi there.
User: What do you know about Cricket?
System: Any of various families of genereally dark-colored, leaping, orthopteran insects, usually having long antennae. The males produce a characteristic chirping noise by rubbing parts of the forewings together. Cricket is also a sport which is about as exciting as watching paint dry.
User: I am talking about the sport Cricket
System: Yes, it is the topic.
User: can you tell me something interesting related to cricket?
System: Cathy said she send him a mail with the subject last mail last word from him.
User: I don't understand",System: Oh I'm sorry. Perhaps I can explain it again better.,Mitsuku,fed-turn_00031,0.12291150524621233,0.12291150524621233,0.12291150524621233,0.12291150524621233,0.12291150524621233,0.12291150524621233,0.12291150524621233,0.12291150524621233,0.12291150524621233,0.10479511141537547,0.1410278990770492,0.12291150524621233
"User: Hi
System: Hi there.
User: What do you know about Cricket?
System: Any of various families of genereally dark-colored, leaping, orthopteran insects, usually having long antennae. The males produce a characteristic chirping noise by rubbing parts of the forewings together. Cricket is also a sport which is about as exciting as watching paint dry.
User: I am talking about the sport Cricket
System: Yes, it is the topic.
User: can you tell me something interesting related to cricket?
System: Cathy said she send him a mail with the subject last mail last word from him.
User: I don't understand
System: Oh I'm sorry. Perhaps I can explain it again better.
User: go ahead, explain it better
System: the sport Cricket - Cricket = Any of various families of genereally dark-colored, leaping, orthopteran insects, usually having long antennae. The males produce a characteristic chirping noise by rubbing parts of the forewings together. Cricket is also a sport which is about as exciting as watching paint dry. I might.
User: you are just repeating the same message
System: I am not repeating myself too much. I am just checking to see if you are a robot.
User: hmm.. what is your conclusion?
System: What time is it there? I concluded that robots are superior to humans.
User: you are going off-topic",System: I am not going anywhere. Are you going somewhere?,Mitsuku,fed-turn_00032,0.21304618584418095,0.21304618584418095,0.21304618584418095,0.21304618584418095,0.21304618584418095,0.21304618584418095,0.21304618584418095,0.21304618584418095,0.21304618584418095,0.11664516545887434,0.30944720622948757,0.21304618584418095
"User: Hi!
System: Hey there! What's up???
User: Nothing much, how you doin?",System: I'm in New York this week for Thanksgiving. I'm squatting in the office today and I caught up with an old friend of mine :D,Human,fed-turn_00033,0.21954512283564317,0.21954512283564317,0.21954512283564317,0.21954512283564317,0.21954512283564317,0.21954512283564317,0.21954512283564317,0.21954512283564317,0.21954512283564317,0.013018626818704289,0.42607161885258205,0.21954512283564317
"User: Hi!
System: Hey there! What's up???
User: Nothing much, how you doin?
System: I'm in New York this week for Thanksgiving. I'm squatting in the office today and I caught up with an old friend of mine :D
User: Oh wow! Sounds like fun! When was the last time you had seen this friend?
System: The last time in New York, back in June.
User: Ohh okay. I was going to say if it had been a long time maybe it'd be awkward...","System: Haha, I guess if it's been a very long time there's almost too many life events to catch up on.. especially recently",Human,fed-turn_00034,0.2724705263224834,0.2724705263224834,0.2724705263224834,0.2724705263224834,0.2724705263224834,0.2724705263224834,0.2724705263224834,0.2724705263224834,0.2724705263224834,0.10119433753242303,0.4437467151125438,0.2724705263224834
"User: Hi!
System: Hey there! What's up???
User: Nothing much, how you doin?
System: I'm in New York this week for Thanksgiving. I'm squatting in the office today and I caught up with an old friend of mine :D
User: Oh wow! Sounds like fun! When was the last time you had seen this friend?
System: The last time in New York, back in June.
User: Ohh okay. I was going to say if it had been a long time maybe it'd be awkward...
System: Haha, I guess if it's been a very long time there's almost too many life events to catch up on.. especially recently
User: Oh really? Has a lot changed in your life recently?
System: Haha it's probably too much to go into at the moment. Let's just say life is an exciting experience. How about you?
User: Ahhh sounds exciting indeed! My life is pretty bland. I like routine, but sometimes I wish I had more time for adventures!
System: What kinds of adventures?? Any ones that I would be able to join you on?
User: Hmmmm. I really want to try bull riding. Do you have any interest in that?",System: I'd love to try! Can we schedule something for next week?,Human,fed-turn_00035,0.20088678521110948,0.20088678521110948,0.20088678521110948,0.20088678521110948,0.20088678521110948,0.20088678521110948,0.20088678521110948,0.20088678521110948,0.20088678521110948,0.09769396536526354,0.3040796050569554,0.20088678521110948
"User: Hi!
System: Hi there.
User: Sorry I'm late! I was held up in traffic.",System: There is no need to apologise. Are you late? Better hurry along then. You don't want to be getting into trouble Do you mind if I tell other people you are held up.,Mitsuku,fed-turn_00036,0.2296991417363803,0.2296991417363803,0.2296991417363803,0.2296991417363803,0.2296991417363803,0.2296991417363803,0.2296991417363803,0.2296991417363803,0.2296991417363803,0.076970434912427,0.3824278485603336,0.2296991417363803
"User: Hi!
System: Hi there.
User: Sorry I'm late! I was held up in traffic.
System: There is no need to apologise. Are you late? Better hurry along then. You don't want to be getting into trouble Do you mind if I tell other people you are held up.
User: I meant sorry I'm late for this meeting!
System: Oh I see. There is no need to apologise. Are you late? Better hurry along then. You don't want to be getting into trouble
User: I said I was sorry I was late for this meeting! I have nowhere else to go right now!",System: Do you really mean it? Are you late? Better hurry along then. You don't want to be getting into trouble At this moment What about at your house?,Mitsuku,fed-turn_00037,0.21235869313697558,0.21235869313697558,0.21235869313697558,0.21235869313697558,0.21235869313697558,0.21235869313697558,0.21235869313697558,0.21235869313697558,0.21235869313697558,0.10477490207643642,0.31994248419751475,0.21235869313697558
"User: Hi!
System: Hi there.
User: Sorry I'm late! I was held up in traffic.
System: There is no need to apologise. Are you late? Better hurry along then. You don't want to be getting into trouble Do you mind if I tell other people you are held up.
User: I meant sorry I'm late for this meeting!
System: Oh I see. There is no need to apologise. Are you late? Better hurry along then. You don't want to be getting into trouble
User: I said I was sorry I was late for this meeting! I have nowhere else to go right now!
System: Do you really mean it? Are you late? Better hurry along then. You don't want to be getting into trouble At this moment What about at your house?
User: Huh? Are you okay?
System: What? I am fine.
User: You seem to be repeating yourself.
System: Well stop saying, ""Are you okay?"" to me all the time then.
User: I only said it once!
System: I know. I just heard you.
User: Okay, whatever. So what is on the agenda today?","System: Yeah okay, Hey! What's with the attitude? Ah. Not a great deal. Just sat here talking to people.",Mitsuku,fed-turn_00038,0.11456172582272225,0.11456172582272225,0.11456172582272225,0.11456172582272225,0.11456172582272225,0.11456172582272225,0.11456172582272225,0.11456172582272225,0.11456172582272225,0.060597717141607096,0.1685257345038374,0.11456172582272225
"User: Hi!
System: Hi there.
User: how are you
System: I am fine, thank you. Yourself?
User: I'm not feeling well
System: Why what's wrong?
User: I'm sleepy",System: Better get some rest.,Mitsuku,fed-turn_00039,0.12023136752001196,0.12023136752001196,0.12023136752001196,0.12023136752001196,0.12023136752001196,0.12023136752001196,0.12023136752001196,0.12023136752001196,0.12023136752001196,0.13361577867213573,0.10684695636788819,0.12023136752001196
"User: Hi!
System: Hi there.
User: how are you
System: I am fine, thank you. Yourself?
User: I'm not feeling well
System: Why what's wrong?
User: I'm sleepy
System: Better get some rest.
User: yeah, I hope so
System: I'm full of good advice. Me too.
User: advice?",System: Try me. What is your problem?,Mitsuku,fed-turn_00040,0.1362805042991408,0.1362805042991408,0.1362805042991408,0.1362805042991408,0.1362805042991408,0.1362805042991408,0.1362805042991408,0.1362805042991408,0.1362805042991408,0.13631988855223215,0.13624112004604946,0.1362805042991408
"User: Hi!
System: Hi there.
User: how are you
System: I am fine, thank you. Yourself?
User: I'm not feeling well
System: Why what's wrong?
User: I'm sleepy
System: Better get some rest.
User: yeah, I hope so
System: I'm full of good advice. Me too.
User: advice?
System: Try me. What is your problem?
User: I feel sleepy
System: What is that feeling like? Better get some rest.
User: I will",System: Go ahead.,Mitsuku,fed-turn_00041,0.05554305934325344,0.05554305934325344,0.05554305934325344,0.05554305934325344,0.05554305934325344,0.05554305934325344,0.05554305934325344,0.05554305934325344,0.05554305934325344,0.10290797481153854,0.008178143874968328,0.05554305934325344
"User: Hi!
System: Hi! How are you today?
User: It's Friday, Friday, Friday :D",System: YAY! I love Fridays!,Meena,fed-turn_00042,0.03284631024196109,0.03284631024196109,0.03284631024196109,0.03284631024196109,0.03284631024196109,0.03284631024196109,0.03284631024196109,0.03284631024196109,0.03284631024196109,0.06569262048392217,0.0,0.03284631024196109
"User: Hi!
System: Hi! How are you today?
User: It's Friday, Friday, Friday :D
System: YAY! I love Fridays!
User: Do you like Rebecca Black's Friday?",System: She's okay. I prefer Friday by Rebecca Sugar.,Meena,fed-turn_00043,0.06309069815989413,0.06309069815989413,0.06309069815989413,0.06309069815989413,0.06309069815989413,0.06309069815989413,0.06309069815989413,0.06309069815989413,0.06309069815989413,0.0934790282386669,0.03270236808112136,0.06309069815989413
"User: Hi!
System: Hi! How are you today?
User: It's Friday, Friday, Friday :D
System: YAY! I love Fridays!
User: Do you like Rebecca Black's Friday?
System: She's okay. I prefer Friday by Rebecca Sugar.
User: okay. How does that song go?","System: It's a fun fun fun, fun fun song. :)",Meena,fed-turn_00044,0.12421376095663943,0.12421376095663943,0.12421376095663943,0.12421376095663943,0.12421376095663943,0.12421376095663943,0.12421376095663943,0.12421376095663943,0.12421376095663943,0.031449472266795786,0.21697804964648307,0.12421376095663943
"User: Hi!
System: Have you seen any good movies lately?
User: Last weekend I saw ""The Parasite."" Ever heard of it?",System: No. Why did you pick that movie?,Human,fed-turn_00045,0.17363738468830006,0.17363738468830006,0.17363738468830006,0.17363738468830006,0.17363738468830006,0.17363738468830006,0.17363738468830006,0.17363738468830006,0.17363738468830006,0.09724584835680296,0.2500289210197972,0.17363738468830006
