context,dialogue_id,model,reference,response,annotations.appropriateness,am_scores,fm_scores,am_fm_scores
"that's a good idea ! then i can hang out with my friends more
it is a rewarding job , i teach at an elementary school and that's even more rewarding
yeah seems like it . i just want to have fun though now
i understand that , i spend a lot of my free time practicing photography
i love taking pictures . i do that a lot but i am nowhere near a professional",persona-zhao_00021,HRED_attn greedy_temp1.0_k0_p0.0,"[""i am not either but i'll have my own studio in my new apartment""]",i am sure you are a good person . i am a student,0.7732674266397698,0.8994002,0.6471346786617722,0.7732674266397698
"that's a good idea ! then i can hang out with my friends more
it is a rewarding job , i teach at an elementary school and that's even more rewarding
yeah seems like it . i just want to have fun though now
i understand that , i spend a lot of my free time practicing photography
i love taking pictures . i do that a lot but i am nowhere near a professional",persona-zhao_00022,S2S_attn greedy_temp1.0_k0_p0.0,"[""i am not either but i'll have my own studio in my new apartment""]","i am a painter , i paint landscapes .",0.8662017712940867,0.88930446,0.8430990834931722,0.8662017712940867
"that's a good idea ! then i can hang out with my friends more
it is a rewarding job , i teach at an elementary school and that's even more rewarding
yeah seems like it . i just want to have fun though now
i understand that , i spend a lot of my free time practicing photography
i love taking pictures . i do that a lot but i am nowhere near a professional",persona-zhao_00023,negative-sample,"[""i am not either but i'll have my own studio in my new apartment""]",replaying videos of me when i played division a football in college,0.7791046774927584,0.7579532,0.800256128419202,0.7791046774927584
"hold onto that ! i will take my bees , wife and papaya . all of my favorites !
it is good to have hobbies . i would probably drink alcohol if not .
i'm not close with any other family and they are all that i've .
well it sounds like you are doing well . especially with supermodel wife .
i'm not complaining . italy is awesome !",persona-zhao_00024,ground-truth,['my dogs are actually named after italian cities . venice and milan .'],my dogs are actually named after italian cities . venice and milan .,0.9999999403953552,0.9999999,1.0,0.9999999403953552
"hold onto that ! i will take my bees , wife and papaya . all of my favorites !
it is good to have hobbies . i would probably drink alcohol if not .
i'm not close with any other family and they are all that i've .
well it sounds like you are doing well . especially with supermodel wife .
i'm not complaining . italy is awesome !",persona-zhao_00025,GPT2_medium top_temp1.0_k0_p0.5,['my dogs are actually named after italian cities . venice and milan .'],italy is awesome . i like to go there on vacation .,0.8697845074931039,0.9116527,0.8279163307744769,0.8697845074931039
"hold onto that ! i will take my bees , wife and papaya . all of my favorites !
it is good to have hobbies . i would probably drink alcohol if not .
i'm not close with any other family and they are all that i've .
well it sounds like you are doing well . especially with supermodel wife .
i'm not complaining . italy is awesome !",persona-zhao_00026,GPT2_small top_temp1.0_k0_p0.5,['my dogs are actually named after italian cities . venice and milan .'],i would love to visit someday .,0.8955853127978062,0.89805114,0.8931194829030464,0.8955853127978062
"hold onto that ! i will take my bees , wife and papaya . all of my favorites !
it is good to have hobbies . i would probably drink alcohol if not .
i'm not close with any other family and they are all that i've .
well it sounds like you are doing well . especially with supermodel wife .
i'm not complaining . italy is awesome !",persona-zhao_00027,HRED_attn sample_temp1.0_k0_p0.0,['my dogs are actually named after italian cities . venice and milan .'],yes i did a very beautiful life . have you ever traveled ?,0.9302580496790043,0.889865,0.9706511181835397,0.9302580496790043
"hold onto that ! i will take my bees , wife and papaya . all of my favorites !
it is good to have hobbies . i would probably drink alcohol if not .
i'm not close with any other family and they are all that i've .
well it sounds like you are doing well . especially with supermodel wife .
i'm not complaining . italy is awesome !",persona-zhao_00028,S2S_attn greedy_temp1.0_k0_p0.0,['my dogs are actually named after italian cities . venice and milan .'],i love it ! i love it !,0.8416086649539951,0.86523855,0.8179787825828561,0.8416086649539951
"hold onto that ! i will take my bees , wife and papaya . all of my favorites !
it is good to have hobbies . i would probably drink alcohol if not .
i'm not close with any other family and they are all that i've .
well it sounds like you are doing well . especially with supermodel wife .
i'm not complaining . italy is awesome !",persona-zhao_00029,negative-sample,['my dogs are actually named after italian cities . venice and milan .'],"from my view , there are not a lot of people out tonight .",0.8647981512196843,0.88348544,0.8461108659998545,0.8647981512196843
"i can study french while you work on the roof . just stop yelling .
roof is way to high for me . nice that you study french .
are you afraid of heights ? i study many languages . spanish and french currently .
yes am afraid of heights and great to hear you love languages
you should get to trabajo on tackling your fear of heights .",persona-zhao_00030,ground-truth,['you feel that would help me ?'],you feel that would help me ?,0.9999999403953552,0.9999999,1.0,0.9999999403953552
"i can study french while you work on the roof . just stop yelling .
roof is way to high for me . nice that you study french .
are you afraid of heights ? i study many languages . spanish and french currently .
yes am afraid of heights and great to hear you love languages
you should get to trabajo on tackling your fear of heights .",persona-zhao_00031,GPT2_medium top_temp1.0_k0_p0.5,['you feel that would help me ?'],i'll but that's a language i know not . i love just looking up,0.9121580434409431,0.8864344,0.9378817106421096,0.9121580434409431
"i can study french while you work on the roof . just stop yelling .
roof is way to high for me . nice that you study french .
are you afraid of heights ? i study many languages . spanish and french currently .
yes am afraid of heights and great to hear you love languages
you should get to trabajo on tackling your fear of heights .",persona-zhao_00032,GPT2_small top_temp1.0_k0_p0.5,['you feel that would help me ?'],that sounds like a plan . i am going to grill some hamburgers and listen to the french music,0.7011027248689046,0.8114972,0.5907082382815103,0.7011027248689046
"i can study french while you work on the roof . just stop yelling .
roof is way to high for me . nice that you study french .
are you afraid of heights ? i study many languages . spanish and french currently .
yes am afraid of heights and great to hear you love languages
you should get to trabajo on tackling your fear of heights .",persona-zhao_00033,HRED_attn top_temp1.0_k0_p0.5,['you feel that would help me ?'],i know what you mean . i do not know what i can do with my math .,0.7542344151773532,0.9305052,0.5779636142330328,0.7542344151773532
"i can study french while you work on the roof . just stop yelling .
roof is way to high for me . nice that you study french .
are you afraid of heights ? i study many languages . spanish and french currently .
yes am afraid of heights and great to hear you love languages
you should get to trabajo on tackling your fear of heights .",persona-zhao_00034,S2S_attn greedy_temp1.0_k0_p0.0,['you feel that would help me ?'],i think so . i am a <unk> .,0.9195388404409703,0.93464184,0.9044358428082101,0.9195388404409703
"i can study french while you work on the roof . just stop yelling .
roof is way to high for me . nice that you study french .
are you afraid of heights ? i study many languages . spanish and french currently .
yes am afraid of heights and great to hear you love languages
you should get to trabajo on tackling your fear of heights .",persona-zhao_00035,negative-sample,['you feel that would help me ?'],thank you that made my day what is your dream career,0.9494198027472207,0.923204,0.9756356007298845,0.9494198027472207
"i do not have any pets , but i may be interested in one
what is your favorite sport to watch ?
i don't have any special interest in sports , do you have any favorite sports ?
i like to watch hockey .
i see , do you live in united states or canada ? i heard hockey is very popular there .",persona-zhao_00036,ground-truth,['i live in the united states . what about you ?'],i live in the united states . what about you ?,1.0000001192092896,1.0000002,1.0,1.0000001192092896
"i do not have any pets , but i may be interested in one
what is your favorite sport to watch ?
i don't have any special interest in sports , do you have any favorite sports ?
i like to watch hockey .
i see , do you live in united states or canada ? i heard hockey is very popular there .",persona-zhao_00037,GPT2_medium sample_temp1.0_k0_p0.0,['i live in the united states . what about you ?'],i live in canada . it is beautiful here .,0.8914385650415486,0.92889,0.8539871402301918,0.8914385650415486
"i do not have any pets , but i may be interested in one
what is your favorite sport to watch ?
i don't have any special interest in sports , do you have any favorite sports ?
i like to watch hockey .
i see , do you live in united states or canada ? i heard hockey is very popular there .",persona-zhao_00038,GPT2_small greedy_temp1.0_k0_p0.0,['i live in the united states . what about you ?'],i live in canada . i love the snow .,0.8460198441013904,0.9231666,0.7688731151551429,0.8460198441013904
"i do not have any pets , but i may be interested in one
what is your favorite sport to watch ?
i don't have any special interest in sports , do you have any favorite sports ?
i like to watch hockey .
i see , do you live in united states or canada ? i heard hockey is very popular there .",persona-zhao_00039,HRED_attn greedy_temp1.0_k0_p0.0,['i live in the united states . what about you ?'],i am from canada . i love the cold .,0.8095140605146192,0.90572065,0.7133074698794887,0.8095140605146192
"i do not have any pets , but i may be interested in one
what is your favorite sport to watch ?
i don't have any special interest in sports , do you have any favorite sports ?
i like to watch hockey .
i see , do you live in united states or canada ? i heard hockey is very popular there .",persona-zhao_00040,S2S_attn top_temp1.0_k0_p0.5,['i live in the united states . what about you ?'],i do not . i am in canada .,0.8218442925304885,0.92997134,0.7137172477425566,0.8218442925304885
"i do not have any pets , but i may be interested in one
what is your favorite sport to watch ?
i don't have any special interest in sports , do you have any favorite sports ?
i like to watch hockey .
i see , do you live in united states or canada ? i heard hockey is very popular there .",persona-zhao_00041,negative-sample,['i live in the united states . what about you ?'],"wow , that's amazing . what are you doing tonight ?",0.8494027423363095,0.9622961,0.7365093563996088,0.8494027423363095
"we grow corn and soybeans at my parents farm . what dog do you have ?
he is a black lab named is trooper , he is a great hiking buddy !
cute ! where do you hike ? my pet won't travel . she is a cow
i hike in the mountains here in colorado near pueblo . are there mountains near you ?
no i live in the middle of no where . miles of country .",persona-zhao_00042,ground-truth,['where is the middle of no where ? i live near denver for work .'],where is the middle of no where ? i live near denver for work .,1.0,1.0,1.0,1.0
"we grow corn and soybeans at my parents farm . what dog do you have ?
he is a black lab named is trooper , he is a great hiking buddy !
cute ! where do you hike ? my pet won't travel . she is a cow
i hike in the mountains here in colorado near pueblo . are there mountains near you ?
no i live in the middle of no where . miles of country .",persona-zhao_00043,GPT2_medium greedy_temp1.0_k0_p0.0,['where is the middle of no where ? i live near denver for work .'],that's great . do you like to hike in the sun like i do in colorado ?,0.8638367615271413,0.87817454,0.8494989796735453,0.8638367615271413
"we grow corn and soybeans at my parents farm . what dog do you have ?
he is a black lab named is trooper , he is a great hiking buddy !
cute ! where do you hike ? my pet won't travel . she is a cow
i hike in the mountains here in colorado near pueblo . are there mountains near you ?
no i live in the middle of no where . miles of country .",persona-zhao_00044,GPT2_small top_temp1.0_k0_p0.5,['where is the middle of no where ? i live near denver for work .'],oh okay . i am a bit of a truck person so i've to get somewhere .,0.9368122854123242,0.9491859,0.9244386629839195,0.9368122854123242
"we grow corn and soybeans at my parents farm . what dog do you have ?
he is a black lab named is trooper , he is a great hiking buddy !
cute ! where do you hike ? my pet won't travel . she is a cow
i hike in the mountains here in colorado near pueblo . are there mountains near you ?
no i live in the middle of no where . miles of country .",persona-zhao_00045,HRED_attn greedy_temp1.0_k0_p0.0,['where is the middle of no where ? i live near denver for work .'],i bet . i love the mountains .,0.8839756781773994,0.9264518,0.8414995541010757,0.8839756781773994
"we grow corn and soybeans at my parents farm . what dog do you have ?
he is a black lab named is trooper , he is a great hiking buddy !
cute ! where do you hike ? my pet won't travel . she is a cow
i hike in the mountains here in colorado near pueblo . are there mountains near you ?
no i live in the middle of no where . miles of country .",persona-zhao_00046,S2S_attn sample_temp1.0_k0_p0.0,['where is the middle of no where ? i live near denver for work .'],"new orleans , my favorite is country as well . are you in any state ?",0.9012428845252038,0.89142585,0.9110599210432055,0.9012428845252038
"we grow corn and soybeans at my parents farm . what dog do you have ?
he is a black lab named is trooper , he is a great hiking buddy !
cute ! where do you hike ? my pet won't travel . she is a cow
i hike in the mountains here in colorado near pueblo . are there mountains near you ?
no i live in the middle of no where . miles of country .",persona-zhao_00047,negative-sample,['where is the middle of no where ? i live near denver for work .'],how many kids do you have ?,0.8535544505720509,0.87400854,0.8331003648052958,0.8535544505720509
"good evening , how are you ?",persona-zhao_00048,ground-truth,['one time i had my lighter set too high and my mustache caught on fire'],one time i had my lighter set too high and my mustache caught on fire,0.9999999403953552,0.9999999,1.0,0.9999999403953552
"good evening , how are you ?",persona-zhao_00049,GPT2_medium greedy_temp1.0_k0_p0.0,['one time i had my lighter set too high and my mustache caught on fire'],"i'm doing well , how about yourself ?",0.7767708788587795,0.80217123,0.751370527401397,0.7767708788587795
"good evening , how are you ?",persona-zhao_00050,GPT2_medium top_temp1.0_k0_p0.5,['one time i had my lighter set too high and my mustache caught on fire'],"i'm doing well , how about yourself ?",0.7767708788587795,0.80217123,0.751370527401397,0.7767708788587795
"good evening , how are you ?",persona-zhao_00051,HRED_attn greedy_temp1.0_k0_p0.0,['one time i had my lighter set too high and my mustache caught on fire'],i am good . how are you ?,0.7403716586345415,0.78336954,0.69737377610087,0.7403716586345415
"good evening , how are you ?",persona-zhao_00052,S2S_attn sample_temp1.0_k0_p0.0,['one time i had my lighter set too high and my mustache caught on fire'],i'm doing fine how are you ?,0.8486993712587416,0.7925854,0.9048133695926786,0.8486993712587416
"good evening , how are you ?",persona-zhao_00053,negative-sample,['one time i had my lighter set too high and my mustache caught on fire'],"that is not ok , my older brother used to do that",0.791037187219362,0.8082309,0.7738434975161166,0.791037187219362
"cool ! my hair is sweaty . i just got back from the gym .
ugh . when mine gets sweaty , the curls poof out .
my husband loves it when my hair poofs out .
i've to use three products to straighten mine .
that is crazy ! i hope there aren't any animal products in there .",persona-zhao_00054,ground-truth,['nope . my moms friend uses all vegan products .'],nope . my moms friend uses all vegan products .,1.0000001192092896,1.0000002,1.0,1.0000001192092896
"cool ! my hair is sweaty . i just got back from the gym .
ugh . when mine gets sweaty , the curls poof out .
my husband loves it when my hair poofs out .
i've to use three products to straighten mine .
that is crazy ! i hope there aren't any animal products in there .",persona-zhao_00055,GPT2_medium greedy_temp1.0_k0_p0.0,['nope . my moms friend uses all vegan products .'],i hate any kind of hair .,0.9603303052196147,0.9275706,0.9930900290030722,0.9603303052196147
"cool ! my hair is sweaty . i just got back from the gym .
ugh . when mine gets sweaty , the curls poof out .
my husband loves it when my hair poofs out .
i've to use three products to straighten mine .
that is crazy ! i hope there aren't any animal products in there .",persona-zhao_00056,GPT2_medium sample_temp1.0_k0_p0.0,['nope . my moms friend uses all vegan products .'],i hate any kind of hair .,0.9603303052196147,0.9275706,0.9930900290030722,0.9603303052196147
"cool ! my hair is sweaty . i just got back from the gym .
ugh . when mine gets sweaty , the curls poof out .
my husband loves it when my hair poofs out .
i've to use three products to straighten mine .
that is crazy ! i hope there aren't any animal products in there .",persona-zhao_00057,HRED_attn sample_temp1.0_k0_p0.0,['nope . my moms friend uses all vegan products .'],<unk> people are in mine .,0.8771154711864626,0.8920435,0.8621874710365605,0.8771154711864626
"cool ! my hair is sweaty . i just got back from the gym .
ugh . when mine gets sweaty , the curls poof out .
my husband loves it when my hair poofs out .
i've to use three products to straighten mine .
that is crazy ! i hope there aren't any animal products in there .",persona-zhao_00058,S2S_attn sample_temp1.0_k0_p0.0,['nope . my moms friend uses all vegan products .'],"<unk> here . i cannot just have a dog , one of my four cats owners",0.903239015595175,0.91808116,0.8883968668303036,0.903239015595175
"cool ! my hair is sweaty . i just got back from the gym .
ugh . when mine gets sweaty , the curls poof out .
my husband loves it when my hair poofs out .
i've to use three products to straighten mine .
that is crazy ! i hope there aren't any animal products in there .",persona-zhao_00059,negative-sample,['nope . my moms friend uses all vegan products .'],"no , but my dad keeps setting me up on blind dates .",0.8325401542046889,0.9328117,0.7322686309534755,0.8325401542046889
"what do you do for a living
i'm a electrician , but i take care of my parents farm also .
oh well that's cool ! i'm not a farmer but i love gardening
i do it to see moo , my pet cow . what kind of music do you like ?
i love country music . i do work at a gas station as well",persona-zhao_00060,ground-truth,['i love country too ! i only listen to it !'],i love country too ! i only listen to it !,1.0000000596046448,1.0000001,1.0,1.0000000596046448
"what do you do for a living
i'm a electrician , but i take care of my parents farm also .
oh well that's cool ! i'm not a farmer but i love gardening
i do it to see moo , my pet cow . what kind of music do you like ?
i love country music . i do work at a gas station as well",persona-zhao_00061,GPT2_medium sample_temp1.0_k0_p0.0,['i love country too ! i only listen to it !'],do you make that money on that ? ca not imagine working there .,0.9080085736331809,0.8847954,0.931221719943974,0.9080085736331809
"what do you do for a living
i'm a electrician , but i take care of my parents farm also .
oh well that's cool ! i'm not a farmer but i love gardening
i do it to see moo , my pet cow . what kind of music do you like ?
i love country music . i do work at a gas station as well",persona-zhao_00062,GPT2_small top_temp1.0_k0_p0.5,['i love country too ! i only listen to it !'],"i like rock , country is the best .",0.9464285779908692,0.913778,0.9790791489512513,0.9464285779908692
"what do you do for a living
i'm a electrician , but i take care of my parents farm also .
oh well that's cool ! i'm not a farmer but i love gardening
i do it to see moo , my pet cow . what kind of music do you like ?
i love country music . i do work at a gas station as well",persona-zhao_00063,HRED_attn greedy_temp1.0_k0_p0.0,['i love country too ! i only listen to it !'],i love to travel . i am a drummer in a band .,0.7893456276577386,0.9107573,0.6679339520775622,0.7893456276577386
"what do you do for a living
i'm a electrician , but i take care of my parents farm also .
oh well that's cool ! i'm not a farmer but i love gardening
i do it to see moo , my pet cow . what kind of music do you like ?
i love country music . i do work at a gas station as well",persona-zhao_00064,S2S_attn top_temp1.0_k0_p0.5,['i love country too ! i only listen to it !'],i love driving my ford truck,0.8705418224194343,0.8842054,0.8568782438951127,0.8705418224194343
"what do you do for a living
i'm a electrician , but i take care of my parents farm also .
oh well that's cool ! i'm not a farmer but i love gardening
i do it to see moo , my pet cow . what kind of music do you like ?
i love country music . i do work at a gas station as well",persona-zhao_00065,negative-sample,['i love country too ! i only listen to it !'],"those are great hobbies , where are you from ?",0.8312205747694116,0.924175,0.7382661255062304,0.8312205747694116
"hello , tell me something about yourself !
i am 56 years old and i am a housekeeper
do you have any hobbies or interests ?",persona-zhao_00066,ground-truth,"['yes , i love painting , i used to be a painter , but i went to housekeeping']","yes , i love painting , i used to be a painter , but i went to housekeeping",0.9999999701976776,0.99999994,1.0,0.9999999701976776
"hello , tell me something about yourself !
i am 56 years old and i am a housekeeper
do you have any hobbies or interests ?",persona-zhao_00067,GPT2_medium greedy_temp1.0_k0_p0.0,"['yes , i love painting , i used to be a painter , but i went to housekeeping']",i love dogs and dogs love me,0.7871247549917735,0.88999534,0.6842541734509541,0.7871247549917735
"hello , tell me something about yourself !
i am 56 years old and i am a housekeeper
do you have any hobbies or interests ?",persona-zhao_00068,GPT2_medium sample_temp1.0_k0_p0.0,"['yes , i love painting , i used to be a painter , but i went to housekeeping']",well i would say my live action role playing would be lol,0.7839016878773172,0.8976172,0.6701861548760333,0.7839016878773172
"hello , tell me something about yourself !
i am 56 years old and i am a housekeeper
do you have any hobbies or interests ?",persona-zhao_00069,HRED_attn sample_temp1.0_k0_p0.0,"['yes , i love painting , i used to be a painter , but i went to housekeeping']",music hobby and things in the way i travel a lot,0.7266010570654053,0.8194058,0.6337963199871338,0.7266010570654053
"hello , tell me something about yourself !
i am 56 years old and i am a housekeeper
do you have any hobbies or interests ?",persona-zhao_00070,S2S_attn greedy_temp1.0_k0_p0.0,"['yes , i love painting , i used to be a painter , but i went to housekeeping']",i like to read and write poetry .,0.8781055443305793,0.90246737,0.8537437186278944,0.8781055443305793
"hello , tell me something about yourself !
i am 56 years old and i am a housekeeper
do you have any hobbies or interests ?",persona-zhao_00071,negative-sample,"['yes , i love painting , i used to be a painter , but i went to housekeeping']",hello miss ! i m ben and i m grounded for not picking up my toys,0.7270958782365257,0.8507128,0.6034789802889693,0.7270958782365257
"i get to go home in 30 days though so i'm happy
glad to hear that . life is like living in a cloud
yeah so where do u live
i am from chicago . but i do not like it much
oh i hear there's great pizza in chicago",persona-zhao_00072,ground-truth,"[""like you'dn't believe . best pizza i've ever had is here .""]",like you'dn't believe . best pizza i've ever had is here .,1.0,1.0,1.0,1.0
"i get to go home in 30 days though so i'm happy
glad to hear that . life is like living in a cloud
yeah so where do u live
i am from chicago . but i do not like it much
oh i hear there's great pizza in chicago",persona-zhao_00073,GPT2_medium top_temp1.0_k0_p0.5,"[""like you'dn't believe . best pizza i've ever had is here .""]",i do not like it much either . live near a river or near,0.8986060310030479,0.8735391,0.9236729718495407,0.8986060310030479
"i get to go home in 30 days though so i'm happy
glad to hear that . life is like living in a cloud
yeah so where do u live
i am from chicago . but i do not like it much
oh i hear there's great pizza in chicago",persona-zhao_00074,GPT2_small sample_temp1.0_k0_p0.0,"[""like you'dn't believe . best pizza i've ever had is here .""]",yes there's great pizza here !,0.9147112090627296,0.93280697,0.8966154494364943,0.9147112090627296
"i get to go home in 30 days though so i'm happy
glad to hear that . life is like living in a cloud
yeah so where do u live
i am from chicago . but i do not like it much
oh i hear there's great pizza in chicago",persona-zhao_00075,HRED_attn sample_temp1.0_k0_p0.0,"[""like you'dn't believe . best pizza i've ever had is here .""]",true . i'm available we can talk to that,0.853000488702261,0.87404466,0.8319563206509819,0.853000488702261
