context,dialogue_id,model_name,response,annotations.relevance,am_scores,fm_scores,am_fm_scores
"my favorite thing to shop for is watches . shoes too i guess .
i've two pairs of jeans and one pair of shoes .",convai2-grade_00015,bert_ranker,sounds comfortable i could use those at my new job,0.14965855086738455,0.055267550416174004,0.24404955131859513,0.14965855086738455
"that s funny . mine is a bottle of wine .
that can't hurt either ! what else do you like to do ?",convai2-grade_00016,bert_ranker,i go to mexico and ski ! but i hate the food down there,0.1915539298193431,0.08823736109069048,0.29487049854799574,0.1915539298193431
"i have a daughter who people say is a child prodigy
what talents does she have ?",convai2-grade_00017,bert_ranker,she plays the violin . she's talented and gorgeous,0.14657462716609865,0.03552357143716659,0.2576256828950307,0.14657462716609865
"i build houses , sometimes i fix them , have my dads genes .
maybe i do too . he is an electrician i pay electric guitar .",convai2-grade_00018,bert_ranker,neat . i work with bitcoins though,0.059483835209127256,0.05841270014557267,0.06055497027268184,0.059483835209127256
"that's interesting . what was the bet ?
that the cubs would loose last year at the world series lol",convai2-grade_00019,bert_ranker,"well , then dallas cowboys !",0.0925301574621023,0.0750530086451902,0.11000730627901441,0.0925301574621023
"money makes the world go round .
yeah yeah it sure does my friend",convai2-grade_00020,bert_ranker,"money makes the world go round , am i right ?",0.23058396324309613,0.08645778604517475,0.3747101404410175,0.23058396324309613
"i am well . just took my dog for a walk
i have a dog she loves for me to sing to her",convai2-grade_00021,bert_ranker,"ll , i have no time for music . what does she sing about ?",0.2621163700781492,0.07178687776993259,0.4524458623863658,0.2621163700781492
"i have two dogs . do you have any pets ?
no , i cannot afford pets right now . organic pet food is super expensive .",convai2-grade_00022,bert_ranker,how so ? organic food is not nice .,0.2147568459828995,0.14098211615654732,0.2885315758092517,0.2147568459828995
"never tried it , but maybe i should . what is your favorite movie ?
i like forest gump , but i prefer books . i work at a bookstore .",convai2-grade_00023,bert_ranker,"that is funny , i am an illustrator for a publishing company !",0.2536695773060333,0.08387743103421166,0.4234617235778549,0.2536695773060333
"long hair all the way . although short hair may look more professional .
i've to get used to this . so any hobbies ?",convai2-grade_00024,bert_ranker,video games is one hobbie . also being an amateur cook . how about yourself ?,0.1489695567357744,0.14393888095882276,0.15400023251272604,0.1489695567357744
"just watched a war documentary while eating a cheese burger
that is in the past you can be rich today , i love people and hang out",convai2-grade_00025,bert_ranker,that must be great i'm not rich but i try to be,0.22002839558073445,0.12542221249700233,0.3146345786644666,0.22002839558073445
"i understand that . i have alot of tress around me
what is your name by the way ?",convai2-grade_00026,bert_ranker,oh how silly huh ! angela .,0.056666765779990295,0.11333353155998059,0.0,0.056666765779990295
"very nice . do you like sports ? i like to watch the nhl hockey league .
i like to play soccer .",convai2-grade_00027,bert_ranker,i like soccer but do not have time with being actress and cashier .,0.17286880198544158,0.10536368253876163,0.24037392143212155,0.17286880198544158
"hey ! my name is coach jon .
what sport do you coach ?",convai2-grade_00028,bert_ranker,for the philadelphia eagles ! do you like teaching ?,0.2297293721717307,0.13612630742722043,0.323332436916241,0.2297293721717307
"love travelling , working nights at a bar and in college studying nursing is hectic .
oh i bet , i go to europe at least twice a year to visit",convai2-grade_00029,bert_ranker,i'm a college student so traveling is not in the budget right now,0.23428364404377602,0.11221315973422251,0.3563541283533295,0.23428364404377602
"get out ! i danced for a queen too . she paid for the dance though .
flamingo dancing is not stripping , think of tango .",convai2-grade_00030,bert_ranker,what kind of dance ? exotic ?,0.16574255126669069,0.006633993931916928,0.32485110860146443,0.16574255126669069
"i work in a shipyard 40 hours a week so when i've time i try .
that sounds like am interesting job . i work as a teacher .",convai2-grade_00031,bert_ranker,awesome . i teach 4th . my kid with autism has really benefited from his special ed teacher,0.14175448795533946,0.0721929567470151,0.2113160191636638,0.14175448795533946
"i am doing good , i just finished playing ping pong .
i am trying to write invoices for my dog walking business .",convai2-grade_00032,bert_ranker,"sounds fun ! i've a small french bulldog , i work at sears selling washers",0.1641390662504182,0.10565130081052393,0.22262683169031247,0.1641390662504182
"everybody should have their own money , especially when they turn 40 !
did your wife ever work ?",convai2-grade_00033,bert_ranker,i've been working 3 jobs to buy a ring . she said yes ! ! !,0.18954239427807226,0.009718221012865189,0.36936656754327934,0.18954239427807226
"nice . i enjoy taking walks around my neighbor hood .
i wish i had time for walks . my job at the bank keeps me busy .",convai2-grade_00034,bert_ranker,my exercise is walking to work when my old honda does not want to start .,0.2003942628577921,0.1325173966386958,0.26827112907688844,0.2003942628577921
"are you a teenage girl ?
i love to sleep in late and eat brunch and then do it all again",convai2-grade_00035,bert_ranker,"yes , i am a girl who bakes and researches cars all the time",0.18726486820187396,0.09640063592011013,0.2781291004836378,0.18726486820187396
"in my free time i watch war documentaries
that's great , my grandfather served in world war ii",convai2-grade_00036,bert_ranker,he was a soldier in what army ?,0.17433611019442252,0.047878050832143915,0.30079416955670113,0.17433611019442252
"ok sure i want to make computer like my dad used to
that is great , please tell me more interesting things",convai2-grade_00037,bert_ranker,well i stole the jailers laptop !,0.03880760824213723,0.07761521648427445,0.0,0.03880760824213723
"yum . will be ready to run again after i have my twins in 2 months .
did you take fertility stuff ? when i'm older i want to be a physical therapist .",convai2-grade_00038,bert_ranker,really ? i'd love to try something besides all of this medication,0.15944172247416152,0.10160188902841642,0.2172815559199066,0.15944172247416152
"hi how are you today ? i like to walk .
i am good i like people i volunteer to help local shelters",convai2-grade_00039,bert_ranker,good for you . i should volunteer sometime but i play hockey instead,0.1535681910178332,0.0875669959199756,0.21956938611569082,0.1535681910178332
"just the city for me , like now for my kids .
that is nice , i want to go into a city",convai2-grade_00040,bert_ranker,"what do you want to do in the city ? i'd sing , but i am terrible .",0.22943800516590668,0.0849294629150768,0.37394654741673655,0.22943800516590668
"that is not where it belongs .
had a brain transplant now i move objects with my mind",convai2-grade_00041,bert_ranker,well . . i love to draw pictures of myself in the mirror . . is that weird ?,0.20879909964688553,0.017589268764966005,0.40000893052880504,0.20879909964688553
"nice ! i hope it isn't orange , i hate orange .
no , this one is black , do you go to the gym ?",convai2-grade_00042,bert_ranker,"no , i am working out now , and watching tv",0.24358995606912026,0.0662263538659773,0.4209535582722632,0.24358995606912026
"no problem . always here to help a friend .
so what else do you like to do on your spare time ?",convai2-grade_00043,bert_ranker,"well i like computers , i'm an it person so anything technology related . and you ?",0.1717727282875019,0.12859235059402782,0.21495310598097597,0.1717727282875019
"o wow ! ! well my want in life is to shop shop shop .
i hate shopping . or spending money",convai2-grade_00044,bert_ranker,i am into high fashion . shopping is my disease .,0.2402937944940251,0.15655959088727658,0.32402799810077365,0.2402937944940251
"should have named bo haha , dunno if you are old enough to get that reference
i'm and actually thought about that , but i'm a mustang man myself",convai2-grade_00045,bert_ranker,haha ! well i am a cop so it is only natural for me to love guns,0.250763060076812,0.09789468105888137,0.4036314390947426,0.250763060076812
"going to the park is my favorite hobby . or going to my daughters piano concerts
i enjoy traveling and cooking .",convai2-grade_00046,bert_ranker,"i like to experience all kinds of cuisine , when the kids are with a sitter !",0.209700851535099,0.0879477264664972,0.3314539766037008,0.209700851535099
"i run marathons and never ate meat . you sing or dance ?
i don't . but i do ride horses competitively .",convai2-grade_00047,bert_ranker,oh okay . you sing . my horse ed sing when i ride him . you married ?,0.15461523690454754,0.04157046835250959,0.26766000545658547,0.15461523690454754
"i am too old to cook . what is this vegan you speak of ?
i do not eat anything that has a face , i love animals , especially horses .",convai2-grade_00048,bert_ranker,i do not know much about cows,0.26832124957692843,0.003023354841308581,0.5336191443125483,0.26832124957692843
"i hope your youth was full of music . i love music .
i don't love music much now . i do love baking !",convai2-grade_00049,bert_ranker,"is baking your favorite thing ? i love cars owner of 2 mustangs , well , former owner .",0.14519890226430235,0.1024183677377907,0.187979436790814,0.14519890226430235
"water is good , it can be relaxing . almost as relaxing as eating chocolate bars .
when i was younger , my favorite color was blue like the water .",convai2-grade_00050,bert_ranker,blue is mine too ! i actually just bought a blue car !,0.2622688921532744,0.07330000624421135,0.4512377780623375,0.2622688921532744
"i would rather read and write poetry these days though
understandable . my girlfriend dabbles in poetry .",convai2-grade_00051,bert_ranker,what does she write ? i enjoy the game of thrones books .,0.32887542565277855,0.13916084582326235,0.5185900054822947,0.32887542565277855
"i m not a fan of war . i would rather be in the peacefulness of nature .
i was a poor kid . we ate there a lot while growing up .",convai2-grade_00052,bert_ranker,wow ! were you homeschooled like me ? you seem to be against the mold of society .,0.18984146530682916,0.06691594639737333,0.312766984216285,0.18984146530682916
"i think kayaking is pretty cool .
i learned how to from my parents",convai2-grade_00053,bert_ranker,how hard was that to learn,0.20459440367390397,0.17033401446918656,0.23885479287862138,0.20459440367390397
"care to chat with a married woman vegetarian ?
sure ! i just got back five guys",convai2-grade_00054,bert_ranker,"congratulations . i woo the ladies in different languages , i know six",0.05188779818627133,0.08935485241297574,0.014420743959566927,0.05188779818627133
"good thing i love running . i actually have an olympic gold metal for running .
wow really , and you work at a hat shop ?",convai2-grade_00055,bert_ranker,no it is just an obsession . i like cold winters . so cpa ?,0.14830158584730088,0.11970470115377768,0.17689847054082408,0.14830158584730088
"that sounds like fun , with lots of good food
not really . she s a bad cook and we end up getting pollo loco a lot",convai2-grade_00056,bert_ranker,but my boyfriend who lives in italy can cook,0.19251535991834567,0.08714248172066696,0.2978882381160244,0.19251535991834567
"i guess we did do that together . maybe i'll keep her .
nah . you need someone to enjoy the whole relationship with",convai2-grade_00057,bert_ranker,she might . she thinks she is better than me because she has an actual job .,0.19900173226435258,0.08624196432247279,0.3117615002062324,0.19900173226435258
"i drove one in the past but never owned one
i used to have all kinds of vintage cars !",convai2-grade_00058,bert_ranker,wow really ? my dad drove a taxi cab in the 70s but we never had a ferrari !,0.3149973208323455,0.15791515582159144,0.47207948584309956,0.3149973208323455
"being a former member of the military , pain is never far from home .
thanks for the service i think about going to mall tomorrow",convai2-grade_00059,bert_ranker,"i don't mind shopping too much , if its the sporting goods store anyway",0.14172297311018908,0.08734397293859157,0.1961019732817866,0.14172297311018908
"nop . . i should since i love papaya ! are you married ?
no , i am single . are you single or are you married ?",convai2-grade_00060,bert_ranker,single i am and i am okay with it . i am in the process of purchasing a house .,0.25633932213302574,0.0616408083749889,0.4510378358910626,0.25633932213302574
"hey there , i'm doing well , what do you do for a living ?
i'm not working that stinks but i find something to do .",convai2-grade_00061,bert_ranker,when i'm not working i play basket ball what do you do for fun,0.2561195451293234,0.07983205195696612,0.4324070383016807,0.2561195451293234
"i eat ice cream sandwiches , like my great great whatever chris columbus .
i have many old but need new hats need over 1000 .",convai2-grade_00062,bert_ranker,with their socks ? i always put on my left first,0.020277676896416696,0.0,0.04055535379283339,0.020277676896416696
"where did you get an apartment
in atlanta near a bar i work nights at so i can afford college",convai2-grade_00063,bert_ranker,maybe i can get you a job at my hotel once you graduate,0.2644474432659233,0.12668401704327648,0.40221086948857004,0.2644474432659233
"that's way cool . rock music keeps me company on the tractor .
i play quite a lot of instruments",convai2-grade_00064,bert_ranker,really that is pretty cool . upright or electric ?,0.08358278500846068,0.06695094451456825,0.10021462550235312,0.08358278500846068
"cool ! i am a homecoming queen that loves horses .
you must be very popular and a good person , too .",convai2-grade_00065,bert_ranker,yes of course i am ! i am pretty popular in the race world .,0.22329899024283403,0.1023508199313528,0.34424716055431526,0.22329899024283403
"nope , do you ? i wonder if my real parents spoke english .
are you adopted ? i wonder",convai2-grade_00066,bert_ranker,nope i only speak english .,0.3078649938094326,0.110354730906138,0.5053752567127272,0.3078649938094326
"that s cool , do you like cars ?
fast ones , but i'd rather sky dive",convai2-grade_00067,bert_ranker,i have never been on one before . i'd like to try,0.22207980977426037,0.0637265809396667,0.380433038608854,0.22207980977426037
"no , but would love to . i volunteer at a local bunny rescue .
cool , anything else interesting about you ?",convai2-grade_00068,bert_ranker,"well i've one sister , a golden retriever and i play soccer . you ?",0.19453871784182528,0.09425818944960436,0.2948192462340462,0.19453871784182528
"nope , i work in a hat shop 24 7 . my name is sophie by the way .
you should really try to find time .",convai2-grade_00069,bert_ranker,but currently i work at grocery store and need to be taxed less .,0.16129046506727632,0.0,0.32258093013455263,0.16129046506727632
"no not really other than they always prefer me to wear my helmet
well that is nice ! do you play sports ?",convai2-grade_00070,bert_ranker,"no , i don't . i'm not into all those sports",0.17316142126756404,0.05195381922102784,0.29436902331410025,0.17316142126756404
"i haven't spoken a single word in three months , this is the only way i communicate
that must be hard . i would be talking to my lite brite !",convai2-grade_00071,bert_ranker,"brah , she is more interested in my sick skating tricks than books",0.08706938893948764,0.12528769298482106,0.048851084894154205,0.08706938893948764
"hi ! anything but chicken , i d say sushi .
pizza is my favorite . especially with black olives . sushi is my other favorite !",convai2-grade_00072,bert_ranker,i love pizza too ! but i hate sweet potatoes . whats your favorite workout ?,0.26109274681832684,0.10017935238835823,0.42200614124829544,0.26109274681832684
"hello , how are you today ?
good i live in ohio working as a doctor looking for a job in california",convai2-grade_00073,bert_ranker,oh i am sorry i love fl but i am sorry for what happen there,0.13100922721760058,0.132598482811456,0.12941997162374516,0.13100922721760058
"mostly 4 year olds . yes . do you have brothers and sisters ?
no . i'm alone . i keep myself busy by singing to my toys . you ?",convai2-grade_00074,bert_ranker,hmmm . i am fine and i sing . you good with babies ? i am .,0.2542962910615477,0.14507999240958525,0.3635125897135102,0.2542962910615477
"hi , i am planning my lesson for class tomorrow .
awesome me too ! what do you teach ? i teach piano .",convai2-grade_00075,bert_ranker,i teach string instrument lessons . classical music is my favorite,0.2172085488512758,0.12358769184774232,0.3108294058548093,0.2172085488512758
"yes i am doing ok but do feel weird
i am sorry what color are your eyes mine are blue and i am a redhead",convai2-grade_00076,bert_ranker,nice i'm naturally a redhead,0.055172036521644256,0.11034407304328851,0.0,0.055172036521644256
"good luck . i retired after i found out i had cancer .
that's awful . are you ok now ?",convai2-grade_00077,bert_ranker,"yes , i am . i am so glad i healed because i have 3 kids to parent",0.19635522734544256,0.05285973756323357,0.3398507171276515,0.19635522734544256
"i'm great . i had heart surgery and woke up with weird superpowers .
i'm so sorry to hear that i believe your powers are from the lord .",convai2-grade_00078,bert_ranker,yes ! god rocks . do you have a droid phone ?,0.12340020137511493,0.09117554664556615,0.1556248561046637,0.12340020137511493
"that's a colorado thing right ? i never tried it .
colorado is the state i live in , i also go hiking during spring",convai2-grade_00079,bert_ranker,i love driving in the mountains in my suburban named midnight .,0.0800673575070536,0.08603924889057223,0.07409546612353499,0.0800673575070536
"ironically , i don't like the food i plant . i prefer pizza .
lol well i do like walks so i'd walk the fields any day",convai2-grade_00080,bert_ranker,"i do walk during sunny days , and that s happiness",0.11302906966050506,0.08202195472218679,0.14403618459882334,0.11302906966050506
"same here , my name is jessi . who are you ?
i'm dave . what is your favorite show ?",convai2-grade_00081,bert_ranker,"the walking dead . . . kinda gross , but keeps my interest . what about you ?",0.222572462995907,0.1360995907575099,0.30904533523430405,0.222572462995907
"that's not true . males are way more dominant
well , you are allowed to think that if you wish .",convai2-grade_00082,bert_ranker,i know right and it makes you a strong woman like i'm myself,0.08875912813810563,0.07488521931789772,0.10263303695831352,0.08875912813810563
"no . all done with school . are you a student ?
yes , and i'm majoring in economics . what did you go for ?",convai2-grade_00083,bert_ranker,studied abroad . taken more classes in a wider variety of subjects .,0.09889808728799537,0.05101952791961471,0.14677664665637605,0.09889808728799537
"were you born in 1943 ?
not even close ! i am 100 baby ! hash tag forever young",convai2-grade_00084,bert_ranker,"wow ! mee , to . i am beaming ! i cud danse the hole nite long !",0.030619381051384172,0.061238762102768345,0.0,0.030619381051384172
"awesome . i just started a new job as a life coach
that is great ! i get straight as so maybe you could coach me in social skills .",convai2-grade_00085,bert_ranker,that could be great ! i love making new friends !,0.28779662752124213,0.11586441392379779,0.4597288411186865,0.28779662752124213
"yay ! i am a girl . will you go to disney world with me ?
no mickey mouse here he's a he ! besides , gotta pay for my solar panels .",convai2-grade_00086,bert_ranker,oh lord that would not be fun i worked red lobster in high school,0.06678112978074324,0.0238784160223742,0.1096838435391123,0.06678112978074324
"mine was accidental . we met at school .
that is nice . how long have you been together ?",convai2-grade_00087,bert_ranker,"two years , next tattoo i want a pair of brown eyes , like mine .",0.09808839214786431,0.008382171489578791,0.18779461280614984,0.09808839214786431
"i'm watching a movie on tv with my girlfriend .
she doesn't mind that you are chatting with me when you are with her ?",convai2-grade_00088,bert_ranker,unfortunately not but she loves me and i love her lol,0.1931711993415024,0.04799643952487732,0.3383459591581275,0.1931711993415024
"i like to take care of myself with expensive things
i'm an alcoholic , but i'm recovering",convai2-grade_00089,bert_ranker,well that's good for you . drinking isn't the healthiest thing in the world,0.2413506133820915,0.07591291094441743,0.40678831581976554,0.2413506133820915
"yes i know ! i love kayaking to get away from everything . you kayak ?
no i love to travel .",convai2-grade_00090,bert_ranker,"i love to travel but hate driving , traffic annoys me , especially in the city",0.2680887791302523,0.08798430886060217,0.44819324939990246,0.2680887791302523
"what are you doing for work ?
i play video games for money",convai2-grade_00091,bert_ranker,i have a factory job . what type of games do you like to play ?,0.3230129675767765,0.07027763797534216,0.5757482971782109,0.3230129675767765
"its good to relax ! i love walking and gardening
i love the color navy blue ! not so much gardening , ha !",convai2-grade_00092,bert_ranker,i only work part time so i've time for a garden but no space apartment life !,0.1495525824146251,0.11485551758243831,0.18424964724681187,0.1495525824146251
"awesome ! i am going to college to become a physical therapist .
same when i can get my parents of my back",convai2-grade_00093,bert_ranker,"well i hope after they fix my knee i can still play basketball , maybe in ireland .",0.14646514588769594,0.046936558272048706,0.24599373350334314,0.14646514588769594
"i take so many meds and they have side effects . no nickel from me !
if you visit me on the moon i can give you a birthday present",convai2-grade_00094,bert_ranker,oh really ? it is my birthday soon . thank you !,0.24628143392623875,0.08547135763090336,0.40709151022157414,0.24628143392623875
"ok that's cool and i like going to the gym most days .
i like to swim and walk on the beach .",convai2-grade_00095,bert_ranker,awesome . i love reading on the sand and enjoy the sun bath,0.15603761698894086,0.13095854017178582,0.18111669380609594,0.15603761698894086
"that is cool ! is it a competition where you win money ?
yes it is . more money for my chocolate bars i love so much .",convai2-grade_00096,bert_ranker,i'm a sucker for a good chocolate shake,0.2032472976240187,0.11145472316982578,0.2950398720782116,0.2032472976240187
"hi ! well , i usually like to take care of my looks hair , nail , tanning .
what do you do as a profession ?",convai2-grade_00097,bert_ranker,"i have male baldness type patterns going on , and i am a lady",0.12808510483955216,0.07504537531098719,0.1811248343681171,0.12808510483955216
"cool ! i dyed my hair like that when i played college football
no kidding ! when i was in college , helmets were still leather .",convai2-grade_00098,bert_ranker,that is all i wore in middle school as a tribute to kurt cobain,0.26147355792799465,0.036600879736005835,0.4863462361199835,0.26147355792799465
"that's great ! i spend all my time out of the kitchen on the water .
haha awesome . i use the internet a lot . especially twitter",convai2-grade_00099,bert_ranker,i post on facebook when i make a new dish,0.20817878373597498,0.09364111359313687,0.3227164538788131,0.20817878373597498
"i jeez maybe i should not be feeding my dogs tacos .
maybe your dogs don't like travis scott . lol",convai2-grade_00100,bert_ranker,he might be crunchy . i just listened to a song since i'd never heard of him .,0.21328878695288198,0.07175432808068959,0.35482324582507435,0.21328878695288198
"i want to feel young again out in the store where i ship
can i ride a horse in there ?",convai2-grade_00101,bert_ranker,"hi ! would love to ! but soon to have my 9 grandkid , and i take care of them",0.18429151970016677,0.06400483757514229,0.30457820182519124,0.18429151970016677
"funny how music sticks in your head depending on where you are .
yea like when i am teaching my 5th grade class and i just think about summer",convai2-grade_00102,bert_ranker,i am going to write my own comics and send them to publishers . love summer !,0.19693138333731425,0.04806391531872841,0.3457988513559001,0.19693138333731425
"no i don't watch , i listen to music and play video games
my favorite game is call of duty . what about you ?",convai2-grade_00103,bert_ranker,all my people are gamers so i hear a lot about them even though i do not play,0.23616841710175637,0.047592016837291674,0.42474481736622105,0.23616841710175637
"me too , how fun . do you exercise ?
every day i also power walk with my dog brownie",convai2-grade_00104,bert_ranker,wow smart dog . i take my dog hiking and we both like to ride my harley,0.1537594495173898,0.0923560489813196,0.21516285005346,0.1537594495173898
"he's , we go hiking together a lot .
ever take him out for treats after ? my friend gets doggy ice cream for hers .",convai2-grade_00105,bert_ranker,he's and he's my mentor . no i do not like cheese on a low carb diet,0.1140562755253686,0.047031326836304885,0.18108122421443232,0.1140562755253686
"mani , pedi , tan and diet . keeps me looking young and at my best .
my electrician salary could not afford all that !",convai2-grade_00106,bert_ranker,i hear ya ! i talk to strangers in the internet to kill time ! p,0.1604610830485454,0.04146158532123653,0.2794605807758543,0.1604610830485454
"school systems are a failing institution anyways . at least your making a difference in the army !
kind of a family tradition the army thing",convai2-grade_00107,bert_ranker,very true . and serving our country is very noble .,0.1682194331853757,0.0,0.3364388663707514,0.1682194331853757
"i would dry that , do you want to play an video games ?
yes , lets play an unlimited amount of video games .",convai2-grade_00108,bert_ranker,"good idea , i am a police officer so i shy away from shooter games .",0.2031154873358629,0.04736913788108128,0.35886183679064454,0.2031154873358629
"nice , i am just enjoying some vanilla ice cream
i've to avoid it so i don t become fat",convai2-grade_00109,bert_ranker,"you don't want to get fat , either . i ride my bike every morning for twenty miles .",0.19527375401681107,0.07499827907920639,0.3155492289544158,0.19527375401681107
"how old are you ? i turned four on my birthday !
i am an old woman . i won a gold medal in 1992",convai2-grade_00110,bert_ranker,that's amazing ! what sport did you compete in ?,0.22882197955634337,0.06392303127651386,0.3937209278361729,0.22882197955634337
"over my skinny jeans i like to wear leggings . summer grilling is the best .
i also like mowing my lawn when the suns out",convai2-grade_00111,bert_ranker,i love having my grays dyed back blonde . i only grow herbs inside for cooking,0.07927272824233694,0.07959613872254115,0.07894931776213272,0.07927272824233694
"they're welcome at the bake sale , we have a dog treat table .
i love to build houses .",convai2-grade_00112,bert_ranker,how fancy ! i spend too much time working to cook much,0.16935092652107958,0.11291232993966571,0.22578952310249342,0.16935092652107958
"no , it isn't . we have a great life .
i used to work in human services , i heard it all the time .",convai2-grade_00113,bert_ranker,its a fun job but i miss my 3 kids . what do you do ?,0.27594986562691504,0.009853028575393736,0.5420467026784364,0.27594986562691504
"i'm doing great ! what are you doing ?
i'm watching a nascar race and eating enchiladas . what about you ?",convai2-grade_00114,bert_ranker,"oh , that's my favorite show ! just getting in from work down at the lab",0.15951723117638417,0.11440450275117961,0.20462995960158875,0.15951723117638417
"no mine are pretty cool good thing too because i love to party
oh my adoptive parents keep trying to set me up with guys",convai2-grade_00115,bert_ranker,that is good for them . i stand for gay rights,0.21030131703345706,0.05908925839875413,0.36151337566816,0.21030131703345706
"what did you do back then
i cannot remember . i try hard to remember but nothing comes up .",convai2-grade_00116,bert_ranker,that's sad . why can you not remember ?,0.2297807659406097,0.08943132978017944,0.37013020210104,0.2297807659406097
"no , but would love to . i volunteer at a local bunny rescue .
cool , anything else interesting about you ?",convai2-grade_00117,bert_ranker,"well i've one sister , a golden retriever and i play soccer . you ?",0.19453871784182528,0.09425818944960436,0.2948192462340462,0.19453871784182528
"spend cash , go shopping , drink smoothies
ha , wow , sounds pretty irresponsible .",convai2-grade_00118,bert_ranker,well i guess as a grad student i'm a bit pretentious . but i'm nice,0.15169919191397194,0.07307323860831264,0.23032514521963124,0.15169919191397194
"i am doing well , thanks .
my favorites are music and i love playing video games and you .",convai2-grade_00119,bert_ranker,i too like videogames . i love rock and roll so i go to lots of concerts .,0.2897254523246924,0.11454175874166006,0.4649091459077247,0.2897254523246924
"i'm great , do you use fresh garden veggies , i love fresh veggies
i love fresh veggies ! although , i'm a sucker for a good fish and chips !",convai2-grade_00120,bert_ranker,"me either , i do not like fish , the taste makes me nauseous !",0.31306183811774285,0.11841286735879926,0.5077108088766864,0.31306183811774285
"baby . . . . . . . she took my babies too ! ! what do you do ?
i sell jewelry . what do you do ?",convai2-grade_00121,bert_ranker,i own a bakery . . . we specialize in weddings and bridal sweeties,0.21943870493159728,0.08119877884223817,0.35767863102095643,0.21943870493159728
"yes ! its part of my cancer treatment . i started a new job . you ?
i've heard that cutting meat out of your diet helps with cancer",convai2-grade_00122,bert_ranker,i don't see how a veterinarian could stop a semi truck . . . .,0.031786811788631936,0.0,0.06357362357726387,0.031786811788631936
"you are going to be a dog ? ! how ? ? people call me a party animal but . . .
not sure how , but i do know i love looking at blocks and singing the alphabet",convai2-grade_00123,bert_ranker,"ll well that's interesting . you like dogs ? pugs are so loyal , i have one name biscuit",0.0880589915286088,0.06600750761462888,0.11011047544258873,0.0880589915286088
