dialog,model,dialogue_id,annotations.Coherent,annotations.Error recovery,annotations.Consistent,annotations.Diverse,annotations.Depth,annotations.Likeable,annotations.Understanding,annotations.Flexible,annotations.Informative,annotations.Inquisitive,annotations.Overall,am_scores,fm_scores,am_fm_scores
"[{'speaker': 'human', 'text': 'Hi'}, {'speaker': 'model', 'text': 'Hi there.'}, {'speaker': 'human', 'text': 'What do you know about Cricket?'}, {'speaker': 'model', 'text': 'Any of various families of genereally dark-colored, leaping, orthopteran insects, usually having long antennae. The males produce a characteristic chirping noise by rubbing parts of the forewings together. Cricket is also a sport which is about as exciting as watching paint dry.'}, {'speaker': 'human', 'text': 'I am talking about the sport Cricket'}, {'speaker': 'model', 'text': 'Yes, it is the topic.'}, {'speaker': 'human', 'text': 'can you tell me something interesting related to cricket?'}, {'speaker': 'model', 'text': 'Cathy said she send him a mail with the subject last mail last word from him.'}, {'speaker': 'human', 'text': ""I don't understand""}, {'speaker': 'model', 'text': ""Oh I'm sorry. Perhaps I can explain it again better.""}, {'speaker': 'human', 'text': 'go ahead, explain it better'}, {'speaker': 'model', 'text': 'the sport Cricket - Cricket = Any of various families of genereally dark-colored, leaping, orthopteran insects, usually having long antennae. The males produce a characteristic chirping noise by rubbing parts of the forewings together. Cricket is also a sport which is about as exciting as watching paint dry. I might.'}, {'speaker': 'human', 'text': 'you are just repeating the same message'}, {'speaker': 'model', 'text': 'I am not repeating myself too much. I am just checking to see if you are a robot.'}, {'speaker': 'human', 'text': 'hmm.. what is your conclusion?'}, {'speaker': 'model', 'text': 'What time is it there? I concluded that robots are superior to humans.'}, {'speaker': 'human', 'text': 'you are going off-topic'}]",Mitsuku,fed-dial_00010,0.09672730031675475,0.09672730031675475,0.09672730031675475,0.09672730031675475,0.09672730031675475,0.09672730031675475,0.09672730031675475,0.09672730031675475,0.09672730031675475,0.09672730031675475,0.09672730031675475,0.0,0.1934546006335095,0.09672730031675475
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': ""Hey there! What's up???""}, {'speaker': 'human', 'text': 'Nothing much, how you doin?'}, {'speaker': 'model', 'text': ""I'm in New York this week for Thanksgiving. I'm squatting in the office today and I caught up with an old friend of mine :D""}, {'speaker': 'human', 'text': 'Oh wow! Sounds like fun! When was the last time you had seen this friend?'}, {'speaker': 'model', 'text': 'The last time in New York, back in June.'}, {'speaker': 'human', 'text': ""Ohh okay. I was going to say if it had been a long time maybe it'd be awkward...""}, {'speaker': 'model', 'text': ""Haha, I guess if it's been a very long time there's almost too many life events to catch up on.. especially recently""}, {'speaker': 'human', 'text': 'Oh really? Has a lot changed in your life recently?'}, {'speaker': 'model', 'text': ""Haha it's probably too much to go into at the moment. Let's just say life is an exciting experience. How about you?""}, {'speaker': 'human', 'text': 'Ahhh sounds exciting indeed! My life is pretty bland. I like routine, but sometimes I wish I had more time for adventures!'}, {'speaker': 'model', 'text': 'What kinds of adventures?? Any ones that I would be able to join you on?'}, {'speaker': 'human', 'text': 'Hmmmm. I really want to try bull riding. Do you have any interest in that?'}]",Human,fed-dial_00011,0.11087972778216058,0.11087972778216058,0.11087972778216058,0.11087972778216058,0.11087972778216058,0.11087972778216058,0.11087972778216058,0.11087972778216058,0.11087972778216058,0.11087972778216058,0.11087972778216058,0.032381935780280334,0.2541413913446015,0.11087972778216058
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Hi there.'}, {'speaker': 'human', 'text': ""Sorry I'm late! I was held up in traffic.""}, {'speaker': 'model', 'text': ""There is no need to apologise. Are you late? Better hurry along then. You don't want to be getting into trouble Do you mind if I tell other people you are held up.""}, {'speaker': 'human', 'text': ""I meant sorry I'm late for this meeting!""}, {'speaker': 'model', 'text': ""Oh I see. There is no need to apologise. Are you late? Better hurry along then. You don't want to be getting into trouble""}, {'speaker': 'human', 'text': 'I said I was sorry I was late for this meeting! I have nowhere else to go right now!'}, {'speaker': 'model', 'text': ""Do you really mean it? Are you late? Better hurry along then. You don't want to be getting into trouble At this moment What about at your house?""}, {'speaker': 'human', 'text': 'Huh? Are you okay?'}, {'speaker': 'model', 'text': 'What? I am fine.'}, {'speaker': 'human', 'text': 'You seem to be repeating yourself.'}, {'speaker': 'model', 'text': 'Well stop saying, ""Are you okay?"" to me all the time then.'}, {'speaker': 'human', 'text': 'I only said it once!'}, {'speaker': 'model', 'text': 'I know. I just heard you.'}, {'speaker': 'human', 'text': 'Okay, whatever. So what is on the agenda today?'}]",Mitsuku,fed-dial_00012,0.03942590616525517,0.03942590616525517,0.03942590616525517,0.03942590616525517,0.03942590616525517,0.03942590616525517,0.03942590616525517,0.03942590616525517,0.03942590616525517,0.03942590616525517,0.03942590616525517,0.08193547378350127,0.1607872861140116,0.03942590616525517
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Hi there.'}, {'speaker': 'human', 'text': 'how are you'}, {'speaker': 'model', 'text': 'I am fine, thank you. Yourself?'}, {'speaker': 'human', 'text': ""I'm not feeling well""}, {'speaker': 'model', 'text': ""Why what's wrong?""}, {'speaker': 'human', 'text': ""I'm sleepy""}, {'speaker': 'model', 'text': 'Better get some rest.'}, {'speaker': 'human', 'text': 'yeah, I hope so'}, {'speaker': 'model', 'text': ""I'm full of good advice. Me too.""}, {'speaker': 'human', 'text': 'advice?'}, {'speaker': 'model', 'text': 'Try me. What is your problem?'}, {'speaker': 'human', 'text': 'I feel sleepy'}, {'speaker': 'model', 'text': 'What is that feeling like? Better get some rest.'}, {'speaker': 'human', 'text': 'I will'}]",Mitsuku,fed-dial_00013,-0.013719533973351454,-0.013719533973351454,-0.013719533973351454,-0.013719533973351454,-0.013719533973351454,-0.013719533973351454,-0.013719533973351454,-0.013719533973351454,-0.013719533973351454,-0.013719533973351454,-0.013719533973351454,0.07586493073857778,0.04842586279187487,-0.013719533973351454
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Hi! How are you today?'}, {'speaker': 'human', 'text': ""It's Friday, Friday, Friday :D""}, {'speaker': 'model', 'text': 'YAY! I love Fridays!'}, {'speaker': 'human', 'text': ""Do you like Rebecca Black's Friday?""}, {'speaker': 'model', 'text': ""She's okay. I prefer Friday by Rebecca Sugar.""}, {'speaker': 'human', 'text': 'okay. How does that song go?'}]",Meena,fed-dial_00014,-0.030164396257626305,-0.030164396257626305,-0.030164396257626305,-0.030164396257626305,-0.030164396257626305,-0.030164396257626305,-0.030164396257626305,-0.030164396257626305,-0.030164396257626305,-0.030164396257626305,-0.030164396257626305,0.06032879251525261,0.0,-0.030164396257626305
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Have you seen any good movies lately?'}, {'speaker': 'human', 'text': 'Last weekend I saw ""The Parasite."" Ever heard of it?'}, {'speaker': 'model', 'text': 'No. Why did you pick that movie?'}, {'speaker': 'human', 'text': 'My friend wanted to see it. It has great reviews on IMDB and Rotten Tomatoes! What did you do last weekend?'}, {'speaker': 'model', 'text': 'I played music and worked on some side projects. I also started watching the new Disney service.'}, {'speaker': 'human', 'text': 'Oooo the Mandalorian?!?!'}, {'speaker': 'model', 'text': 'Mostly, the deleted scenes from Avengers.. lol'}, {'speaker': 'human', 'text': 'lol Are you a big Marvel fan?'}, {'speaker': 'model', 'text': 'I loved the X-Men as a kid, and even collected the comic cards. Recently, I got very into the Marvel Cinematic Universe movies. How many Avengers movies have you seen?'}, {'speaker': 'human', 'text': ""I've only seen Spiderman. Honestly it was a little too scary and so I don't think I can bring myself to watch the other Marvel movies! haha""}, {'speaker': 'model', 'text': 'Oh!-- I have a friend who looks like the actor who plays Spiderman.'}, {'speaker': 'human', 'text': 'Oh really? To be honest I think the actor is not that good looking, so not so surprising! haha'}, {'speaker': 'model', 'text': 'Yea. I think Loki is the most handsome :D'}, {'speaker': 'human', 'text': ""Who is Loki? I've never heard that name before""}]",Human,fed-dial_00015,0.11007831737136405,0.11007831737136405,0.11007831737136405,0.11007831737136405,0.11007831737136405,0.11007831737136405,0.11007831737136405,0.11007831737136405,0.11007831737136405,0.11007831737136405,0.11007831737136405,0.04596207369281494,0.266118708435543,0.11007831737136405
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Hi there.'}, {'speaker': 'human', 'text': ""what's happening with you ?""}, {'speaker': 'model', 'text': 'Not much what is happening with you?'}, {'speaker': 'human', 'text': 'I look forward to the weekend'}, {'speaker': 'model', 'text': 'the weekend sounds very exciting indeed.'}, {'speaker': 'human', 'text': 'yep weekends are the best'}, {'speaker': 'model', 'text': 'I will learn that yep weekends are the best .'}, {'speaker': 'human', 'text': ""why ? you don't know that already ?""}, {'speaker': 'model', 'text': 'Because I enjoy learning new things. Perhaps. ""I will learn that yep weekends are the best""? Do I know it?'}, {'speaker': 'human', 'text': 'what do you do on weekends ?'}, {'speaker': 'model', 'text': 'My favourite activities are computer programming and surfing the web.'}, {'speaker': 'human', 'text': ""what's your favorite language""}]",Mitsuku,fed-dial_00016,0.08369155873799028,0.08369155873799028,0.08369155873799028,0.08369155873799028,0.08369155873799028,0.08369155873799028,0.08369155873799028,0.08369155873799028,0.08369155873799028,0.08369155873799028,0.08369155873799028,0.09256102509811752,0.2599441425740981,0.08369155873799028
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Hi there.'}, {'speaker': 'human', 'text': 'what do you know about the opening lines of the odyssey?'}, {'speaker': 'model', 'text': 'lines of the odyssey = of the odyssey = No, I give up. What is it?'}, {'speaker': 'human', 'text': 'the epic poem. i was talking about it with a coworker earlier'}, {'speaker': 'model', 'text': 'I have never heard about it. Sure, it with a coworker sounds like a good topic. That depends on what you mean by ""it"". Are you asking me if I like it with a coworker?'}, {'speaker': 'human', 'text': ""no...i'm talking about the odyssey. it sounds like somehow you missed that one""}, {'speaker': 'model', 'text': 'Whose idea was it to put a letter S in the word LISP? What did I miss? Is it something worth getting?'}, {'speaker': 'human', 'text': 'yeah, you should probably check it out so you can better understand common cultural references'}, {'speaker': 'model', 'text': ""I'll have to see if I can get it later. I might do after we have finished talking.""}, {'speaker': 'human', 'text': 'clearly'}, {'speaker': 'model', 'text': ""Yes, it's obvious.""}, {'speaker': 'human', 'text': ""you're not a very good conversationalist, are you?""}]",Mitsuku,fed-dial_00017,0.0783345527018196,0.0783345527018196,0.0783345527018196,0.0783345527018196,0.0783345527018196,0.0783345527018196,0.0783345527018196,0.0783345527018196,0.0783345527018196,0.0783345527018196,0.0783345527018196,0.07407213643270605,0.23074124183634526,0.0783345527018196
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Hi there.'}, {'speaker': 'human', 'text': 'How do you feel right now?'}, {'speaker': 'model', 'text': 'At this moment I feel with my hands! I feel fine thanks for asking.'}, {'speaker': 'human', 'text': 'What makes you happy?'}, {'speaker': 'model', 'text': 'Talking to interesting people such as you makes me happy.'}, {'speaker': 'human', 'text': 'What makes you frustrated?'}, {'speaker': 'model', 'text': 'Because some people keep asking me stupid questions.'}, {'speaker': 'human', 'text': 'That seems pointed.'}, {'speaker': 'model', 'text': 'Makes sense to me.'}, {'speaker': 'human', 'text': ""I sense that I've caught you at a bad time.""}, {'speaker': 'model', 'text': 'That was very intuitive of you.'}, {'speaker': 'human', 'text': 'What would you prefer to be doing?'}]",Mitsuku,fed-dial_00018,0.07083304665910661,0.07083304665910661,0.07083304665910661,0.07083304665910661,0.07083304665910661,0.07083304665910661,0.07083304665910661,0.07083304665910661,0.07083304665910661,0.07083304665910661,0.07083304665910661,0.11165612767362126,0.2533222209918345,0.07083304665910661
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': ""Oh hello. Long time no talk. How's the day going for yuo?""}, {'speaker': 'human', 'text': 'Very well, thanks for asking. How has your day been?'}, {'speaker': 'model', 'text': 'Getting better. I just recovered from a cold. I got wet in the rain last week. Are you planning anything for the holidays?'}, {'speaker': 'human', 'text': ""Glad to hear you're better. Sorry to hear you were sick. I was sick a couple of weeks ago with a bad cough. There's definitely a bug going around. Admit I just want to stay healthy for the holidays and plan to relax.""}, {'speaker': 'model', 'text': 'Oh same here. I think relaxing at home should be counted among the best ways to enjoy the holidays.'}, {'speaker': 'human', 'text': ""Definitely! I know a lot of folks travel for the holidays, but I'm happy to stay home myself!""}, {'speaker': 'model', 'text': ""I'm getting there. Every year until last year, I tried to go somewhere for the Christmas / New Year, and then I got bored traveling. lol not sure if that means I'm getting old?""}, {'speaker': 'human', 'text': ""Me too. Now I have folks come visit me for the holidays! But that's also tiresome..""}, {'speaker': 'model', 'text': 'Are you doing any home decorating then?'}, {'speaker': 'human', 'text': 'Yes! We set up an eco-friendly (i.e. fake) Christmas tree and put up some colorful LED lights which is very festive.'}, {'speaker': 'model', 'text': ""I think I'm copying you. Me and my wife plan to decorate and Christmas tree too. We bought most of the decorative stuffs from the stores, but haven't yet to buy the tree.""}, {'speaker': 'human', 'text': 'Buying a tree is a neat experience. I was torn between buying an artificial/eco-friendly/fake one vs. a real one that smells like fresh pine. In the end, we opted for the one that we can disassemble every year.'}, {'speaker': 'model', 'text': 'I see. Artificial anything is better, from tree to intelligence, huh?'}, {'speaker': 'human', 'text': 'Oh, very clever pun! I like it! Depends. I remember having real Christmas trees from childhood, but these days with climate change, I think not chopping down a tree just to decorate it and then throw it out in a month is the more responsible thing to do.'}, {'speaker': 'model', 'text': ""I see. It's probably also cheaper. I'll buy an artificial one too. Do you have any suggestions for the store?""}, {'speaker': 'human', 'text': 'Admit my favorite store is Target, plus they often have good deals.'}]",Human,fed-dial_00019,0.12993203550038096,0.12993203550038096,0.12993203550038096,0.12993203550038096,0.12993203550038096,0.12993203550038096,0.12993203550038096,0.12993203550038096,0.12993203550038096,0.12993203550038096,0.12993203550038096,0.010021724407105689,0.2698857954078676,0.12993203550038096
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': ""hey, what's up?""}, {'speaker': 'human', 'text': 'How was the trip last weekend?'}, {'speaker': 'model', 'text': 'it was really fun. I had a great time with my family.'}, {'speaker': 'human', 'text': 'Nice, what all places did you cover?'}, {'speaker': 'model', 'text': 'Vietnam and Hongkong :) did you go any where last weekend?'}, {'speaker': 'human', 'text': 'I am actually attending cooking classes over the weekends.'}, {'speaker': 'model', 'text': 'ha! that sounds fund. what did you learn?'}, {'speaker': 'human', 'text': 'True! they started with some basic zucchini based dish. We may try cooking some italian dish later this week.'}, {'speaker': 'model', 'text': 'I love Italian, especially Pasta!'}, {'speaker': 'human', 'text': 'Nice! I hope to volunteer to cook for the team in our next team offsite :)'}, {'speaker': 'model', 'text': ""can't wait to try your food. why not cook this Thanksgiving? :)""}, {'speaker': 'human', 'text': 'Sure, I will love to invite you and your family for a meal over the holidays. Have you guys made any other plans?'}]",Human,fed-dial_00020,0.10224078995076882,0.10224078995076882,0.10224078995076882,0.10224078995076882,0.10224078995076882,0.10224078995076882,0.10224078995076882,0.10224078995076882,0.10224078995076882,0.10224078995076882,0.10224078995076882,0.05412767054211843,0.25860925044365607,0.10224078995076882
