dialogue_id,context,response,reference,annotations.relevance,annotations.language_usage,am_scores,fm_scores,am_fm_scores
humod_00024,Great,"Would you mind getting me a drink, Cameron?","[""Let's have a drink."", 'i am happy', 'Hell yeah, brother!']",0.9007154596001625,0.9007154596001625,0.92122257,0.8802083516420366,0.9007154596001625
humod_00025,Great,I'm no spy -- where do I fit in?,"['Thanks!', 'This is anything but great.', 'what great']",0.8733663136213807,0.8733663136213807,0.9274733,0.8192593205868778,0.8733663136213807
humod_00026,It's more,Expensive?,"['Dangerous.', 'What is it?', 'What is more ?? please explain']",0.9684669704979356,0.9684669704979356,0.94905907,0.9878748718392246,0.9684669704979356
humod_00027,It's more,"Swear to God.  Only good advice he ever gave me.  Now, go back to sleep.","['What is more?', 'What is more?', ""Which means you're better informed than you were before.""]",0.8905855817316732,0.8905855817316732,0.9054514,0.8757197464940472,0.8905855817316732
humod_00028,Where've you been?,"Nowhere... Hi, Daddy.","[""Just out, what's happening?"", ""Hi, Daddy. I've been here."", 'Here all the time.']",0.9077057171495417,0.9077057171495417,0.9529945,0.8624169088664969,0.9077057171495417
humod_00029,Where've you been?,"See you, Bob.","['Bye, Bob.', ""I've been home."", ""I've been run off my feet with work.""]",0.930364002514767,0.930364002514767,0.92147166,0.9392563496607291,0.930364002514767
humod_00030,"You looked beautiful last night, you know.",So did you,"['Thank-you.', 'Oh, thank you so much.', 'You also did.']",0.8531126730646525,0.8531126730646525,0.8856923,0.8205330477169821,0.8531126730646525
humod_00031,"You looked beautiful last night, you know.",Thank you.  Benjamin --,"['you also looked great Benjamin,thanks anyway', 'WELCOME', ""You're just saying that.""]",0.8199947736819978,0.8199947736819978,0.8932879,0.7467016502540103,0.8199947736819978
humod_00032,"Let go!
You set me up.
I just wanted --
What? To completely damage me?  To send me to therapy forever? What?",No! I just wanted,"['I didnt mean for it to be like this', 'No, you know that was never my intention.', 'I just wanted to teach you a lesson.']",0.836013969970542,0.836013969970542,0.89927846,0.7727494780079481,0.836013969970542
humod_00033,"Let go!
You set me up.
I just wanted --
What? To completely damage me?  To send me to therapy forever? What?","I love you, too.","[""No, you don't understand!"", 'I wanted to help you.', 'None of those. I just wanted to see you happy for once.']",0.8953144712839844,0.8953144712839844,0.90779054,0.882838400919104,0.8953144712839844
humod_00034,But she doesn't want to date.,Exactly my point,"['i know', ""Well, then she's never going to get married."", ""She'll change her mind.""]",0.958073343507386,0.958073343507386,0.97733784,0.9388088497955339,0.958073343507386
humod_00035,But she doesn't want to date.,Perhaps.,"['How do you know, did you ask her?', 'may be', 'Just make her do it.']",0.9097525708223326,0.9097525708223326,0.9284457,0.8910594448139156,0.9097525708223326
humod_00036,"Oh, God.  It's starting.",It's just a party. Daddy.,"['relax, its gonna be okey', ""Just stay calm.  I'll be here with you the whole time."", 'It,s just a date daddy.']",0.9325929729391815,0.9325929729391815,0.8992961,0.9658898409703736,0.9325929729391815
humod_00037,"Oh, God.  It's starting.","You're a real case, you know that, Jack?","['Get ready.', 'The hurricane?', 'Yes, I can see that, do you know any way to escape this?']",0.9536734732636154,0.9536734732636154,0.94800127,0.9593456810014129,0.9536734732636154
humod_00038,"Wear the belly before you go.
Daddy, no!",Just for a minute,"['Do what I said.', ""Okay, you don't have to if you don't want to."", 'Just a minute.  Let me change.']",0.9300990344094158,0.9300990344094158,0.9314382,0.9287598611924889,0.9300990344094158
humod_00039,"Wear the belly before you go.
Daddy, no!",Doc.,"['Come on, you know you want to!', ""You're the one who wanted to try out acting."", 'Yes I will']",0.8708773755545396,0.8708773755545396,0.7936719,0.948082845114664,0.8708773755545396
humod_00040,"Promise me you won't talk to any boys unless your sister is present.
Why?",Because she'll scare them away.,"['Because I said so.', 'Because then all the boys will talk to her and get all the boys.', ""Because she is the smart one between us, she'll make the right choices.""]",0.9052517741451914,0.9052517741451914,0.8800975,0.9304060398599019,0.9052517741451914
humod_00041,"Promise me you won't talk to any boys unless your sister is present.
Why?",Thirty seconds.,"['Boys are bad news.', 'Because I said so.', 'Because boys can easily take advantage of a young girl like you, Constance knows what to do.']",0.7982993705646961,0.7982993705646961,0.8832226,0.7133761611733377,0.7982993705646961
humod_00042,"Daddy, I want to discuss the prom with you. It's tomorrow night --
The prom?  Kat has a date?
No, but
It's that hot rod Joey, right? That ' s who you want me to bend my rules for?
He's not a ""hot rod"".  Whatever that is.
You're not going unless your sister goes.  End of story.",Fine.  I see that I'm a prisoner in my own house.  I'm not a daughter. I'm a possession!,"['i am a prisoner of my own house', 'Why does she get to control my story?', ""I'm your daughter, why don't you trust me? I'll never get out of this house!""]",0.9208910386909568,0.9208910386909568,0.87843513,0.9633469424942182,0.9208910386909568
humod_00043,"Daddy, I want to discuss the prom with you. It's tomorrow night --
The prom?  Kat has a date?
No, but
It's that hot rod Joey, right? That ' s who you want me to bend my rules for?
He's not a ""hot rod"".  Whatever that is.
You're not going unless your sister goes.  End of story.",With pleasure. Won't you sit down?,"[""Fine, I'll tell her what you said."", 'My sister is too young for the prom, please Daddy!', 'Daddy! Please!']",0.9364139520193648,0.9364139520193648,0.8972102,0.9756177232792999,0.9364139520193648
humod_00044,"Daddy, I want to discuss the prom with you. It's tomorrow night --
The prom?  Kat has a date?
No, but
It's that hot rod Joey, right? That ' s who you want me to bend my rules for?","He's not a ""hot rod"".  Whatever that is.","['He\'s not a ""hot rod.""', ""Yes, it's him. He's a nice guy."", ""No ,it's another boy.""]",0.9532250681729694,0.9532250681729694,0.9173708,0.9890793401423255,0.9532250681729694
humod_00045,"Daddy, I want to discuss the prom with you. It's tomorrow night --
The prom?  Kat has a date?
No, but
It's that hot rod Joey, right? That ' s who you want me to bend my rules for?",Because we're going there.,"['Yes, what do you think?', ""Yes, that's him."", 'Please for just one night.']",0.869256831060192,0.869256831060192,0.8766055,0.8619081514087141,0.869256831060192
humod_00046,"Daddy, I want to discuss the prom with you. It's tomorrow night --
The prom?  Kat has a date?
No, but
It's that hot rod Joey, right? That ' s who you want me to bend my rules for?
He's not a ""hot rod"".  Whatever that is.",You're not going unless your sister goes.  End of story.,"['Ok i go', 'no please see to it', ""You're staying home.""]",0.9117982784152385,0.9117982784152385,0.8702847,0.9533118802786583,0.9117982784152385
humod_00047,"Daddy, I want to discuss the prom with you. It's tomorrow night --
The prom?  Kat has a date?
No, but
It's that hot rod Joey, right? That ' s who you want me to bend my rules for?
He's not a ""hot rod"".  Whatever that is.",Apparently so.,"[""A hot rod is a car, a souped up car. But don't change the subject."", 'Well he sure acts like a hot rod.', 'Oh, yes he is!']",0.9085897229374772,0.9085897229374772,0.9343693,0.882810120237137,0.9085897229374772
humod_00048,What about him?,You wanna go out with him?,"['I would be interested in him.', 'I think you like him', 'You are considering going out with him?']",0.9282820484571703,0.9282820484571703,0.92722553,0.9293385667667883,0.9282820484571703
humod_00049,What about him?,I got your card.,"['He can look out for himself!', ""He doesn't matter in this case."", ""I'll tell you all about it tonight, you and me at Taco Bell, 9pm. Be there.""]",0.9538446569679887,0.9538446569679887,0.9401636,0.9675257015702547,0.9538446569679887
humod_00050,He's pretty!,Okay!  I wasn't sure,"['Sounds like he would be perfect for the modeling job.', 'yes.i will agree', 'Yes he is!']",0.8591048331111719,0.8591048331111719,0.9266226,0.7915870370566943,0.8591048331111719
humod_00051,He's pretty!,Don't give me that police shit. You drop it.,"['What are you trying to say?', ""He's hideous."", 'You really think so?']",0.9399672720748814,0.9399672720748814,0.9135882,0.9663463183082406,0.9399672720748814
humod_00052,You told me that part already.,"Hell, I've just been going over the whole thing in my head and -","[""I'm still trying to understand it"", ""I'm telling you again to get it straight in my own head."", 'Well, its important. Just listen.']",0.9029551844177359,0.9029551844177359,0.89802444,0.9078859290237652,0.9029551844177359
humod_00053,You told me that part already.,Everything but the boring parts.,"['Well, what do you want to know then?', ""I just told you the best parts, but there's so much more!"", 'Yeah well I wanted to tell it again!']",0.9193016537604788,0.9193016537604788,0.8833958,0.9552075164671855,0.9193016537604788
humod_00054,"Cameron -- do you like the girl?
Sure","Then, go get her","['You should let her know then...', 'You should ask her out', 'Go catch her tiger']",0.9339467984701559,0.9339467984701559,0.8782813,0.9896123016407817,0.9339467984701559
humod_00055,"Cameron -- do you like the girl?
Sure",I'm in charge. We go back!,"['sounds good', 'Then you should tell her.', 'You should talk to her.']",0.9483290876794377,0.9483290876794377,0.9172912,0.9793669513560374,0.9483290876794377
humod_00056,What's the worst?,You get the girl.,"['In the worst scenario you will end up with the girl.', 'I need a moment to figure it out. Let me picture it for you.', 'Eating hot dogs.']",0.9411274321100835,0.9411274321100835,0.89246327,0.9897915973706493,0.9411274321100835
humod_00057,What's the worst?,"Not likely, Reggie.  Maybe I just need some help.","['What do you mean?', 'I don’t want to know.', ""it's bad but not worse. Don't worry""]",0.8764281526910138,0.8764281526910138,0.92244303,0.8304132731173183,0.8764281526910138
humod_00058,Hey -- do you mind?,Not at all,"[""No.  I don't mind."", ""Well, I'd rather you not actually."", 'yes']",0.9295686098953575,0.9295686098953575,0.87447166,0.9846655553620041,0.9295686098953575
humod_00059,Hey -- do you mind?,Stand by. Bird Dog?,"['No, not at all', ""Yes, I do mind. You're annoying me a lot so please go now."", 'Oh, sorry fella.']",0.8678483914905962,0.8678483914905962,0.8989444,0.8367524050820225,0.8678483914905962
humod_00060,I can't take a girl like that out on twenty bucks.,"Fine, thirty.","['How much would you need?', 'Thirty should do.', 'Of course you can if you get creative.']",0.8810519453427712,0.8810519453427712,0.887318,0.8747858755869705,0.8810519453427712
humod_00061,I can't take a girl like that out on twenty bucks.,No.,"['You sure cannot!', 'Why not?', ""You're right.""]",0.828956287162498,0.828956287162498,0.87445736,0.7834552150110313,0.828956287162498
humod_00062,"How'd you do it?
Do what?",Get her to act like a human,"['Get her to behave like a lady.', ""You know what the fuck I'm talking about"", 'Get her to listen to you.']",0.9417091601071577,0.9417091601071577,0.8940284,0.9893898949976404,0.9417091601071577
humod_00063,"How'd you do it?
Do what?",Oh? Did they do that sort of thing way back in your day?,"['That awesome trick you did just now.', 'That thing.', 'Build that new section of fence so fast.']",0.9489291851629544,0.9489291851629544,0.90108186,0.9967765102604487,0.9489291851629544
humod_00064,"Hey.
Are you lost?
Nope - just came by to chat
We don't chat.
Well, actually, I thought I'd run an idea by you.  You know, just to see if you're interested.",We're not.,"['I doubt it, but go ahead', 'Yup, go ahead...', 'Fine.  Go ahead.']",0.84678884611965,0.84678884611965,0.90504533,0.7885323617148554,0.84678884611965
humod_00065,"Hey.
Are you lost?
Nope - just came by to chat
We don't chat.
Well, actually, I thought I'd run an idea by you.  You know, just to see if you're interested.","The bullet came out clean, but he lost a whole lot of blood. Praying wouldn't hurt.","['I have an idea for you to look at', 'Yes i am interested', ""Alright, what's your idea?""]",0.9414285115606336,0.9414285115606336,0.8845676,0.9982894047512109,0.9414285115606336
humod_00066,"Hey.
Are you lost?
Nope - just came by to chat
We don't chat.","Well, actually, I thought I'd run an idea by you.  You know, just to see if you're interested.","[""Well, I'd like that to change."", 'Well why not?', ""Maybe it's time we start doing it.""]",0.9310885874015897,0.9310885874015897,0.8665712,0.9956059868301571,0.9310885874015897
humod_00067,"Hey.
Are you lost?
Nope - just came by to chat
We don't chat.",You seem...nervous.,"[""What do you mena we don't chat?"", ""Why don't we chat?"", 'Then, what do you do?']",0.9015773477116876,0.9015773477116876,0.906502,0.8966526869852649,0.9015773477116876
humod_00068,"Pick you up Friday, then","Oh, right.  Friday.","['Sounds good!', 'Friday works for me.', 'Yeah, Friday will be great!']",0.9058075727695042,0.9058075727695042,0.86419153,0.9474236134039986,0.9058075727695042
humod_00069,"Pick you up Friday, then",A small victory isn't that small when you've been use to losing.,"[""I'll see you on Friday then!"", 'Tea and biscuits ,my love.', 'Ok thanks mate.']",0.934357944532155,0.934357944532155,0.89333934,0.9753765531458837,0.934357944532155
humod_00070,That's completely adorable!,It gets worse -- you still have your freshman yearbook?,"['I agree with you', 'I dont think it is', 'Yeah it is beautiful']",0.9338993137269234,0.9338993137269234,0.879392,0.9884065995989274,0.9338993137269234
humod_00071,That's completely adorable!,That's what I want to know.,"['it is fantastic.', ""It's the best!"", ""I'm positively impressed!""]",0.921629425319175,0.921629425319175,0.9217156,0.9215432334584794,0.921629425319175
humod_00072,Okay?,I'm fine. I'm,"['Yes, okay.', ""You're what? WHAT?! Tell me!"", 'Okay.']",0.8999823400731266,0.8999823400731266,0.88861316,0.9113515157213569,0.8999823400731266
humod_00073,Okay?,"I don't want to talk about it here, Brad.","['Fine, Carl.  Fine.', 'Sure, everything is fine.', 'No, not okay.']",0.9018936497897279,0.9018936497897279,0.9148754,0.888911911434009,0.9018936497897279
humod_00074,Kat! Wake up!,What?,"['Why?', ""It's too early, I don't want to wake up."", 'Why should i?']",0.9175239589478755,0.9175239589478755,0.92989993,0.9051479869417716,0.9175239589478755
humod_00075,Kat! Wake up!,"I ain't goin' to jail, and I ain't doin' that probation thing again.","[""I'm napping!"", ""I ain't getting incarcerated or doin' that probation thing again."", ""I'm dead go away""]",0.8499331847986538,0.8499331847986538,0.80821705,0.8916493209522879,0.8499331847986538
humod_00076,"I should do this.
Do what?",This.,"['Go back to school.', 'What I am doing.', 'buy this toy.']",0.8677160571963479,0.8677160571963479,0.8569378,0.8784942887129168,0.8677160571963479
humod_00077,"I should do this.
Do what?",You mean...?,"['What we have been discussing.', 'I should go back to college.', 'I should fill the form to request a new passport before booking my next trip.']",0.8760399311959098,0.8760399311959098,0.86984944,0.8822304189561507,0.8760399311959098
humod_00078,"Start a band?
My father wouldn't approve of that that",You don't strike me as the type that would ask permission.,"['Permission is for the cats', 'Do you always listen to your father?', ""Your father doesn't need to know.""]",0.8911588194147154,0.8911588194147154,0.903111,0.879206657841882,0.8911588194147154
humod_00079,"Start a band?
My father wouldn't approve of that that",Do you want some help? I can call upstairs.,"['That’s why I want to do it.', 'You want me to talk to your father?', 'Who cares what your father says. This is what we love to do.']",0.9357746928897258,0.9357746928897258,0.90398663,0.9675627529555075,0.9357746928897258
humod_00080,"Oh, so now you think you know me?",I'm gettin' there,"[""Not as well as your Mother, but I'm learning."", ""There's a lot more to learn."", ""I'd like to think so.""]",0.9103970120769462,0.9103970120769462,0.8791026,0.9416914364540023,0.9103970120769462
humod_00081,"Oh, so now you think you know me?","Sure, right.","['Of course I know you. The question is, do you?', 'Yes.  I do.', 'I know you better than you know yourself.']",0.8964004795982692,0.8964004795982692,0.90954125,0.8832597099213308,0.8964004795982692
humod_00082,"Put your right foot there --
Forget it.  I'm stayin'.
You want me to climb up and show you how to get down?",Maybe.,"['You want me to put my foot up your ass?', ""I'm not moving!"", 'Yes please']",0.8360183536719663,0.8360183536719663,0.9218625,0.7501742243193353,0.8360183536719663
humod_00083,"Put your right foot there --
Forget it.  I'm stayin'.
You want me to climb up and show you how to get down?",Always keep 'em laughing.,"['No! I got this! Just...give me...a moment!', 'No, I can figure it out!', ""No, I can do it, but I'm not.""]",0.94111508219661,0.94111508219661,0.90677255,0.9754576104724741,0.94111508219661
humod_00084,You up for it?,For. . . ?,"[""I'm up for it if you are."", 'Totally!', 'Wait, what are we doing again?']",0.9100036906916449,0.9100036906916449,0.8882699,0.931737480107655,0.9100036906916449
humod_00085,You up for it?,"We're not talking, you're talking, and doing too damn much of it, if you ask me.","[""Sure, let's do it."", 'OH YEAH, I BEEN WAITING ALL WEEK', 'Only if you are']",0.879959083564452,0.879959083564452,0.90551496,0.854403211608274,0.879959083564452
humod_00086,"Is that a request or a command?
You know what I mean
No.
No what?
No, I won't go with you
Why not?",Because I don't want to. It's a stupid tradition.,"[""Because it's illegal."", 'I have to go around the corner for a minute.', ""It's a stupid tradition and I refuse to waste any more of my life on it.""]",0.9048632816777108,0.9048632816777108,0.87081313,0.9389134320230241,0.9048632816777108
humod_00087,"Is that a request or a command?
You know what I mean
No.
No what?
No, I won't go with you
Why not?",Yes.,"['I am not safe when I am with you.', 'Yes, then, yes you will go with me.', ""I don't exist at your command.""]",0.9435255673596847,0.9435255673596847,0.91690314,0.970147996558664,0.9435255673596847
humod_00088,"Is that a request or a command?
You know what I mean
No.
No what?","No, I won't go with you","[""No, I don't know what you mean."", 'Well, it will be your loss', ""I'm not doing that.""]",0.9343486363158713,0.9343486363158713,0.88471353,0.9839837420912761,0.9343486363158713
humod_00089,"Is that a request or a command?
You know what I mean
No.
No what?",No.  You don't do anything.  I do it.,"[""I'll take care of it."", ""No, I don't know what you mean. Come closer and ask me again."", ""No, I'm not doing it.""]",0.8829069699026958,0.8829069699026958,0.89035934,0.8754545977071555,0.8829069699026958
humod_00090,"Is that a request or a command?
You know what I mean
No.
No what?
No, I won't go with you",Why not?,"['why not', 'Are you kidding me?', ""Why won't you come?""]",0.9327766095734453,0.9327766095734453,0.92943704,0.9361161778642367,0.9327766095734453
humod_00091,"Is that a request or a command?
You know what I mean
No.
No what?
No, I won't go with you",I'm afraid I've used up all my good deeds for the day.,"['that fine', 'Why will you not go with me?', ""Then it's a command.  Go with me.""]",0.9614445420343785,0.9614445420343785,0.92685735,0.996031731811982,0.9614445420343785
humod_00092,"Wait I...
You were paid to take me out!  By -- the one person I truly hate.  I knew it was a set-up!
It wasn't like that.
Really?  What was it like?  A down payment now, then a bonus for sleeping with me?",I didn't care about the money.,"['It was just to motivate me.', 'I only want to be with you. The money does not matter.', 'no not at all just forget it']",0.9292842299249824,0.9292842299249824,0.8912587,0.9673097432667127,0.9292842299249824
humod_00093,"Wait I...
You were paid to take me out!  By -- the one person I truly hate.  I knew it was a set-up!
It wasn't like that.
Really?  What was it like?  A down payment now, then a bonus for sleeping with me?",Of course!,"['There is no bonus for sleeping with you, that was on my own.', 'No, I wanted to take you out anyway.', 'No I did that for free?']",0.9790625984784487,0.9790625984784487,0.97010773,0.9880174627535586,0.9790625984784487
humod_00094,"Besides, I had some extra cash. Some asshole paid me to take out a really great girl.
Is that right?","Yeah, but then I fucked up. I fell for her.","['But to my surprise, I found that I liked her.', 'Yeah, but then I actually fell for her', 'Yeah, but I had a good time so it was worth it.']",0.9469380154895284,0.9469380154895284,0.9128082,0.9810678511237102,0.9469380154895284
humod_00095,"Besides, I had some extra cash. Some asshole paid me to take out a really great girl.
Is that right?","I haven't even looked at it yet, it's still in the shopping bag.","[""I really don't think so, but lets see"", ""I couldn't think of a better way to spend the money."", ""Yes, I'm 2 times lucky, I got the money and the girl! Can you believe it?""]",0.9122165610626015,0.9122165610626015,0.881241,0.9431920985847062,0.9122165610626015
humod_00096,"Hey there.  Tired of breathing?
Hi.
Cool pictures.  You a fan?",Yeah.  I guess.,"['big fan. What about you?', 'Not really.', 'OH,I GUESS IT.']",0.7409537031331392,0.7409537031331392,0.9151426,0.5667648104983037,0.7409537031331392
humod_00097,"Hey there.  Tired of breathing?
Hi.
Cool pictures.  You a fan?","I don't know, but I think you're right. He's lying.","[""Yes, a huge fan. I've been following their work for a long time"", ""Oh, I'm a big fan.  I attended every concert."", 'I am a huge fan,have been for years.']",0.8092664024195105,0.8092664024195105,0.924929,0.6936037820500196,0.8092664024195105
humod_00098,You think?,Oh yeah.,"['I know.', 'Definitely, sounds legit to me', 'Not when you do that.']",0.680489513249007,0.680489513249007,0.8869431,0.47403592461507926,0.680489513249007
humod_00099,You think?,Maybe you're afraid of what it says.,"[""Yes, I'm sure."", 'yes its a fact.', 'I believe so.']",0.9238206982100369,0.9238206982100369,0.90791494,0.9397264598775628,0.9238206982100369
humod_00100,What?!,Good enough.,"['This is how it works...', 'You heard me.', ""I'm not telling you again""]",0.8409605336240981,0.8409605336240981,0.912913,0.7690080428226895,0.8409605336240981
humod_00101,What?!,It looks like you bought it off one of the brothers.,"['it looks really good on you', 'You seem surprised', 'You heard what I said.']",0.9087545608098351,0.9087545608098351,0.92680395,0.890705175124614,0.9087545608098351
humod_00102,"What do you wanna watch?  We've got crap, crap, crap or crap",Dr. Ruth?,"['.. or more crap.', 'Crap it is, then.', 'Okay, I pick crap.']",0.8651037904425285,0.8651037904425285,0.86911064,0.8610969370213789,0.8651037904425285
humod_00103,"What do you wanna watch?  We've got crap, crap, crap or crap","You heard me, Pick 'n' Save.","['let me find one.', ""I told your. Let's play a classic movie. Go for sure."", ""Then pick some crap. Let's watch it.""]",0.9010477939418362,0.9010477939418362,0.91804194,0.8840536433798881,0.9010477939418362
humod_00104,"What just happened?
Your daughters went to the prom.
Did I have anything to say about it?
Absolutely not.",That ' s what I thought,"[""That's what I wanted you to reply."", 'Well, they are grown.', ""That's what I thought.""]",0.9564904275334232,0.9564904275334232,0.97609335,0.9368875032258733,0.9564904275334232
humod_00105,"What just happened?
Your daughters went to the prom.
Did I have anything to say about it?
Absolutely not.",Where he always is.,"['How much did I drink?', 'Ok. Wake me in 8 hours.', ""As always, I'm the last to know.""]",0.8667955111403474,0.8667955111403474,0.8632772,0.8703138253965396,0.8667955111403474
humod_00106,"What are you listening to, chicken ass?
Ah, leave him alone.  He's doing no harm.",With a face like that?  I don't want you looking at me.  You hear?,"[""Well, I don't like him here."", ""I wasn't talking to you"", 'I know. I was just giving him a hard time.']",0.9605731743547743,0.9605731743547743,0.9445509,0.9765954768604886,0.9605731743547743
humod_00107,"What are you listening to, chicken ass?
Ah, leave him alone.  He's doing no harm.",Have you got transport?,"[""He's bothering me."", 'Just curious what he/she is listening to?', 'still weird music']",0.8763404807236785,0.8763404807236785,0.94178885,0.8108921092325437,0.8763404807236785
humod_00108,He's the devil's child...,We'll all go crazy...,"['How do you know?', ""I'll deal with him. He can't be that bad."", ""The devil isn't real.""]",0.8989747889235364,0.8989747889235364,0.8577752,0.9401743665128445,0.8989747889235364
humod_00109,He's the devil's child...,"It's his life insurance money, you know.","[""I know, he's out of control."", 'He is quite the bad little boy.', 'That is a scary thought.']",0.9046870338781636,0.9046870338781636,0.89319706,0.9161770081249797,0.9046870338781636
humod_00110,"I could be gone for years.
I know.
I haven't given you much of a life.
Well... that's true.  I have a child by a man who won't marry me!  Who's always leaving...
Are we going to argue?",I'd love to argue with you sometimes.  But you're never here!,"['There is no use of arguing. You will be gone soon. I will not spend last conversation on fighting with you.', 'We never argue, since you are never here!', ""I'd rater not.""]",0.9184936277630921,0.9184936277630921,0.93967843,0.8973088249689332,0.9184936277630921
humod_00111,"I could be gone for years.
I know.
I haven't given you much of a life.
Well... that's true.  I have a child by a man who won't marry me!  Who's always leaving...
Are we going to argue?",Jack ...,"[""No, I won't argue when I know you are leaving."", 'Yes, we are.', 'definitely']",0.891361141115004,0.891361141115004,0.85445577,0.9282665131679657,0.891361141115004
